revenue_detail_id,revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,saisetsu_name,department_display_name,source_funding_category_name,funding_nature,previous_amount_thousand_yen,current_amount_thousand_yen,diff_amount_thousand_yen,is_zero_amount,related_program_count,source_file,source_row_number
rd_2026_general_revenue_14_02_02_05_01_3595200000,rs_2026_general_revenue_14_02_02_05,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,05,旧軍人援護費,01,旧軍人援護,保健福祉政策部 生活福祉課,都支出金,specific,367,1644,1277,false,2,ippansainyu.csv,17311
rd_2026_general_revenue_14_02_02_09_01_3665580000,rs_2026_general_revenue_14_02_02_09,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,09,保育人材確保支援事業補助金,01,保育人材確保支援事業,子ども・若者部 保育課,都支出金,specific,2741,2929,188,false,1,ippansainyu.csv,18241
rd_2026_general_revenue_14_02_02_10_01_3665580000,rs_2026_general_revenue_14_02_02_10,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,10,保育所等利用多子世帯負担軽減事業,01,私立保育園,子ども・若者部 保育課,都支出金,specific,1394526,0,-1394526,true,0,ippansainyu.csv,18242
rd_2026_general_revenue_14_02_02_10_02_3665580000,rs_2026_general_revenue_14_02_02_10,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,10,保育所等利用多子世帯負担軽減事業,02,地域型保育事業,子ども・若者部 保育課,都支出金,specific,77894,0,-77894,true,0,ippansainyu.csv,18243
rd_2026_general_revenue_14_02_02_10_03_3665580000,rs_2026_general_revenue_14_02_02_10,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,10,保育所等利用多子世帯負担軽減事業,03,認定こども園,子ども・若者部 保育課,都支出金,specific,56615,0,-56615,true,0,ippansainyu.csv,18244
rd_2026_general_revenue_14_02_02_10_04_3665580000,rs_2026_general_revenue_14_02_02_10,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,10,保育所等利用多子世帯負担軽減事業,04,区立保育園,子ども・若者部 保育課,都支出金,specific,207250,0,-207250,true,0,ippansainyu.csv,18245
rd_2026_general_revenue_14_02_02_13_01_3665590000,rs_2026_general_revenue_14_02_02_13,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,13,認可外保育施設利用支援事業,01,保育料負担軽減補助事業,子ども・若者部 保育認定・調整課,都支出金,specific,541453,1952256,1410803,false,1,ippansainyu.csv,18339
rd_2026_general_revenue_14_02_02_13_02_3665590000,rs_2026_general_revenue_14_02_02_13,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,13,認可外保育施設利用支援事業,02,ベビーシッター利用支援事業（ベビーシッター事業者連携型）,子ども・若者部 保育認定・調整課,都支出金,specific,0,0,0,true,0,ippansainyu.csv,18340
rd_2026_general_revenue_14_02_02_13_03_3665590000,rs_2026_general_revenue_14_02_02_13,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,13,認可外保育施設利用支援事業,03,ベビーシッター利用支援事業（ベビーシッター事業者連携型）,子ども・若者部 保育認定・調整課,都支出金,specific,0,4915,4915,false,1,ippansainyu.csv,18341
rd_2026_general_revenue_14_02_02_16_01_3665200000,rs_2026_general_revenue_14_02_02_16,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,16,次世代育成支援対策施設整備交付金,01,児童施設改修工事,子ども・若者部 児童課,都支出金,specific,14387,14972,585,false,1,ippansainyu.csv,18023
rd_2026_general_revenue_14_02_02_19_01_3665580000,rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,01,私立保育園運営,子ども・若者部 保育課,都支出金,specific,252869,284608,31739,false,1,ippansainyu.csv,18246
rd_2026_general_revenue_14_02_02_19_02_3665580000,rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,02,特定地域型保育事業,子ども・若者部 保育課,都支出金,specific,47746,32905,-14841,false,1,ippansainyu.csv,18247
rd_2026_general_revenue_14_02_02_19_03_3665580000,rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,03,認定こども園運営,子ども・若者部 保育課,都支出金,specific,28906,27646,-1260,false,1,ippansainyu.csv,18248
rd_2026_general_revenue_14_02_02_19_04_3595110000,rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,04,第三者評価受審費加算分,保健福祉政策部 保健福祉政策課,都支出金,specific,12300,12000,-300,false,1,ippansainyu.csv,17240
rd_2026_general_revenue_14_02_02_19_05_3665580000,rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,05,子育て支援事業,子ども・若者部 保育課,都支出金,specific,48000,66000,18000,false,1,ippansainyu.csv,18249
rd_2026_general_revenue_14_02_02_19_06_4985400000,rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,06,区立幼稚園維持運営,教育委員会事務局 乳幼教・保支課,都支出金,specific,1500,1500,0,false,1,ippansainyu.csv,18916
rd_2026_general_revenue_14_02_02_20_01_3665580000,rs_2026_general_revenue_14_02_02_20,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,20,保育所等賃借料補助事業,01,私立保育園,子ども・若者部 保育課,都支出金,specific,76003,52365,-23638,false,1,ippansainyu.csv,18250
rd_2026_general_revenue_14_02_02_20_02_3665590000,rs_2026_general_revenue_14_02_02_20,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,20,保育所等賃借料補助事業,02,認証保育所,子ども・若者部 保育認定・調整課,都支出金,specific,2987,5193,2206,false,1,ippansainyu.csv,18342
rd_2026_general_revenue_14_02_02_20_03_3665580000,rs_2026_general_revenue_14_02_02_20,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,20,保育所等賃借料補助事業,03,特定地域型保育事業,子ども・若者部 保育課,都支出金,specific,31457,0,-31457,true,0,ippansainyu.csv,18251
rd_2026_general_revenue_14_02_02_21_01_3665580000,rs_2026_general_revenue_14_02_02_21,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,21,賃貸物件による保育所の開設準備経費補助事業,01,私立保育園施設整備,子ども・若者部 保育課,都支出金,specific,51250,256250,205000,false,1,ippansainyu.csv,18252
rd_2026_general_revenue_14_02_02_24_01_3655200000,rs_2026_general_revenue_14_02_02_24,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,24,地域福祉推進事業費,01,地域福祉推進事業,障害福祉部 障害地域生活課,都支出金,specific,2500,1750,-750,false,1,ippansainyu.csv,17844
rd_2026_general_revenue_14_02_02_24_02_3655200000,rs_2026_general_revenue_14_02_02_24,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,24,地域福祉推進事業費,02,地域福祉推進事業（移送サービス）,障害福祉部 障害地域生活課,都支出金,specific,11985,11570,-415,false,1,ippansainyu.csv,17845
rd_2026_general_revenue_14_02_02_25_02_3665580000,rs_2026_general_revenue_14_02_02_25,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,25,保育士等キャリアアップ研修支援事業,02,保育士等キャリアアップ研修支援事業,子ども・若者部 保育課,都支出金,specific,492,951,459,false,1,ippansainyu.csv,18253
rd_2026_general_revenue_14_02_02_31_02_3405350000,rs_2026_general_revenue_14_02_02_31,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,31,人生１００年時代セカンドライフ応援事業補助金,02,高齢者いきいきせたがや文化祭,生活文化政策部 市民活動推進課,都支出金,specific,993,649,-344,false,1,ippansainyu.csv,17015
rd_2026_general_revenue_14_02_02_31_03_3405350000,rs_2026_general_revenue_14_02_02_31,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,31,人生１００年時代セカンドライフ応援事業補助金,03,土と農の交流園,生活文化政策部 市民活動推進課,都支出金,specific,6666,6666,0,false,1,ippansainyu.csv,17016
rd_2026_general_revenue_14_02_02_31_05_3655200000,rs_2026_general_revenue_14_02_02_31,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,31,人生１００年時代セカンドライフ応援事業補助金,05,八幡山地域支え合い・介護予防事業,障害福祉部 障害地域生活課,都支出金,specific,332,266,-66,false,1,ippansainyu.csv,17846
rd_2026_general_revenue_14_02_02_36_01_3655100000,rs_2026_general_revenue_14_02_02_36,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,36,地域生活支援促進事業費,01,障害者虐待防止対策支援事業,障害福祉部 障害施策課,都支出金,specific,722,752,30,false,1,ippansainyu.csv,17787
rd_2026_general_revenue_14_02_02_36_03_3655100000,rs_2026_general_revenue_14_02_02_36,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,36,地域生活支援促進事業費,03,重度訪問介護利用者の大学修学支援事業,障害福祉部 障害施策課,都支出金,specific,320,0,-320,true,0,ippansainyu.csv,17788
rd_2026_general_revenue_14_02_02_36_04_3655300000,rs_2026_general_revenue_14_02_02_36,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,36,地域生活支援促進事業費,04,発達障害児者及び家族等支援事業,障害福祉部 障害保健福祉課,都支出金,specific,706,706,0,false,1,ippansainyu.csv,17911
rd_2026_general_revenue_14_02_02_36_07_3655100000,rs_2026_general_revenue_14_02_02_36,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,36,地域生活支援促進事業費,07,雇用施策との連携による重度障害者等就労支援特別事業,障害福祉部 障害施策課,都支出金,specific,2321,5015,2694,false,1,ippansainyu.csv,17789
rd_2026_general_revenue_14_02_02_37_02_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,02,コミュニケーション支援,障害福祉部 障害施策課,都支出金,specific,3478,3723,245,false,1,ippansainyu.csv,17790
rd_2026_general_revenue_14_02_02_37_03_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,03,日常生活用具給付,障害福祉部 障害施策課,都支出金,specific,25117,18406,-6711,false,1,ippansainyu.csv,17791
rd_2026_general_revenue_14_02_02_37_08_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,08,訪問入浴サービス,障害福祉部 障害施策課,都支出金,specific,6417,7646,1229,false,1,ippansainyu.csv,17792
rd_2026_general_revenue_14_02_02_37_11_3065600000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,11,点字・声の広報（区のおしらせ）,政策経営部 広報広聴課,都支出金,specific,2007,3327,1320,false,1,ippansainyu.csv,16918
rd_2026_general_revenue_14_02_02_37_12_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,12,奉仕員養成研修,障害福祉部 障害施策課,都支出金,specific,1032,1190,158,false,1,ippansainyu.csv,17793
rd_2026_general_revenue_14_02_02_37_15_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,15,住宅改修,障害福祉部 障害施策課,都支出金,specific,269,275,6,false,1,ippansainyu.csv,17794
rd_2026_general_revenue_14_02_02_37_16_5105100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,16,声の広報（区議会だより）,区議会事務局,都支出金,specific,311,382,71,false,1,ippansainyu.csv,18923
rd_2026_general_revenue_14_02_02_37_18_3655200000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,18,日中一時支援（短期入所）,障害福祉部 障害地域生活課,都支出金,specific,749,1862,1113,false,1,ippansainyu.csv,17847
rd_2026_general_revenue_14_02_02_37_21_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,21,点字・声の広報等発行事業,障害福祉部 障害施策課,都支出金,specific,0,610,610,false,1,ippansainyu.csv,17795
rd_2026_general_revenue_14_02_02_37_26_3655200000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,26,居宅の確保,障害福祉部 障害地域生活課,都支出金,specific,862,977,115,false,1,ippansainyu.csv,17848
rd_2026_general_revenue_14_02_02_37_27_3655200000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,27,地域生活体験事業,障害福祉部 障害地域生活課,都支出金,specific,862,1175,313,false,1,ippansainyu.csv,17849
rd_2026_general_revenue_14_02_02_37_32_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,32,移動支援,障害福祉部 障害施策課,都支出金,specific,91352,107067,15715,false,1,ippansainyu.csv,17796
rd_2026_general_revenue_14_02_02_37_33_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,33,福祉ホーム,障害福祉部 障害施策課,都支出金,specific,495,565,70,false,1,ippansainyu.csv,17797
rd_2026_general_revenue_14_02_02_37_39_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,39,理解促進研修・啓発事業（障害理解促進事業）,障害福祉部 障害施策課,都支出金,specific,396,427,31,false,1,ippansainyu.csv,17798
rd_2026_general_revenue_14_02_02_37_40_3655200000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,40,理解促進研修・啓発事業（カタログリーフレット作成）,障害福祉部 障害地域生活課,都支出金,specific,99,15,-84,false,1,ippansainyu.csv,17850
rd_2026_general_revenue_14_02_02_37_47_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,47,失語症者向け意思疎通支援者派遣事業,障害福祉部 障害施策課,都支出金,specific,0,400,400,false,1,ippansainyu.csv,17799
rd_2026_general_revenue_14_02_02_37_48_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,48,コーディネート事業,障害福祉部 障害施策課,都支出金,specific,3020,4909,1889,false,1,ippansainyu.csv,17800
rd_2026_general_revenue_14_02_02_37_49_3655100000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,49,理解促進研修・啓発事業（障害理解促進事業）,障害福祉部 障害施策課,都支出金,specific,901,229,-672,false,1,ippansainyu.csv,17801
rd_2026_general_revenue_14_02_02_37_52_3065600000,rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,52,点字・声の広報（区政ＰＲ）,政策経営部 広報広聴課,都支出金,specific,0,61,61,false,1,ippansainyu.csv,16919
rd_2026_general_revenue_14_02_02_38_01_3665500000,rs_2026_general_revenue_14_02_02_38,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,38,利用者支援体制強化事業,01,利用者支援体制強化事業,子ども・若者部 子ども家庭課,都支出金,specific,7962,10382,2420,false,1,ippansainyu.csv,18089
rd_2026_general_revenue_14_02_02_40_07_3785250000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,07,小児のための予防接種支援事業,世田谷保健所 感染症対策課,都支出金,specific,2839,2563,-276,false,1,ippansainyu.csv,18490
rd_2026_general_revenue_14_02_02_40_08_3595150000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,08,小児救急普及啓発事業,保健福祉政策部 保福推進課,都支出金,specific,270,417,147,false,1,ippansainyu.csv,17260
rd_2026_general_revenue_14_02_02_40_13_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,13,がん予防対策事業,世田谷保健所 健康企画課,都支出金,specific,501,499,-2,false,1,ippansainyu.csv,18397
rd_2026_general_revenue_14_02_02_40_18_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,18,糖尿病予防対策事業,世田谷保健所 健康企画課,都支出金,specific,251,255,4,false,1,ippansainyu.csv,18398
rd_2026_general_revenue_14_02_02_40_22_3785700000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,22,飼い主のいない猫対策,世田谷保健所 生活保健課,都支出金,specific,3355,4787,1432,false,1,ippansainyu.csv,18517
rd_2026_general_revenue_14_02_02_40_32_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,32,熱中症対策に関する普及啓発等事業,世田谷保健所 健康企画課,都支出金,specific,318,294,-24,false,1,ippansainyu.csv,18399
rd_2026_general_revenue_14_02_02_40_33_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,33,新型インフルエンザ初動対応事業,世田谷保健所 健康企画課,都支出金,specific,4735,3938,-797,false,1,ippansainyu.csv,18400
rd_2026_general_revenue_14_02_02_40_35_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,35,がん予防対策推進計画策定支援事業,世田谷保健所 健康企画課,都支出金,specific,708,0,-708,true,0,ippansainyu.csv,18401
rd_2026_general_revenue_14_02_02_40_36_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,36,がん検診精度管理事業,世田谷保健所 健康企画課,都支出金,specific,772,772,0,false,1,ippansainyu.csv,18402
rd_2026_general_revenue_14_02_02_40_37_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,37,がん予防普及啓発,世田谷保健所 健康企画課,都支出金,specific,253,285,32,false,1,ippansainyu.csv,18403
rd_2026_general_revenue_14_02_02_40_40_3785200000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,40,自殺対策事業,世田谷保健所 健康推進課,都支出金,specific,602,525,-77,false,1,ippansainyu.csv,18443
rd_2026_general_revenue_14_02_02_40_45_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,45,薬物乱用防止啓発促進事業,世田谷保健所 健康企画課,都支出金,specific,559,546,-13,false,1,ippansainyu.csv,18404
rd_2026_general_revenue_14_02_02_40_47_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,47,ウォーキングマップ作成・活用事業,世田谷保健所 健康企画課,都支出金,specific,370,409,39,false,1,ippansainyu.csv,18405
rd_2026_general_revenue_14_02_02_40_48_3785700000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,48,地域環境改善対策事業,世田谷保健所 生活保健課,都支出金,specific,1579,1521,-58,false,1,ippansainyu.csv,18518
rd_2026_general_revenue_14_02_02_40_49_3785700000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,49,アレルギー疾患普及啓発,世田谷保健所 生活保健課,都支出金,specific,756,813,57,false,1,ippansainyu.csv,18519
rd_2026_general_revenue_14_02_02_40_51_3785700000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,51,地域における動物愛護の推進,世田谷保健所 生活保健課,都支出金,specific,582,688,106,false,1,ippansainyu.csv,18520
rd_2026_general_revenue_14_02_02_40_52_3655300000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,52,医療連携推進協議会,障害福祉部 障害保健福祉課,都支出金,specific,2288,2367,79,false,1,ippansainyu.csv,17912
rd_2026_general_revenue_14_02_02_40_53_3785200000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,53,地域に根ざした食環境整備事業,世田谷保健所 健康推進課,都支出金,specific,1418,1047,-371,false,1,ippansainyu.csv,18444
rd_2026_general_revenue_14_02_02_40_58_3785700000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,58,ＨＡＣＣＰ衛生管理の導入・定着を推進する事業,世田谷保健所 生活保健課,都支出金,specific,0,53,53,false,1,ippansainyu.csv,18521
rd_2026_general_revenue_14_02_02_40_59_3785700000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,59,地域における動物の相談支援体制整備事業,世田谷保健所 生活保健課,都支出金,specific,1639,2364,725,false,1,ippansainyu.csv,18522
rd_2026_general_revenue_14_02_02_40_60_3785250000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,60,骨髄移植ドナー支援事業,世田谷保健所 感染症対策課,都支出金,specific,490,840,350,false,1,ippansainyu.csv,18491
rd_2026_general_revenue_14_02_02_40_61_3785250000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,61,医療行為による予防接種の免疫消失に対する再接種費助成事業,世田谷保健所 感染症対策課,都支出金,specific,250,250,0,false,1,ippansainyu.csv,18492
rd_2026_general_revenue_14_02_02_40_62_3785200000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,62,思春期から更年期までの母性保健向上事業,世田谷保健所 健康推進課,都支出金,specific,1250,1250,0,false,1,ippansainyu.csv,18445
rd_2026_general_revenue_14_02_02_40_63_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,63,受動喫煙防止対策に係る実効性の担保に資する事業,世田谷保健所 健康企画課,都支出金,specific,4954,5350,396,false,1,ippansainyu.csv,18406
rd_2026_general_revenue_14_02_02_40_64_3465200000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,64,受動喫煙防止対策の強化に伴う喫煙環境の整備事業,環境政策部 環境保全課,都支出金,specific,5000,5000,0,false,1,ippansainyu.csv,17156
rd_2026_general_revenue_14_02_02_40_67_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,67,がん患者へのアピアランスケア支援事業,世田谷保健所 健康企画課,都支出金,specific,26856,39600,12744,false,1,ippansainyu.csv,18407
rd_2026_general_revenue_14_02_02_40_68_3785250000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,68,予防接種促進事業（風しん予防緊急対策）,世田谷保健所 感染症対策課,都支出金,specific,3649,3391,-258,false,1,ippansainyu.csv,18493
rd_2026_general_revenue_14_02_02_40_69_3785100000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,69,災害医療計画策定支援事業,世田谷保健所 健康企画課,都支出金,specific,0,777,777,false,1,ippansainyu.csv,18408
rd_2026_general_revenue_14_02_02_40_70_3785200000,rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,70,思春期から更年期までの母性保健向上事業,世田谷保健所 健康推進課,都支出金,specific,1250,1250,0,false,1,ippansainyu.csv,18446
