revenue_detail_id,revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,saisetsu_name,department_display_name,source_funding_category_name,funding_nature,previous_amount_thousand_yen,current_amount_thousand_yen,diff_amount_thousand_yen,is_zero_amount,related_program_count,source_file,source_row_number
rd_2026_general_revenue_16_01_02_03_16_3665200000,rs_2026_general_revenue_16_01_02_03,2026_general_revenue_16_01_02,2026,general,一般会計,16,寄附金,01,寄附金,02,指定寄附金,03,民生費,16,児童館陶芸窯購入,子ども・若者部 児童課,寄附金,specific,0,3872,3872,false,1,ippansainyu.csv,18040
rd_2026_general_revenue_16_01_02_04_02_4960160000,rs_2026_general_revenue_16_01_02_04,2026_general_revenue_16_01_02,2026,general,一般会計,16,寄附金,01,寄附金,02,指定寄附金,04,教育費,02,義務教育施設整備基金,教育委員会事務局 教育環境課,寄附金,specific,4712,7774,3062,false,1,ippansainyu.csv,18811
rd_2026_general_revenue_16_01_02_04_04_4975200000,rs_2026_general_revenue_16_01_02_04,2026_general_revenue_16_01_02,2026,general,一般会計,16,寄附金,01,寄附金,02,指定寄附金,04,教育費,04,世田谷遊びと学びの教育基金,教育委員会事務局 教育指導課,寄附金,specific,6866,2578,-4288,false,1,ippansainyu.csv,18858
rd_2026_general_revenue_16_01_02_04_05_4960160000,rs_2026_general_revenue_16_01_02_04,2026_general_revenue_16_01_02,2026,general,一般会計,16,寄附金,01,寄附金,02,指定寄附金,04,教育費,05,義務教育施設整備基金（小学校指定）,教育委員会事務局 教育環境課,寄附金,specific,0,6000,6000,false,1,ippansainyu.csv,18812
rd_2026_general_revenue_16_01_02_04_06_4960160000,rs_2026_general_revenue_16_01_02_04,2026_general_revenue_16_01_02,2026,general,一般会計,16,寄附金,01,寄附金,02,指定寄附金,04,教育費,06,義務教育施設整備基金（中学校指定）,教育委員会事務局 教育環境課,寄附金,specific,0,8000,8000,false,1,ippansainyu.csv,18813
rd_2026_general_revenue_16_01_02_05_02_3465110000,rs_2026_general_revenue_16_01_02_05,2026_general_revenue_16_01_02,2026,general,一般会計,16,寄附金,01,寄附金,02,指定寄附金,05,環境費,02,気候危機対策基金,環境政策部 環境政策課,寄附金,specific,13000,8326,-4674,false,1,ippansainyu.csv,17136
rd_2026_general_revenue_17_01_01_01_01_3065500000,rs_2026_general_revenue_17_01_01_01,2026_general_revenue_17_01_01,2026,general,一般会計,17,繰入金,01,基金繰入金,01,減債基金繰入金,01,特別区債償還,01,特別区債償還元金,政策経営部 財政課,一般財源,general,1094698,0,-1094698,true,0,ippansainyu.csv,16911
rd_2026_general_revenue_17_01_06_01_09_4960160000,rs_2026_general_revenue_17_01_06_01,2026_general_revenue_17_01_06,2026,general,一般会計,17,繰入金,01,基金繰入金,06,義務教育施設整備基金繰入金,01,義務教育,09,小学校,教育委員会事務局 教育環境課,繰入金,specific,300000,0,-300000,true,0,ippansainyu.csv,18814
rd_2026_general_revenue_17_01_06_01_10_4960160000,rs_2026_general_revenue_17_01_06_01,2026_general_revenue_17_01_06,2026,general,一般会計,17,繰入金,01,基金繰入金,06,義務教育施設整備基金繰入金,01,義務教育,10,中学校,教育委員会事務局 教育環境課,繰入金,specific,500000,500000,0,false,1,ippansainyu.csv,18815
rd_2026_general_revenue_17_01_06_01_11_4960160000,rs_2026_general_revenue_17_01_06_01,2026_general_revenue_17_01_06,2026,general,一般会計,17,繰入金,01,基金繰入金,06,義務教育施設整備基金繰入金,01,義務教育,11,小学校（施設改修）,教育委員会事務局 教育環境課,繰入金,specific,0,1959834,1959834,false,1,ippansainyu.csv,18816
rd_2026_general_revenue_17_01_06_01_12_4960160000,rs_2026_general_revenue_17_01_06_01,2026_general_revenue_17_01_06,2026,general,一般会計,17,繰入金,01,基金繰入金,06,義務教育施設整備基金繰入金,01,義務教育,12,中学校（施設改修）,教育委員会事務局 教育環境課,繰入金,specific,0,1000000,1000000,false,1,ippansainyu.csv,18817
rd_2026_general_revenue_17_01_10_01_02_3865300000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,02,都市計画道路用地,道路・交通計画部 道路計画課,繰入金,specific,250000,0,-250000,true,0,ippansainyu.csv,18668
rd_2026_general_revenue_17_01_10_01_05_3865300000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,05,地先道路用地,道路・交通計画部 道路計画課,繰入金,specific,700000,500000,-200000,false,1,ippansainyu.csv,18669
rd_2026_general_revenue_17_01_10_01_17_3865500000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,17,鉄道と道路の立体化促進,道路・交通計画部 交通政策課,繰入金,specific,300000,300000,0,false,1,ippansainyu.csv,18679
rd_2026_general_revenue_17_01_10_01_18_3895400000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,18,路面改良（玉川・砧）,土木部 工事第二課,繰入金,specific,500000,500000,0,false,1,ippansainyu.csv,18743
rd_2026_general_revenue_17_01_10_01_20_3895400000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,20,橋梁新設改良,土木部 工事第二課,繰入金,specific,300000,800000,500000,false,1,ippansainyu.csv,18744
rd_2026_general_revenue_17_01_10_01_24_3865500000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,24,鉄道沿線街づくりの推進,道路・交通計画部 交通政策課,繰入金,specific,200000,0,-200000,true,0,ippansainyu.csv,18680
rd_2026_general_revenue_17_01_10_01_25_3895300000,rs_2026_general_revenue_17_01_10_01,2026_general_revenue_17_01_10,2026,general,一般会計,17,繰入金,01,基金繰入金,10,都市整備基金繰入金,01,都市整備基金繰入金,25,路面改良（世田谷・北沢・烏山）,土木部 工事第一課,繰入金,specific,500000,200000,-300000,false,1,ippansainyu.csv,18725
rd_2026_general_revenue_17_01_15_01_01_3065500000,rs_2026_general_revenue_17_01_15_01,2026_general_revenue_17_01_15,2026,general,一般会計,17,繰入金,01,基金繰入金,15,財政調整基金繰入金,01,財政調整,01,財政調整,政策経営部 財政課,一般財源,general,0,0,0,true,0,ippansainyu.csv,16912
rd_2026_general_revenue_17_01_16_04_04_3405350000,rs_2026_general_revenue_17_01_16_04,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,04,市民活動の促進,04,市民活動の促進,生活文化政策部 市民活動推進課,繰入金,specific,13180,15300,2120,false,1,ippansainyu.csv,17030
rd_2026_general_revenue_17_01_16_10_02_3595110000,rs_2026_general_revenue_17_01_16_10,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,10,地域福祉活動等促進事業,02,福祉施設等支援,保健福祉政策部 保健福祉政策課,繰入金,specific,16000,17700,1700,false,1,ippansainyu.csv,17254
rd_2026_general_revenue_17_01_16_12_01_3655200000,rs_2026_general_revenue_17_01_16_12,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,12,障害者施設受注拡大・工賃向上推進事業,01,障害者施設受注拡大・工賃向上推進事業,障害福祉部 障害地域生活課,繰入金,specific,29000,17000,-12000,false,1,ippansainyu.csv,17869
rd_2026_general_revenue_17_01_16_16_01_3655100000,rs_2026_general_revenue_17_01_16_16,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,16,合理的配慮提供支援助成事業,01,合理的配慮提供支援助成事業,障害福祉部 障害施策課,繰入金,specific,1200,1200,0,false,1,ippansainyu.csv,17822
rd_2026_general_revenue_17_01_16_19_01_3645100000,rs_2026_general_revenue_17_01_16_19,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,19,介護人材確保支援事業,01,介護人材確保支援事業,高齢福祉部 高齢福祉課,繰入金,specific,101358,68727,-32631,false,1,ippansainyu.csv,17521
rd_2026_general_revenue_17_01_16_25_01_3785700000,rs_2026_general_revenue_17_01_16_25,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,25,人と動物との共生推進事業,01,人と動物との共生推進事業,世田谷保健所 生活保健課,繰入金,specific,4010,6510,2500,false,1,ippansainyu.csv,18523
rd_2026_general_revenue_17_01_16_26_01_3595200000,rs_2026_general_revenue_17_01_16_26,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,26,ひきこもり対策,01,ひきこもり等の居場所事業,保健福祉政策部 生活福祉課,繰入金,specific,8925,14851,5926,false,1,ippansainyu.csv,17324
rd_2026_general_revenue_17_01_16_26_02_3595200000,rs_2026_general_revenue_17_01_16_26,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,26,ひきこもり対策,02,ひきこもり等当事者及び家族による交流支援事業,保健福祉政策部 生活福祉課,繰入金,specific,840,840,0,false,1,ippansainyu.csv,17325
rd_2026_general_revenue_17_01_16_27_01_3655100000,rs_2026_general_revenue_17_01_16_27,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,27,福祉人材確保支援事業,01,障害福祉人材採用活動経費助成事業,障害福祉部 障害施策課,繰入金,specific,4425,7899,3474,false,1,ippansainyu.csv,17823
rd_2026_general_revenue_17_01_16_28_01_3595200000,rs_2026_general_revenue_17_01_16_28,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,28,多世代食堂支援事業,01,多世代食堂支援事業,保健福祉政策部 生活福祉課,繰入金,specific,2000,1800,-200,false,1,ippansainyu.csv,17326
rd_2026_general_revenue_17_01_16_29_01_3665150000,rs_2026_general_revenue_17_01_16_29,2026_general_revenue_17_01_16,2026,general,一般会計,17,繰入金,01,基金繰入金,16,地域保健福祉等推進基金繰入金,29,若者支援事業運営,01,地域保健福祉等推進基金による若者支援事業,子ども・若者部 子ども・若者支援課,繰入金,specific,20000,23024,3024,false,1,ippansainyu.csv,18002
rd_2026_general_revenue_17_01_21_01_01_3815450000,rs_2026_general_revenue_17_01_21_01,2026_general_revenue_17_01_21,2026,general,一般会計,17,繰入金,01,基金繰入金,21,住宅基金繰入金,01,住宅基金繰入金,01,住宅基金繰入金（計画修繕）,都市整備政策部 住宅課,繰入金,specific,669359,555623,-113736,false,1,ippansainyu.csv,18558
rd_2026_general_revenue_17_01_22_01_01_3405400000,rs_2026_general_revenue_17_01_22_01,2026_general_revenue_17_01_22,2026,general,一般会計,17,繰入金,01,基金繰入金,22,国際平和交流基金繰入金,01,国際平和交流,01,国際平和交流,生活文化政策部 文化・国際課,繰入金,specific,300,300,0,false,1,ippansainyu.csv,17056
rd_2026_general_revenue_17_01_22_01_03_3405400000,rs_2026_general_revenue_17_01_22_01,2026_general_revenue_17_01_22,2026,general,一般会計,17,繰入金,01,基金繰入金,22,国際平和交流基金繰入金,01,国際平和交流,03,国際平和交流（国際化）,生活文化政策部 文化・国際課,繰入金,specific,1720,1620,-100,false,1,ippansainyu.csv,17057
rd_2026_general_revenue_17_01_22_01_05_3405450000,rs_2026_general_revenue_17_01_22_01,2026_general_revenue_17_01_22,2026,general,一般会計,17,繰入金,01,基金繰入金,22,国際平和交流基金繰入金,01,国際平和交流,05,平和都市宣言事業,生活文化政策部 人権男女共同参画課,繰入金,specific,0,5633,5633,false,1,ippansainyu.csv,17072
rd_2026_general_revenue_17_01_35_01_11_3235200000,rs_2026_general_revenue_17_01_35_01,2026_general_revenue_17_01_35,2026,general,一般会計,17,繰入金,01,基金繰入金,35,庁舎等建設等基金繰入金,01,庁舎建設,11,本庁舎等整備費,庁舎整備担当部 庁舎管理担当課,繰入金,specific,3527000,5887860,2360860,false,1,ippansainyu.csv,16963
rd_2026_general_revenue_17_01_35_07_01_4965200000,rs_2026_general_revenue_17_01_35_07,2026_general_revenue_17_01_35,2026,general,一般会計,17,繰入金,01,基金繰入金,35,庁舎等建設等基金繰入金,07,図書館整備,01,地域図書館建設,教育委員会事務局 中央図書館,繰入金,specific,700000,0,-700000,true,0,ippansainyu.csv,18844
rd_2026_general_revenue_17_01_36_01_03_3405400000,rs_2026_general_revenue_17_01_36_01,2026_general_revenue_17_01_36,2026,general,一般会計,17,繰入金,01,基金繰入金,36,文化振興基金繰入金,01,文化振興,03,文化・芸術資源の魅力発信,生活文化政策部 文化・国際課,繰入金,specific,2600,4600,2000,false,1,ippansainyu.csv,17058
rd_2026_general_revenue_17_01_38_01_02_3665500000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,02,子ども・若者基金による補助・支援事業,子ども・若者部 子ども家庭課,繰入金,specific,11547,19503,7956,false,1,ippansainyu.csv,18123
rd_2026_general_revenue_17_01_38_01_08_3665200000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,08,外遊び推進事業,子ども・若者部 児童課,繰入金,specific,1200,3354,2154,false,1,ippansainyu.csv,18041
rd_2026_general_revenue_17_01_38_01_11_3665150000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,11,子ども・若者基金による若者支援事業,子ども・若者部 子ども・若者支援課,繰入金,specific,1200,2713,1513,false,1,ippansainyu.csv,18003
rd_2026_general_revenue_17_01_38_01_13_3665150000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,13,子ども・若者基金による子ども応援事業,子ども・若者部 子ども・若者支援課,繰入金,specific,3000,3000,0,false,1,ippansainyu.csv,18004
rd_2026_general_revenue_17_01_38_01_14_3665200000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,14,外遊びの環境整備,子ども・若者部 児童課,繰入金,specific,3989,0,-3989,true,0,ippansainyu.csv,18042
rd_2026_general_revenue_17_01_38_01_15_3665580000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,15,子ども・若者基金による普及・啓発事業（子育て支援事業）,子ども・若者部 保育課,繰入金,specific,2407,2676,269,false,1,ippansainyu.csv,18318
rd_2026_general_revenue_17_01_38_01_16_3665150000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,16,子ども・若者基金による普及・啓発事業（子どもの権利事業）,子ども・若者部 子ども・若者支援課,繰入金,specific,8000,0,-8000,true,0,ippansainyu.csv,18005
rd_2026_general_revenue_17_01_38_01_18_3665570000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,18,子ども・若者基金による世田谷の里親普及啓発事業,子ども・若者部 児童相談支援課,繰入金,specific,0,11000,11000,false,1,ippansainyu.csv,18177
rd_2026_general_revenue_17_01_38_01_19_3665200000,rs_2026_general_revenue_17_01_38_01,2026_general_revenue_17_01_38,2026,general,一般会計,17,繰入金,01,基金繰入金,38,子ども・若者基金繰入金,01,子ども・若者基金,19,子ども・若者基金による子どもの意見を反映させた遊び等充実事業,子ども・若者部 児童課,繰入金,specific,0,7388,7388,false,1,ippansainyu.csv,18043
rd_2026_general_revenue_17_01_40_01_04_2135100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,04,防災訓練・組織育成（世田谷）,世田谷総合支所 地域振興課,繰入金,specific,5888,7564,1676,false,1,ippansainyu.csv,16761
rd_2026_general_revenue_17_01_40_01_05_2135100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,05,防災施設管理（世田谷）,世田谷総合支所 地域振興課,繰入金,specific,6074,515,-5559,false,1,ippansainyu.csv,16762
rd_2026_general_revenue_17_01_40_01_06_2235100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,06,防災訓練・組織育成（北沢）,北沢総合支所 地域振興課,繰入金,specific,4730,3050,-1680,false,1,ippansainyu.csv,16791
rd_2026_general_revenue_17_01_40_01_07_2235100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,07,防災施設管理（北沢）,北沢総合支所 地域振興課,繰入金,specific,3721,1766,-1955,false,1,ippansainyu.csv,16792
rd_2026_general_revenue_17_01_40_01_08_2335100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,08,防災訓練・組織育成（玉川）,玉川総合支所 地域振興課,繰入金,specific,9663,4412,-5251,false,1,ippansainyu.csv,16815
rd_2026_general_revenue_17_01_40_01_11_2435100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,11,防災事業運営（砧）,砧総合支所 地域振興課,繰入金,specific,6042,0,-6042,true,0,ippansainyu.csv,16845
rd_2026_general_revenue_17_01_40_01_12_2435100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,12,防災訓練・組織育成（砧）,砧総合支所 地域振興課,繰入金,specific,6867,2720,-4147,false,1,ippansainyu.csv,16846
rd_2026_general_revenue_17_01_40_01_13_2435100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,13,防災施設管理（砧）,砧総合支所 地域振興課,繰入金,specific,3741,2226,-1515,false,1,ippansainyu.csv,16847
rd_2026_general_revenue_17_01_40_01_14_2535100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,14,防災訓練・組織育成（烏山）,烏山総合支所 地域振興課,繰入金,specific,4319,2090,-2229,false,1,ippansainyu.csv,16881
rd_2026_general_revenue_17_01_40_01_15_2535100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,15,防災施設管理（烏山）,烏山総合支所 地域振興課,繰入金,specific,3519,2004,-1515,false,1,ippansainyu.csv,16882
rd_2026_general_revenue_17_01_40_01_17_4960100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,17,事務局庶務事務,教育委員会事務局 教育総務課,繰入金,specific,78315,0,-78315,true,0,ippansainyu.csv,18763
rd_2026_general_revenue_17_01_40_01_18_2335100000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,18,防災事業運営（玉川）,玉川総合支所 地域振興課,繰入金,specific,737,59,-678,false,1,ippansainyu.csv,16816
rd_2026_general_revenue_17_01_40_01_19_3305300000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,19,災害対策・体制の整備,危機管理部 災害対策課,繰入金,specific,331320,2132,-329188,false,1,ippansainyu.csv,16974
rd_2026_general_revenue_17_01_40_01_20_3895170000,rs_2026_general_revenue_17_01_40_01,2026_general_revenue_17_01_40,2026,general,一般会計,17,繰入金,01,基金繰入金,40,災害対策基金繰入金,01,災害対策基金繰入金,20,都市型水害対策の推進,土木部 豪雨・下水道整備課,繰入金,specific,0,24887,24887,false,1,ippansainyu.csv,18695
rd_2026_general_revenue_17_01_41_01_01_3835100000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,01,特別保護区保護管理,みどり33推進担当部 みどり政策課,繰入金,specific,3015,2813,-202,false,1,ippansainyu.csv,18615
rd_2026_general_revenue_17_01_41_01_02_3835400000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,02,公園用地買収,みどり33推進担当部 公園利活用推進課,繰入金,specific,300000,400000,100000,false,1,ippansainyu.csv,18652
rd_2026_general_revenue_17_01_41_01_04_3835300000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,04,公園新設,みどり33推進担当部 公園緑地課,繰入金,specific,500000,0,-500000,true,0,ippansainyu.csv,18639
rd_2026_general_revenue_17_01_41_01_07_3835300000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,07,公園・身近な広場維持運営,みどり33推進担当部 公園緑地課,繰入金,specific,6000,5705,-295,false,1,ippansainyu.csv,18640
rd_2026_general_revenue_17_01_41_01_09_3835300000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,09,大規模公園改修,みどり33推進担当部 公園緑地課,繰入金,specific,300000,800000,500000,false,1,ippansainyu.csv,18641
rd_2026_general_revenue_17_01_41_01_12_3895300000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,12,下北沢駅前広場プロジェクト,土木部 工事第一課,繰入金,specific,13038,0,-13038,true,0,ippansainyu.csv,18726
rd_2026_general_revenue_17_01_41_01_13_3835100000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,13,緑と水のまちづくり,みどり33推進担当部 みどり政策課,繰入金,specific,493,0,-493,true,0,ippansainyu.csv,18616
rd_2026_general_revenue_17_01_41_01_15_3835300000,rs_2026_general_revenue_17_01_41_01,2026_general_revenue_17_01_41,2026,general,一般会計,17,繰入金,01,基金繰入金,41,みどりのトラスト基金繰入金,01,みどりのトラスト基金,15,崖線樹林地保全管理,みどり33推進担当部 公園緑地課,繰入金,specific,50000,50000,0,false,1,ippansainyu.csv,18642
rd_2026_general_revenue_17_01_43_01_01_3445550000,rs_2026_general_revenue_17_01_43_01,2026_general_revenue_17_01_43,2026,general,一般会計,17,繰入金,01,基金繰入金,43,スポーツ推進基金繰入金,01,スポーツ推進基金,01,スポーツ推進基金（総合運動場施設整備工事）,スポーツ推進部 スポーツ施設課,繰入金,specific,200000,0,-200000,true,0,ippansainyu.csv,17119
rd_2026_general_revenue_17_01_43_01_04_3445100000,rs_2026_general_revenue_17_01_43_01,2026_general_revenue_17_01_43,2026,general,一般会計,17,繰入金,01,基金繰入金,43,スポーツ推進基金繰入金,01,スポーツ推進基金,04,スポーツ推進基金（パラスポーツの推進）,スポーツ推進部 スポーツ推進課,繰入金,specific,1536,0,-1536,true,0,ippansainyu.csv,17107
rd_2026_general_revenue_17_01_43_01_05_3445550000,rs_2026_general_revenue_17_01_43_01,2026_general_revenue_17_01_43,2026,general,一般会計,17,繰入金,01,基金繰入金,43,スポーツ推進基金繰入金,01,スポーツ推進基金,05,スポーツ推進基金（総合運動場維持運営）,スポーツ推進部 スポーツ施設課,繰入金,specific,144,0,-144,true,0,ippansainyu.csv,17120
rd_2026_general_revenue_17_01_43_01_06_3445550000,rs_2026_general_revenue_17_01_43_01,2026_general_revenue_17_01_43,2026,general,一般会計,17,繰入金,01,基金繰入金,43,スポーツ推進基金繰入金,01,スポーツ推進基金,06,スポーツ推進基金（千歳温水プール維持運営）,スポーツ推進部 スポーツ施設課,繰入金,specific,0,796,796,false,1,ippansainyu.csv,17121
rd_2026_general_revenue_17_01_45_01_01_4975200000,rs_2026_general_revenue_17_01_45_01,2026_general_revenue_17_01_45,2026,general,一般会計,17,繰入金,01,基金繰入金,45,世田谷遊びと学びの教育基金繰入金,01,世田谷遊びと学びの教育基金,01,世田谷遊びと学びの教育基金,教育委員会事務局 教育指導課,繰入金,specific,3105,3096,-9,false,1,ippansainyu.csv,18859
rd_2026_general_revenue_17_01_45_01_02_4985400000,rs_2026_general_revenue_17_01_45_01,2026_general_revenue_17_01_45,2026,general,一般会計,17,繰入金,01,基金繰入金,45,世田谷遊びと学びの教育基金繰入金,01,世田谷遊びと学びの教育基金,02,世田谷遊びと学びの教育基金,教育委員会事務局 乳幼教・保支課,繰入金,specific,500,380,-120,false,1,ippansainyu.csv,18920
rd_2026_general_revenue_17_01_45_01_03_4985200000,rs_2026_general_revenue_17_01_45_01,2026_general_revenue_17_01_45,2026,general,一般会計,17,繰入金,01,基金繰入金,45,世田谷遊びと学びの教育基金繰入金,01,世田谷遊びと学びの教育基金,03,世田谷遊びと学びの教育基金,教育委員会事務局 事業推進担当課,繰入金,specific,1000,2000,1000,false,1,ippansainyu.csv,18903
rd_2026_general_revenue_17_01_46_01_01_3655300000,rs_2026_general_revenue_17_01_46_01,2026_general_revenue_17_01_46,2026,general,一般会計,17,繰入金,01,基金繰入金,46,医療的ケア児の笑顔を支える基金繰入金,01,医療的ケア児の笑顔を支える基金,01,医療的ケア児の笑顔を支える基金,障害福祉部 障害保健福祉課,繰入金,specific,12240,33189,20949,false,1,ippansainyu.csv,17932
rd_2026_general_revenue_17_01_47_01_01_3465120000,rs_2026_general_revenue_17_01_47_01,2026_general_revenue_17_01_47,2026,general,一般会計,17,繰入金,01,基金繰入金,47,気候危機対策基金繰入金,01,気候危機対策基金,01,環境啓発事業の推進,環境政策部 気候危機対策課,繰入金,specific,17022,9217,-7805,false,1,ippansainyu.csv,17143
