budget_program_identity_id,fiscal_year,account_code,account_name,budget_item_key,display_program_name,normalized_program_name,department_name,normalized_department_name,candidate_budget_book_pages,total_amount_thousand_yen,member_group_count,source_type
bpi_e8e191db019ff1826724cc4ac0bb5bede3f62c8a134267e6d476e6a1ab029013,2026,general,一般会計,2026_general_expenditure_05_03_05,乳児期家庭（新生児）訪問事業,乳児期家庭(新生児)訪問事業,世保＊健康推進課,世保*健康推進課,405,44275,1,derived
bpi_86ae2984b4fc61b7082b8d4060789b5c8800813177e1f74b841ff17f836536ae,2026,general,一般会計,2026_general_expenditure_05_03_05,乳幼児健康診査,乳幼児健康診査,世保＊健康推進課,世保*健康推進課,405,0,1,derived
bpi_ba78249c5bb2911d14f4144fb5e7e36a9f71f6dd0a2e0c3b4e14a87920ea5f21,2026,general,一般会計,2026_general_expenditure_05_03_05,乳幼児歯科健康診査,乳幼児歯科健康診査,世保＊健康推進課,世保*健康推進課,405,54542,1,derived
bpi_5b81f5972cea6ff79f543e44af8b370f3a063be92084ed4a3563986cae211c08,2026,general,一般会計,2026_general_expenditure_05_03_05,保健福祉センター乳幼児健康診査,保健福祉センター乳幼児健康診査,世保＊健康推進課,世保*健康推進課,405,161198,1,derived
bpi_84a23e6925cb1aa7cb381459d03059ce063aef2577bc9ae9f50c4dfe65b2cf96,2026,general,一般会計,2026_general_expenditure_05_03_05,保健福祉センター乳幼児歯科健康診査,保健福祉センター乳幼児歯科健康診査,世保＊健康推進課,世保*健康推進課,405,43121,1,derived
bpi_7d02bd16b0727ffb9bad840a9e0524f0ae7059dc3017a672d8f333219473154c,2026,general,一般会計,2026_general_expenditure_05_03_05,地域と連携した両親学級の充実,地域と連携した両親学級の充実,世保＊健康推進課,世保*健康推進課,405,27915,1,derived
bpi_663c357a1e61d4b65f2d8a2ee73100a441a187950bb73618ba144210fb5144ab,2026,general,一般会計,2026_general_expenditure_05_03_05,妊婦健康診査,妊婦健康診査,世保＊健康推進課,世保*健康推進課,405,0,1,derived
bpi_d2aa49d1b65e567becca7f2dc705c6a3e6194e0b117056191cf943e53ee932f6,2026,general,一般会計,2026_general_expenditure_05_03_05,妊産婦及び乳幼児への栄養・食生活支援事業,妊産婦及び乳幼児への栄養・食生活支援事業,世保＊健康推進課,世保*健康推進課,405,5077,1,derived
bpi_f340c8d2add0c8aa5453fdc636d4baf00a4ce17827b8256ff3ba7d88891a0391,2026,general,一般会計,2026_general_expenditure_05_03_05,妊産婦及び乳幼児健康診査,妊産婦及び乳幼児健康診査,世保＊健康推進課,世保*健康推進課,405,825715,1,derived
bpi_3f03d32792476d76955fbfc7fb00a11d81c205d3b810e0f9cb58487821cc1277,2026,general,一般会計,2026_general_expenditure_05_03_05,小児慢性特定疾病医療費給付,小児慢性特定疾病医療費給付,世保＊感染症対策課,世保*感染症対策課,405,213881,1,derived
bpi_93a8628e5dd7edeb020fece4d5aa9441bac352d61396d154e25932db053b8e68,2026,general,一般会計,2026_general_expenditure_05_03_05,未熟児等に対する医療費公費負担,未熟児等に対する医療費公費負担,世保＊健康推進課,世保*健康推進課,405,47458,1,derived
bpi_d61daf79353f3f19f6f1052baa04cb594662427887ed92f6af0f909f54216ea4,2026,general,一般会計,2026_general_expenditure_05_03_05,母子保健知識等の普及と啓発,母子保健知識等の普及と啓発,世保＊健康推進課,世保*健康推進課,405,890133,1,derived
bpi_312672c894774ea73e687eafab9b1256c141de92d4134fc9936eb0a94cedc4d1,2026,general,一般会計,2026_general_expenditure_05_03_05,育児不安・児童虐待防止対策,育児不安・児童虐待防止対策,世保＊健康推進課,世保*健康推進課,405,28791,1,derived
bpi_7c9a35aa5827722671b2e05e2a23bd2568a7fe6094b793788c1d78370f7b027e,2026,general,一般会計,2026_general_expenditure_05_03_06,公害保健対策,公害保健対策,世保＊健康推進課,世保*健康推進課,407,1870,1,derived
bpi_f69c1e5b238373f7d5096a7415cfe93df944c40c94968f223baaa4d454056924,2026,general,一般会計,2026_general_expenditure_05_03_07,おたふくかぜ予防接種助成,おたふくかぜ予防接種助成,世保＊感染症対策課,世保*感染症対策課,407,38892,1,derived
bpi_ad89754ffc3ce0f627bbb49195e0ef02db1d4078442edfb002ebbd73d2a67427,2026,general,一般会計,2026_general_expenditure_05_03_07,子どもインフルエンザ予防接種助成,子どもインフルエンザ予防接種助成,世保＊感染症対策課,世保*感染症対策課,407,229230,1,derived
bpi_6f2147ca2ac49424cc6464e12969ea1c61daf8a893aa0347a26f363c43df5933,2026,general,一般会計,2026_general_expenditure_05_03_07,定期及臨時予防接種,定期及臨時予防接種,世保＊感染症対策課,世保*感染症対策課,407,2611187,1,derived
bpi_39f33316f7c3f0fe81262ff79ad9f9259a63383b127a6984358a1092d40a0451,2026,general,一般会計,2026_general_expenditure_05_03_07,帯状疱疹予防接種助成,帯状疱疹予防接種助成,世保＊感染症対策課,世保*感染症対策課,407,236206,1,derived
bpi_62f1dddc29b8cddd4063da64d35288ca2207c2cfa6544bd8d7e43189f101bbc9,2026,general,一般会計,2026_general_expenditure_05_03_07,感染症対策,感染症対策,世保＊感染症対策課,世保*感染症対策課,407,14735,1,derived
bpi_ca7564853e7f3c034a9855cbc2eb53216b4a798500021431e0e1b1bbcfddef09,2026,general,一般会計,2026_general_expenditure_05_03_07,男性ＨＰＶ予防接種助成,男性HPV予防接種助成,世保＊感染症対策課,世保*感染症対策課,407,35353,1,derived
bpi_5c98b6d127a5df2466f60b34c135019e133145be2ed4cdcfda7517a9e5a8f66c,2026,general,一般会計,2026_general_expenditure_05_03_07,結核対策,結核対策,世保＊感染症対策課,世保*感染症対策課,407,25435,1,derived
bpi_5f3a27a6b7fd6534f062b1abf0cff735b50ed918be3fa1c05ee445bed856d7c7,2026,general,一般会計,2026_general_expenditure_05_03_07,難病・被爆者対策,難病・被爆者対策,世保＊感染症対策課,世保*感染症対策課,407,6930,1,derived
bpi_940fe3b36800c495e469d7c944246ee8ca38fb2be20204db6f3941c8ef13d9ae,2026,general,一般会計,2026_general_expenditure_05_03_07,風しん抗体検査・予防接種,風しん抗体検査・予防接種,世保＊感染症対策課,世保*感染症対策課,407,27022,1,derived
bpi_a7c4e411d30a3d8be794ed960d92a18a421756b7c17c1543eca6bbb72adfeec0,2026,general,一般会計,2026_general_expenditure_05_03_07,高齢者インフルエンザ予防接種,高齢者インフルエンザ予防接種,世保＊感染症対策課,世保*感染症対策課,407,417726,1,derived
bpi_0c682bc161ab72104116c54b21aa13f921c1b265e7d80cba018b68f9b459f5a8,2026,general,一般会計,2026_general_expenditure_05_03_07,高齢者新型コロナ予防接種,高齢者新型コロナ予防接種,世保＊感染症対策課,世保*感染症対策課,407,1104474,1,derived
bpi_5e9597fe8869ca77aa514130b83d1c59d92379d7599059b6ff1c44d6aa414fe2,2026,general,一般会計,2026_general_expenditure_05_03_07,高齢者肺炎球菌予防接種,高齢者肺炎球菌予防接種,世保＊感染症対策課,世保*感染症対策課,407,21260,1,derived
bpi_801a822f4b1e581259a39dc17d52f2c54b53d2d627abbaea71ff150e073c25dc,2026,general,一般会計,2026_general_expenditure_05_04_01,人と動物との共生推進事業,人と動物との共生推進事業,世保＊生活保健課,世保*生活保健課,409,22838,1,derived
bpi_7f31eea84c49d7426b341dc3ea0c0acc07a967f09fc1bc3d3592d01c85cbe288,2026,general,一般会計,2026_general_expenditure_05_04_01,住宅宿泊事業監視普及,住宅宿泊事業監視普及,世保＊生活保健課,世保*生活保健課,409,28416,1,derived
bpi_4218bb6c73f7e3cd179dcbff355f4bd209f11c7396bd76cf00d7cd5a8c991fe5,2026,general,一般会計,2026_general_expenditure_05_04_01,化学検査事業運営,化学検査事業運営,世保＊健康企画課,世保*健康企画課,409,17410,1,derived
bpi_48200a63fad993a4652cc3c878835ff073105a6ba31c2a7565700db88cbbd08c,2026,general,一般会計,2026_general_expenditure_05_04_01,医事薬事監視普及,医事薬事監視普及,世保＊生活保健課,世保*生活保健課,409,2911,1,derived
bpi_6537b099d1cb6968eec84b11b6c3c35fbe7a4c68cd589f5a97888f2957ce177d,2026,general,一般会計,2026_general_expenditure_05_04_01,検査センター事務,検査センター事務,世保＊生活保健課,世保*生活保健課,409,122903,1,derived
bpi_87910c8114bdf3f10747d062bdf1fd936a595e9f25bb05b7e2947d75c16e909e,2026,general,一般会計,2026_general_expenditure_05_04_01,狂犬病予防法事務,狂犬病予防法事務,世保＊生活保健課,世保*生活保健課,409,50990,1,derived
bpi_68552800dd59cb354b24bf2de4bea1189223f0b1ecadc9030f432bdb83a78b1d,2026,general,一般会計,2026_general_expenditure_05_04_01,環境衛生監視普及,環境衛生監視普及,世保＊生活保健課,世保*生活保健課,409,3337,1,derived
bpi_d4198eb6cee49764708c537222845bd3240194ad9d44194da7c7c1385d605afe,2026,general,一般会計,2026_general_expenditure_05_04_01,細菌検査事業運営,細菌検査事業運営,世保＊健康企画課,世保*健康企画課,409,16399,1,derived
bpi_1eda6e90e9f333dabbc832997f5293334d4f3b85ccd4505e3bd05cb8bc3342d5,2026,general,一般会計,2026_general_expenditure_05_04_01,臨床検査事業運営,臨床検査事業運営,世保＊健康企画課,世保*健康企画課,409,7452,1,derived
bpi_79fcb35fb030238c1d965386a7639279a6ecd9e4d7276dd313c6215bdfba2563,2026,general,一般会計,2026_general_expenditure_05_04_01,食の安全・安心の推進,食の安全・安心の推進,世保＊生活保健課,世保*生活保健課,409,376,1,derived
bpi_51bac6640a5bf7d8fa0d7325237a095805546edcb568d90d7254b3673bf92b3c,2026,general,一般会計,2026_general_expenditure_05_04_01,食品衛生監視普及,食品衛生監視普及,世保＊生活保健課,世保*生活保健課,409,15268,1,derived
bpi_0a5eab774d65273d2f554b2aba95c28982bad3a59f5e9c411166e88e4867ff90,2026,general,一般会計,2026_general_expenditure_05_04_01,鼠・害虫相談・水害消毒,鼠・害虫相談・水害消毒,世保＊生活保健課,世保*生活保健課,409,15821,1,derived
bpi_65adb67dc3f671073ddd64e2b93a0220342cf50af70f48bb4a10930d6ad87ec2,2026,general,一般会計,2026_general_expenditure_06_01_01,シルバー人材センター育成,シルバー人材センター育成,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,117536,1,derived
bpi_22a0b446ad55dbae79d8423882b292254f869a7e5507c564c0878889b48b4c08,2026,general,一般会計,2026_general_expenditure_06_01_01,ビジネスモデル研究開発支援事業,ビジネスモデル研究開発支援事業,経産＊経済課,経産*経済課,411,2400,1,derived
bpi_61457ba595babbf78680c5cd7a3b7f70f700615a964a2aaeb76443990a47ed53,2026,general,一般会計,2026_general_expenditure_06_01_01,世田谷区産業振興公社運営助成,世田谷区産業振興公社運営助成,経産＊商業課,経産*商業課,411,372469,1,derived
bpi_c2adaf1c0785ed21143ef05a40f648adfc2c137693c1808239bfc643caa6c7f7,2026,general,一般会計,2026_general_expenditure_06_01_01,中小企業者経営支援,中小企業者経営支援,経産＊商業課,経産*商業課,411,538369,1,derived
bpi_b7cb62715be33d3e2cd5da181a79af5cb2bd10015b53c2ae8d96a4976499536b,2026,general,一般会計,2026_general_expenditure_06_01_01,公衆浴場確保対策,公衆浴場確保対策,経産＊商業課,経産*商業課,411,21097,1,derived
bpi_5ae4fd98dd51318ae281d08d4b1d12ca99a00a1d7b5c02a041394ead2623f3ef,2026,general,一般会計,2026_general_expenditure_06_01_01,区内企業就業マッチングの推進,区内企業就業マッチングの推進,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,78968,1,derived
bpi_502530c07547f97eb564c396fe264df9d820a9e2b7fd1a2034b456ef76f4559f,2026,general,一般会計,2026_general_expenditure_06_01_01,商業振興,商業振興,経産＊商業課,経産*商業課,411,927732,1,derived
bpi_4eb6df1c8e99b6e862dc18c6659c1c24a71574465b97ebfbfe47633f5b571ee5,2026,general,一般会計,2026_general_expenditure_06_01_01,商業支援,商業支援,経産＊商業課,経産*商業課,411,12727,1,derived
bpi_a42aa618cca3d3d203fd2b3c7dd68125658e1748768344405bae7830df482c21,2026,general,一般会計,2026_general_expenditure_06_01_01,地域産業支援,地域産業支援,経産＊経済課,経産*経済課,411,78602,1,derived
bpi_f2e6edfde90fc71a0173dd42d6bd2c79fa52828302dce480c7ac0de4eaf14813,2026,general,一般会計,2026_general_expenditure_06_01_01,地域経済活動の促進,地域経済活動の促進,経産＊経済課,経産*経済課,411,7649,1,derived
bpi_e2ee077a97cdbc9bfdfc499f4d270eaf42c3c64fe23bff7594b1f234cc2b2841,2026,general,一般会計,2026_general_expenditure_06_01_01,地方版図柄入りナンバープレートＰＲ事業,地方版図柄入りナンバープレートPR事業,経産＊経済課,経産*経済課,411,409,1,derived
bpi_8818b1b2ca68fddf60940bb7b7581d0c9b7da8dd2f5506ace4f0fa7e0b5e8779,2026,general,一般会計,2026_general_expenditure_06_01_01,就労支援拠点事業,就労支援拠点事業,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,66815,1,derived
bpi_4da5f16ea682fd0eabe62a32f3c7270f9a3103c11866dca0395cb8fdd4e8b2bb,2026,general,一般会計,2026_general_expenditure_06_01_01,工業・ものづくりの振興,工業・ものづくりの振興,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,5802,1,derived
bpi_5ef9aebd5818d531d8a070fda5c6ed77471d3acb55982e3dd0a65c77da21488c,2026,general,一般会計,2026_general_expenditure_06_01_01,産業交流促進事業,産業交流促進事業,経産＊経済課,経産*経済課,411,1800,1,derived
bpi_d18bcb44c4c2d1346a45eaef3afa0773551efd3760118fc7ae036e88aea73941,2026,general,一般会計,2026_general_expenditure_06_01_01,産業創造プラットフォーム,産業創造プラットフォーム,経産＊経済課,経産*経済課,411,29499,1,derived
bpi_0478024f7e38fb45f2ea624bf98061f2acca10ac36db5942bf45bdcc0e86a79f,2026,general,一般会計,2026_general_expenditure_06_01_01,産業振興,産業振興,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,29465,1,derived
bpi_e95fa0cc42a8423fbc88eb6539c3f2d98b2c44d2b8bc5056b7b70088822f4862,2026,general,一般会計,2026_general_expenditure_06_01_01,産業活性化拠点事業,産業活性化拠点事業,経産＊経済課,経産*経済課,411,120656,1,derived
bpi_7737550d043a265bd4ac704f4c3c5e62759b1d299fdf9c26b69a754e91b81b2b,2026,general,一般会計,2026_general_expenditure_06_01_01,産業活性化拠点施設整備,産業活性化拠点施設整備,経産＊経済課,経産*経済課,411,0,1,derived
bpi_ce19c827d865365930bfba16924876bba1e21d5cd8a36aefecb210329ae41674,2026,general,一般会計,2026_general_expenditure_06_01_01,産業活性化拠点維持管理,産業活性化拠点維持管理,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,8573,1,derived
bpi_26b6f99cc3a95b5dd1123297a4a618269f266d85913fd702276f0ef1b28b81c6,2026,general,一般会計,2026_general_expenditure_06_01_01,産業計画の推進,産業計画の推進,経産＊経済課,経産*経済課,411,12226,1,derived
bpi_5091e29cdce7c3759c167efb8549a5e7a892395f74deb5cd7b8ddf7a692d9efb,2026,general,一般会計,2026_general_expenditure_06_01_01,産業連携推進事業,産業連携推進事業,経産＊経済課,経産*経済課,411,6323,1,derived
bpi_26b18e68aa94d4e7534aaf32377c7119095bb7d0d05a2d9a9fdb70180c5d1e65,2026,general,一般会計,2026_general_expenditure_06_01_01,経営改善支援事業,経営改善支援事業,経産＊経済課,経産*経済課,411,2627,1,derived
bpi_f58b7151ba607515e5ee78e266d0a798fa6bce4710595d17bfcc7970020e63d0,2026,general,一般会計,2026_general_expenditure_06_01_01,経済産業部庶務事務,経済産業部庶務事務,経産＊商業課,経産*商業課,411,6399,1,derived
bpi_4c601234edca4b7012e29c02701ccba6d6cd1faa63414a92ed0e64db92d3ca8d,2026,general,一般会計,2026_general_expenditure_06_01_01,観光事業の推進,観光事業の推進,経産＊経済課,経産*経済課,411,52487,1,derived
bpi_26951408b1428dc3eab393efe13db64d9734a64ec3f70cc9dc39376cc8d7e3ef,2026,general,一般会計,2026_general_expenditure_06_01_01,雇用促進事業,雇用促進事業,経産＊工・建・雇用促進課,経産*工・建・雇用促進課,411,569,1,derived
bpi_754aea2fb9c5bedca128fe79cebf1f80e937f4a4e02dd2403c6b3b248ca90211,2026,general,一般会計,2026_general_expenditure_06_02_01,農業委員会委員報酬,農業委員会委員報酬,経産＊都市農業課,経産*都市農業課,415,7380,1,derived
bpi_d45b88b14d56708b593fab6935b48b3fc87d7d5b3b70b7b1097dd347a3ed32d9,2026,general,一般会計,2026_general_expenditure_06_02_01,農業委員会運営,農業委員会運営,経産＊都市農業課,経産*都市農業課,415,3672,1,derived
bpi_3f3b654f65420d5995d948b3bb6d3e59b133ccd5e5f48bad7ec588932751cc24,2026,general,一般会計,2026_general_expenditure_06_02_02,ふれあい農業推進,ふれあい農業推進,経産＊都市農業課,経産*都市農業課,415,4356,1,derived
bpi_c5c11e0d18b6a537a9faeac27417d2e2ec36dccf5bea4d128b598d4050120da6,2026,general,一般会計,2026_general_expenditure_06_02_02,区民農園維持運営,区民農園維持運営,経産＊都市農業課,経産*都市農業課,415,110809,1,derived
bpi_de905edb628fe1b15f64d462bca72067d282615855868f5f3aa15fe16b28e917,2026,general,一般会計,2026_general_expenditure_06_02_02,有機農業推進事業,有機農業推進事業,経産＊都市農業課,経産*都市農業課,415,3390,1,derived
bpi_7730b7405cf9a9e4d6925842bb2e0fd1d37fa9225f6718cb2f2e82b97173cd47,2026,general,一般会計,2026_general_expenditure_06_02_02,花卉・そ菜展,花卉・そ菜展,経産＊都市農業課,経産*都市農業課,415,24352,1,derived
bpi_43ed92ba01b75a5e07351341e4a808aae9a6229951f46622b2116656bb3f2fd5,2026,general,一般会計,2026_general_expenditure_06_02_02,農地の保全,農地の保全,経産＊都市農業課,経産*都市農業課,415,49582,1,derived
bpi_7eb8e47a08bb247ced2ea551266b7741300d654e78a09e3833f95e07b0d2337a,2026,general,一般会計,2026_general_expenditure_06_02_02,農業振興等拠点運営,農業振興等拠点運営,経産＊都市農業課,経産*都市農業課,415,6475,1,derived
bpi_78e53185e5e2e9d9df7412ed39adc54c705c94b6d3f32faf403fa146a76367a0,2026,general,一般会計,2026_general_expenditure_06_02_02,農業経営安定化,農業経営安定化,経産＊都市農業課,経産*都市農業課,415,13423,1,derived
bpi_2efcdb206f0c0547cdbc9abe25c05bd44b3af67fba867cbd98db009d31617e74,2026,general,一般会計,2026_general_expenditure_06_02_02,農産物ブランド化推進,農産物ブランド化推進,経産＊都市農業課,経産*都市農業課,415,5578,1,derived
bpi_9ad8d4874fe82b110798fd222ef92b8be24bf363d324aac7c60abbf3afd51f47,2026,general,一般会計,2026_general_expenditure_06_02_02,農福連携事業,農福連携事業,経産＊都市農業課,経産*都市農業課,415,4838,1,derived
bpi_909446b89e9922144e46aeccef10cf75163cffdcf3283dcb8bc1b78587756caa,2026,general,一般会計,2026_general_expenditure_07_01_01,不法占用対策,不法占用対策,土＊土木計画調整課,土*土木計画調整課,419,32678,1,derived
bpi_8bf9d9d149b5146a004e507f7a87cdf41bb84147f83fe32c16962a72e069823b,2026,general,一般会計,2026_general_expenditure_07_01_01,土木事務（世田谷・北沢・烏山）,土木事務(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,419,16878,1,derived
bpi_5e41222bb9260b92cfbdf5d98d5ab5ee8b133ea8b34e335f2720b60ff99cd26f,2026,general,一般会計,2026_general_expenditure_07_01_01,土木事務（玉川・砧）,土木事務(玉川・砧),土＊工事第二課,土*工事第二課,419,16332,1,derived
bpi_a6cc648db134941edc8b3af324a8b39698b8c7d8f0fca1144f34fc8816bf7a2d,2026,general,一般会計,2026_general_expenditure_07_01_01,土木技術指導,土木技術指導,土＊土木計画調整課,土*土木計画調整課,419,3269,1,derived
bpi_9dc10ff2c9559c5ce8822ef9fc729943be17700a90583c707b7044c39f0e4695,2026,general,一般会計,2026_general_expenditure_07_01_01,土木施設改修（世田谷・北沢・烏山）,土木施設改修(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,419,4422,1,derived
bpi_6c4e10bfbba3f3f097c58b596a77156dc959ded647d46f6d349fe4c3e1b6c7ce,2026,general,一般会計,2026_general_expenditure_07_01_01,土木施設改修（玉川・砧）,土木施設改修(玉川・砧),土＊工事第二課,土*工事第二課,419,0,1,derived
bpi_6cc1bef56a8349776ed6539fbfbc9e297e8efe0b13791d3ea11423c46256c8e6,2026,general,一般会計,2026_general_expenditure_07_01_01,土木施設維持管理（世田谷・北沢・烏山）,土木施設維持管理(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,419,30770,1,derived
bpi_c6e8d513e461507e651d3f7634468c9bad84a0363fc66a1f1bedb22aa1248043,2026,general,一般会計,2026_general_expenditure_07_01_01,土木施設維持管理（玉川・砧）,土木施設維持管理(玉川・砧),土＊工事第二課,土*工事第二課,419,20454,1,derived
bpi_d103bf31a1380ea951cba11cfd5f2763cc0998f031cf5e5b3f2b2e21c0f782b1,2026,general,一般会計,2026_general_expenditure_07_01_01,土木部庶務事務,土木部庶務事務,土＊土木計画調整課,土*土木計画調整課,419,10875,1,derived
bpi_e6d46ac2900b3a76e5186c83fb0e4e7b098bfef45ad9789ca70aab7fe0e7ba76,2026,general,一般会計,2026_general_expenditure_07_01_01,自動車臨時運行許可,自動車臨時運行許可,土＊土木計画調整課,土*土木計画調整課,419,28,1,derived
bpi_7dd8ef94d295861942b7357f15118ee7ebbcf110e0622abd7667b4d28d0d3944,2026,general,一般会計,2026_general_expenditure_07_01_01,違反広告物除却協力員制度,違反広告物除却協力員制度,土＊土木計画調整課,土*土木計画調整課,419,204,1,derived
bpi_d8303672ab56e7b444426ddb874cb81dbb519359deb1d7ef41a5c9075f0bb6a8,2026,general,一般会計,2026_general_expenditure_07_02_01,へい死犬猫等処理,へい死犬猫等処理,土＊工事第一課,土*工事第一課,421,28347,1,derived
bpi_b1a4126bc60b4e1427f1d05cc5f595927557635c3cc7cfbf0ae0b99fa4c11eee,2026,general,一般会計,2026_general_expenditure_07_02_01,事業計画各種調査・研究等,事業計画各種調査・研究等,土＊土木計画調整課,土*土木計画調整課,421,15549,1,derived
bpi_07e483ac628d477387910555dc2e2c53e435f236be4d1c287a2d524c589c93ae,2026,general,一般会計,2026_general_expenditure_07_02_01,公共物管理・道路認定,公共物管理・道路認定,道計＊道路管理課,道計*道路管理課,421,18933,1,derived
bpi_e516bb8c7d694ed55ed3ed8fdbefab4892edffe784bf7fbbc0418fa83cf8a285,2026,general,一般会計,2026_general_expenditure_07_02_01,土地境界確定,土地境界確定,道計＊道路管理課,道計*道路管理課,421,76893,1,derived
bpi_da1c943574838b73d79f81cc13edfc475e6c55f883f18800edd51bf117009026,2026,general,一般会計,2026_general_expenditure_07_02_01,地籍調査事業,地籍調査事業,道計＊道路管理課,道計*道路管理課,421,121706,1,derived
bpi_d21b8d7c7db2885f8eb2248b5f6e6cfdd1923dd5431f44531d398b78ab018c93,2026,general,一般会計,2026_general_expenditure_07_02_01,豪雨対策・下水道整備事務,豪雨対策・下水道整備事務,土＊豪雨・下水道整備課,土*豪雨・下水道整備課,421,606,1,derived
bpi_901b249cef4d3558d9eafc05d4843798c4131fc8bf05095673e64a87629d32c4,2026,general,一般会計,2026_general_expenditure_07_02_01,道路・交通計画部庶務事務,道路・交通計画部庶務事務,道計＊道路管理課,道計*道路管理課,421,8251,1,derived
bpi_a25582653872cc95cd49e2905f0a11e491609e3ddb03a4fc10361af27c4889db,2026,general,一般会計,2026_general_expenditure_07_02_01,道路台帳等整備,道路台帳等整備,道計＊道路管理課,道計*道路管理課,421,64286,1,derived
bpi_c454a4f3c0fc22cad33e5535a0e5d7a320f026807a82a9cfddaa56801579828b,2026,general,一般会計,2026_general_expenditure_07_02_01,道路等占用・掘削復旧許可,道路等占用・掘削復旧許可,土＊土木計画調整課,土*土木計画調整課,421,12885,1,derived
bpi_1ccbb4527363eab4364880a498088f3176bac398caf4c71a8daaa474c6d2d35d,2026,general,一般会計,2026_general_expenditure_07_02_01,道路維持管理（世田谷・北沢・烏山）,道路維持管理(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,421,8024,1,derived
bpi_224cfbe6f006c9286dccd396ac124d42b21391ce607888c2819ce6bfec228cc8,2026,general,一般会計,2026_general_expenditure_07_02_01,道路維持管理（玉川・砧）,道路維持管理(玉川・砧),土＊工事第二課,土*工事第二課,421,6855,1,derived
bpi_7a1c4d135150aefb7a9c288942b3276a1f29631bacd336e5abe42afc508d1b11,2026,general,一般会計,2026_general_expenditure_07_02_02,街路樹維持管理,街路樹維持管理,みどり３３＊公園緑地課,みどり33*公園緑地課,423,368902,1,derived
bpi_28997cea7ef2741d9d936c78a70859b7d1d2aeaabf4f307d90ba81e2a630a894,2026,general,一般会計,2026_general_expenditure_07_02_02,道路側溝維持修繕（世田谷・北沢・烏山）,道路側溝維持修繕(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,423,488855,1,derived
bpi_670ab5bfd8f6ebc0a45dd0caed45db78cc8623abe7428ae1180bb6eab361a4e7,2026,general,一般会計,2026_general_expenditure_07_02_02,道路側溝維持修繕（玉川・砧）,道路側溝維持修繕(玉川・砧),土＊工事第二課,土*工事第二課,423,712302,1,derived
bpi_5d979750c9a31c1b7f2719a9d9a0af53ac53932dc34f092513de3a50466aa13f,2026,general,一般会計,2026_general_expenditure_07_02_03,主要な生活道路築造（世田谷・北沢・烏山）,主要な生活道路築造(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,423,406595,1,derived
bpi_022e5b776485241851493f7cbdf98f2e1e033391b60e6f99e58cac69531f56c4,2026,general,一般会計,2026_general_expenditure_07_02_03,主要な生活道路築造（玉川・砧）,主要な生活道路築造(玉川・砧),土＊工事第二課,土*工事第二課,423,95963,1,derived
bpi_943d72093f7e1285883a93621895adc8699442f741b6d47a91b9b26f5912dee7,2026,general,一般会計,2026_general_expenditure_07_02_03,主要生活道路用地取得,主要生活道路用地取得,道計＊道路計画課,道計*道路計画課,423,541709,1,derived
bpi_6d1c7c5d46be10c1c5235994bfd0f37f8c8983cd8e63938bb6a8052e3aaff578,2026,general,一般会計,2026_general_expenditure_07_02_03,土地区画整理,土地区画整理,防街＊市街地整備課,防街*市街地整備課,423,700,1,derived
bpi_27af1b6cb664b0154a21f6f0b2b29dd229ec15ff8608943d265be234339f4c72,2026,general,一般会計,2026_general_expenditure_07_02_03,地先道路用地取得,地先道路用地取得,道計＊道路計画課,道計*道路計画課,423,1075896,1,derived
bpi_139fc42179d84e905df21a05cd5ebce47a31c8567c99729bd0d724ed4e7b3707,2026,general,一般会計,2026_general_expenditure_07_02_03,地先道路築造（世田谷・北沢・烏山）,地先道路築造(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,423,121195,1,derived
bpi_bb942efa2d4fce11e7d92fb7e3e78f8f113c7e204983bdcfabe65a18f4ef48d8,2026,general,一般会計,2026_general_expenditure_07_02_03,地先道路築造（玉川・砧）,地先道路築造(玉川・砧),土＊工事第二課,土*工事第二課,423,70060,1,derived
bpi_7f98dc540120114ff21523122b85644839b08195a7bbdb53dc4f858596a5b30c,2026,general,一般会計,2026_general_expenditure_07_02_03,座れる場づくりの推進（世田谷・北沢・烏山）,座れる場づくりの推進(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,423,2500,1,derived
bpi_f28b2b1d530e5171a126ea1b55496be9e55fd906dd17e2054f9cb24d7274713a,2026,general,一般会計,2026_general_expenditure_07_02_03,建築線・狭あい道路事業,建築線・狭あい道路事業,防街＊建築安全課,防街*建築安全課,423,1034715,1,derived
bpi_e17e9b0f57dabd86c625bdb00af934706cfe98436f3cbf15f1b339851226bc77,2026,general,一般会計,2026_general_expenditure_07_02_03,歩道整備（世田谷・北沢・烏山）,歩道整備(世田谷・北沢・烏山),土＊工事第一課,土*工事第一課,423,218925,1,derived
