budget_program_identity_id,fiscal_year,account_code,account_name,budget_item_key,display_program_name,normalized_program_name,department_name,normalized_department_name,candidate_budget_book_pages,total_amount_thousand_yen,member_group_count,source_type
bpi_aec834437755df303e099c4ebe7b7707f8816ccd8bce10a3fcbc11c3cf8518ae,2026,general,一般会計,2026_general_expenditure_02_03_14,大蔵第二運動公園運動施設維持運営,大蔵第二運動公園運動施設維持運営,スポ推進＊スポーツ施設課,スポ推進*スポーツ施設課,341,93399,1,derived
bpi_9902fad805b590288e1efad55191be59ec0105477260e94857d57a7864c4f572,2026,general,一般会計,2026_general_expenditure_02_03_14,東京２０２０大会レガシーの推進,東京2020大会レガシーの推進,スポ推進＊スポーツ推進課,スポ推進*スポーツ推進課,341,5202,1,derived
bpi_6ef44619578aea78193dc444d940730ab7d373e73ecf3341105f53b07b78fa6e,2026,general,一般会計,2026_general_expenditure_02_03_14,生涯スポーツの振興,生涯スポーツの振興,スポ推進＊スポーツ推進課,スポ推進*スポーツ推進課,341,20977,1,derived
bpi_5b5e17d4bf0ae421860a4a84e6885449014212a80ef16bdfb7f96407de2a998c,2026,general,一般会計,2026_general_expenditure_02_03_14,総合運動場施設整備工事,総合運動場施設整備工事,スポ推進＊スポーツ施設課,スポ推進*スポーツ施設課,341,108935,1,derived
bpi_03c663aa4f8dc3e80014cc0428b9de15d44f2b5710a88d4d6c98f4cf2d6ca601,2026,general,一般会計,2026_general_expenditure_02_03_14,総合運動場維持運営,総合運動場維持運営,スポ推進＊スポーツ施設課,スポ推進*スポーツ施設課,341,756580,1,derived
bpi_991602891359a7cdddaf90d97b9a6a7819764c9706355361dcd9198357130eea,2026,general,一般会計,2026_general_expenditure_02_03_15,いきがい講座,いきがい講座,生政＊市民活動推進課,生政*市民活動推進課,343,7340,1,derived
bpi_86d3dbc1e6ac6a84afb01c29b12a6dc533492961be5e93748f68b4be37706a6e,2026,general,一般会計,2026_general_expenditure_02_03_15,ひだまり友遊会館運営,ひだまり友遊会館運営,生政＊市民活動推進課,生政*市民活動推進課,343,64938,1,derived
bpi_122b90f41d1b2adb4e7fc0b7e0df37b5eedbdccb2a2bbc3f985cdebf24717f94,2026,general,一般会計,2026_general_expenditure_02_03_15,健康増進・交流施設運営,健康増進・交流施設運営,生政＊市民活動推進課,生政*市民活動推進課,343,129842,1,derived
bpi_6c3bfeb54297a07eaff3cc6a241ca53873628ffc43670f3acaaed562cdc8b5d4,2026,general,一般会計,2026_general_expenditure_02_03_15,土と農の交流園運営,土と農の交流園運営,生政＊市民活動推進課,生政*市民活動推進課,343,21732,1,derived
bpi_e7d6148c16b7c59a4cdc9716d403ecdbfc7e05d8de6c7f39d468b67b74962e6c,2026,general,一般会計,2026_general_expenditure_02_03_15,地域支えあい活動への支援,地域支えあい活動への支援,生政＊市民活動推進課,生政*市民活動推進課,343,22284,1,derived
bpi_b18e45fe489e43699d42820189f37db23e07146788c07b407bced845fdc38901,2026,general,一般会計,2026_general_expenditure_02_03_15,市民大学運営,市民大学運営,生政＊市民活動推進課,生政*市民活動推進課,343,20671,1,derived
bpi_aa0aac232a01f09b668baa383c7a9e54cc36b198c41362e467694bb5a5310271,2026,general,一般会計,2026_general_expenditure_02_03_15,敬老会館運営,敬老会館運営,生政＊市民活動推進課,生政*市民活動推進課,343,15400,1,derived
bpi_27981f0011f8677f219bf616b90856ff1688a925b6f54fb4e07104b7f8e294c5,2026,general,一般会計,2026_general_expenditure_02_03_15,生涯大学運営,生涯大学運営,生政＊市民活動推進課,生政*市民活動推進課,343,12208,1,derived
bpi_d7397a64de32811509f1415c037039747276739ea602abfbeac4b58ad4e98699,2026,general,一般会計,2026_general_expenditure_02_03_15,生涯現役施設整備工事,生涯現役施設整備工事,生政＊市民活動推進課,生政*市民活動推進課,343,3000,1,derived
bpi_a158064eb68bbeb58ebd18526a5065153ebc25f58bd17aced716ac8ca9a429b9,2026,general,一般会計,2026_general_expenditure_02_03_15,生涯現役社会づくりの支援,生涯現役社会づくりの支援,生政＊市民活動推進課,生政*市民活動推進課,343,1897,1,derived
bpi_cee36e3f547d5e26f72a3dd79b4b66fd23149fd8b3955f12891231334742c18b,2026,general,一般会計,2026_general_expenditure_02_03_15,高齢者の地域参加促進,高齢者の地域参加促進,生政＊市民活動推進課,生政*市民活動推進課,343,27861,1,derived
bpi_e6d7960b70f7f7bb35393a0b2b0213869288453a550df131bcf11c285ac8f8b0,2026,general,一般会計,2026_general_expenditure_02_03_15,高齢者文化活動,高齢者文化活動,生政＊市民活動推進課,生政*市民活動推進課,343,31302,1,derived
bpi_4b4c6cdbcd06be015205014589ca4f2550474e623b59b459e53a8801fb24fd1d,2026,general,一般会計,2026_general_expenditure_02_04_01,戸籍事務,戸籍事務,地行＊住民記録・戸籍課,地行*住民記録・戸籍課,345,123840,1,derived
bpi_e22df0c3981124c46bf5dcc3ae6dffebefb7b43679633305edd175200fde5191,2026,general,一般会計,2026_general_expenditure_02_04_02,住民票集中管理事務運営,住民票集中管理事務運営,地行＊住民記録・戸籍課,地行*住民記録・戸籍課,345,2219,1,derived
bpi_fe3a39722e0e3cab08c1a4409be06e903b0734d21b08fc51170971071e24a644,2026,general,一般会計,2026_general_expenditure_02_04_02,住民記録事務,住民記録事務,地行＊住民記録・戸籍課,地行*住民記録・戸籍課,345,171642,1,derived
bpi_3d311336060f2bf80b5680cc9bb0643d78476e82f64182ab0d5151a8cba943b8,2026,general,一般会計,2026_general_expenditure_02_04_02,社会保障・税番号制度事務,社会保障・税番号制度事務,地行＊マイナンバー担当課,地行*マイナンバー担当課,345,611463,1,derived
bpi_41ee859a38d7b70fbbc0f71846ea8f40d832ab59452f5c717d7820c717401f30,2026,general,一般会計,2026_general_expenditure_02_05_01,統計調査事務,統計調査事務,政策＊政策研究・調査課,政策*政策研究・調査課,347,1212,1,derived
bpi_1fa1a581af2e8f4f04c375a5f6842a2c4ab791d022049846c409badf8721fc43,2026,general,一般会計,2026_general_expenditure_02_05_04,基幹統計調査,基幹統計調査,政策＊政策研究・調査課,政策*政策研究・調査課,347,67236,1,derived
bpi_d118019e7859f74544d6f907a80e95ada54000b9e8522d0db4ea066e98195315,2026,general,一般会計,2026_general_expenditure_02_07_01,選挙管理委員会委員報酬,選挙管理委員会委員報酬,選挙管理委員会事務局,選挙管理委員会事務局,349,12161,1,derived
bpi_439e3890df431113362da3059e3647bed919d14859df06eacf89f3f8121846bd,2026,general,一般会計,2026_general_expenditure_02_07_01,選挙管理委員会庶務事務,選挙管理委員会庶務事務,選挙管理委員会事務局,選挙管理委員会事務局,349,1621,1,derived
bpi_9faca6129a2677adb213677a712aa1321f12aeee9b96c5e770578577928af53c,2026,general,一般会計,2026_general_expenditure_02_07_02,明るい選挙常時啓発,明るい選挙常時啓発,選挙管理委員会事務局,選挙管理委員会事務局,349,3856,1,derived
bpi_17048fc3e987346cc2e722e0dc47946b6225edc83ccc46d299c3e17b098e1e6c,2026,general,一般会計,2026_general_expenditure_02_07_03,区議会議員・区長選挙執行,区議会議員・区長選挙執行,選挙管理委員会事務局,選挙管理委員会事務局,349,39624,1,derived
bpi_e4b411119c065e065e4d15abfa904aea552c30484cbd523577db4145a5a6eaeb,2026,general,一般会計,2026_general_expenditure_02_07_03,東京都議会議員選挙執行,東京都議会議員選挙執行,選挙管理委員会事務局,選挙管理委員会事務局,349,0,1,derived
bpi_aa39e5d01d0fa8a8404ba42be250aedaa87c1f034a79cc9e83bcf5abab1d2c9c,2026,general,一般会計,2026_general_expenditure_02_07_06,参議院議員選挙執行,参議院議員選挙執行,選挙管理委員会事務局,選挙管理委員会事務局,,0,1,derived
bpi_813ac834e967e8bbd9e0034fae798ed3e1c7aa0d3efdfa8c495f863a007d59b4,2026,general,一般会計,2026_general_expenditure_02_08_01,監査事務,監査事務,監査事務局,監査事務局,351,2441,1,derived
bpi_2ff2655e95b1b1acbe925432afefaa0d34acb3c850097bda7246e7b25ed4ad40,2026,general,一般会計,2026_general_expenditure_02_08_01,監査委員報酬,監査委員報酬,監査事務局,監査事務局,351,7548,1,derived
bpi_58995cec2dd99a6ad5fb4331cc06bf33677954681bdf66df79c30f911d65a868,2026,general,一般会計,2026_general_expenditure_03_01_01,ひきこもり対策,ひきこもり対策,保政＊生活福祉課,保政*生活福祉課,357,184581,1,derived
bpi_55bd2f80d9eec103377685682d3e45d6b3840c49d3c1f38e9a6dee3a2c7fb796,2026,general,一般会計,2026_general_expenditure_03_01_01,ケアハウス整備促進等事業,ケアハウス整備促進等事業,高福＊高齢福祉課,高福*高齢福祉課,357,27040,1,derived
bpi_38c1fd5ed124a68e282a3281a340b561cca28e39fab8d60d1beb51eb06ecd858,2026,general,一般会計,2026_general_expenditure_03_01_01,ケアマネジメントの総合的推進,ケアマネジメントの総合的推進,保政＊保福推進課,保政*保福推進課,357,717,1,derived
bpi_8aee65b6e0d36bf40134cf533e0c9b0d6e1629226dd580fc79976b60071540b5,2026,general,一般会計,2026_general_expenditure_03_01_01,ボランティア団体等援助,ボランティア団体等援助,保政＊生活福祉課,保政*生活福祉課,357,131466,1,derived
bpi_cf25f0a020da77dad0415f621a248d3e3e8d36d3c1958b8edf34f1ea0192e8c8,2026,general,一般会計,2026_general_expenditure_03_01_01,ボランティア施設改修,ボランティア施設改修,保政＊生活福祉課,保政*生活福祉課,357,0,1,derived
bpi_2503e0579fbd809621488e5cf9ccfe59060cd5b3c0e4f2bd1481598c4d7ebae0,2026,general,一般会計,2026_general_expenditure_03_01_01,世田谷保健福祉センター分室維持管理,世田谷保健福祉センター分室維持管理,世センター＊健康づくり課,世センター*健康づくり課,357,9764,1,derived
bpi_3b8d368adc13c07345dfabde5bdd7bcf5f9c1a59a00e19859029699283ad954d,2026,general,一般会計,2026_general_expenditure_03_01_01,世田谷区地域福祉推進事業,世田谷区地域福祉推進事業,障福＊障害地域生活課,障福*障害地域生活課,357,3500,1,derived
bpi_dd2e219578a48dc2b911320bb3888286f25d642e91c7b505b6ce7ed5054a63c1,2026,general,一般会計,2026_general_expenditure_03_01_01,介護人材確保・定着支援事業,介護人材確保・定着支援事業,高福＊高齢福祉課,高福*高齢福祉課,357,318221,1,derived
bpi_094d4b85387f045563371f907ec0b584b704cf965981447c4eb33a540e87f75f,2026,general,一般会計,2026_general_expenditure_03_01_01,介護保険事業会計繰出金,介護保険事業会計繰出金,高福＊介護保険課,高福*介護保険課,357,11595213,1,derived
bpi_089a00966b0f4c20fbc57d45c0cfc53a705b6e1c52172b20e2208c12d311e0a7,2026,general,一般会計,2026_general_expenditure_03_01_01,住宅手当緊急特別措置事業,住宅手当緊急特別措置事業,保政＊生活福祉課,保政*生活福祉課,357,46914,1,derived
bpi_044c17df4f62562ca005ac2ac0d144b43fef2ae76c1777d077f5244187c559df,2026,general,一般会計,2026_general_expenditure_03_01_01,住民税非課税世帯等への価格高騰重点支援給付金支給,住民税非課税世帯等への価格高騰重点支援給付金支給,保政＊保健福祉政策課,保政*保健福祉政策課,357,0,1,derived
bpi_3a4ca2dacc42f04bcd7c691830ae05096658ae0931f919679b77f332d7512116,2026,general,一般会計,2026_general_expenditure_03_01_01,保健医療福祉総合プラザ維持運営,保健医療福祉総合プラザ維持運営,保政＊保福推進課,保政*保福推進課,357,351247,1,derived
bpi_fa79a1125e7e966cda77a4bac676eb58db3d247d693055ce038c4be0fd0a58f2,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉サービス苦情審査会運営,保健福祉サービス苦情審査会運営,保政＊保健福祉政策課,保政*保健福祉政策課,357,541,1,derived
bpi_0db879e6838637427c9ea43398b354c2e0c550180f6375b20698eb0c0409206f,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉サービス質の向上の推進,保健福祉サービス質の向上の推進,保政＊保健福祉政策課,保政*保健福祉政策課,357,69894,1,derived
bpi_b9f630785ff676a514cfee760d5b9d45c8d30996019a2e9a2188f6c2177311a2,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉政策部庶務事務,保健福祉政策部庶務事務,保政＊保健福祉政策課,保政*保健福祉政策課,357,11435,1,derived
bpi_ce206546ffe54b616fcf76bef029d2fe7a391b692116062b14f73be8c077b8a5,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉政策部運営事業,保健福祉政策部運営事業,保政＊保健福祉政策課,保政*保健福祉政策課,357,41500,1,derived
bpi_bf9d9b4cecd7030b883c6ceaa1af1867bde16f6b975dc605c963d1ed7c48d594,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉運営事務（世田谷）,保健福祉運営事務(世田谷),世センター＊保健福祉課,世センター*保健福祉課,357,1061,1,derived
bpi_d603a52935e3fd2e2aa5fee0ec2c8e9ca9a119d4b25fe80083c247b8c20ebb4f,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉運営事務（北沢）,保健福祉運営事務(北沢),北センター＊保健福祉課,北センター*保健福祉課,357,1814,1,derived
bpi_09b74e9cb0ed6a51cdb9c13f0bf11e597caf5af0476bfc02dda3d0e894dca6b3,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉運営事務（烏山）,保健福祉運営事務(烏山),烏センター＊保健福祉課,烏センター*保健福祉課,357,2121,1,derived
bpi_7029bc442dd429a34d2ddc2d48c2f2359752c07d19b12131e255e395ee6ba554,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉運営事務（玉川）,保健福祉運営事務(玉川),玉センター＊保健福祉課,玉センター*保健福祉課,357,3082,1,derived
bpi_cac62e753b6d0625e773caaee5359cb6ebbec0c3b4c8d6f705317717871e8de5,2026,general,一般会計,2026_general_expenditure_03_01_01,保健福祉運営事務（砧）,保健福祉運営事務(砧),砧センター＊保健福祉課,砧センター*保健福祉課,357,2810,1,derived
bpi_fd8fda780e6171e66868717ab2d1cd7c47adf41c2de5a88c416f4ae51c158d5c,2026,general,一般会計,2026_general_expenditure_03_01_01,医療的ケア児（者）支援の充実,医療的ケア児(者)支援の充実,障福＊障害保健福祉課,障福*障害保健福祉課,357,41748,1,derived
bpi_cc02c06bd27e851f4bde266884eb400e89082afa4877ebe05650fd2a2c7e800d,2026,general,一般会計,2026_general_expenditure_03_01_01,医療的ケア児の笑顔を支える基金積立金,医療的ケア児の笑顔を支える基金積立金,障福＊障害保健福祉課,障福*障害保健福祉課,357,18746,1,derived
bpi_5f7e8094a7f7be9aa37f3cfc8805beb25f9a62a0c10da09f41875c7ac180ee3a,2026,general,一般会計,2026_general_expenditure_03_01_01,国民健康保険事業会計繰出金,国民健康保険事業会計繰出金,保政＊国保・年金課,保政*国保・年金課,357,8333112,1,derived
bpi_389fcf1740ecdfc48b05432462dbd9d7e6c2b173d7df1572cfe3a9ea138e8407,2026,general,一般会計,2026_general_expenditure_03_01_01,地区高齢者見守りネットワーク事業,地区高齢者見守りネットワーク事業,高福＊高齢福祉課,高福*高齢福祉課,357,7924,1,derived
bpi_3bdd80da87460bcca3a854da34d90cd59babcbab3aac497b254b0a9229770567,2026,general,一般会計,2026_general_expenditure_03_01_01,地域保健福祉審議会の運営,地域保健福祉審議会の運営,保政＊保健福祉政策課,保政*保健福祉政策課,357,7091,1,derived
bpi_3754428d0e1596e46d2eff249de7a62983d081fb585ab9d0c71e69a23e34c1cb,2026,general,一般会計,2026_general_expenditure_03_01_01,地域保健福祉等推進基金積立金,地域保健福祉等推進基金積立金,保政＊保健福祉政策課,保政*保健福祉政策課,357,58180,1,derived
bpi_b94acf74559d3eaf6ff1635ce5c4d363ea8c0aad316945afcdb4ddb4baa53c47,2026,general,一般会計,2026_general_expenditure_03_01_01,地域密着型サービス拠点等整備助成,地域密着型サービス拠点等整備助成,高福＊高齢福祉課,高福*高齢福祉課,357,181597,1,derived
bpi_86996e86ad25e45cd66dee2fabc3073de76ae06d4b6921f24412af5af13e9193,2026,general,一般会計,2026_general_expenditure_03_01_01,地域福祉活動等促進事業,地域福祉活動等促進事業,保政＊保健福祉政策課,保政*保健福祉政策課,357,17700,1,derived
bpi_62717f81d312e852c8baec4fd5cffa73054a97dc214e440199a8ae0908c28e00,2026,general,一般会計,2026_general_expenditure_03_01_01,地域福祉資源開発事業,地域福祉資源開発事業,保政＊生活福祉課,保政*生活福祉課,357,298236,1,derived
bpi_c45fc671d24f612128d83a50871aaa520e65ff21ad04dc98fd7b1e1c26adddc1,2026,general,一般会計,2026_general_expenditure_03_01_01,専門的人材の確保・養成事業,専門的人材の確保・養成事業,障福＊障害施策課,障福*障害施策課,357,15463,1,derived
bpi_acdb45b3058664263ef2dad0bc40ce264f9dbdeff2a0d684a1dfe3ec7d87ddbb,2026,general,一般会計,2026_general_expenditure_03_01_01,後期高齢者医療会計繰出金,後期高齢者医療会計繰出金,保政＊国保・年金課,保政*国保・年金課,357,10678717,1,derived
bpi_c6c365aff00db0787651c0494b98a06a84193a8fa05b63601bd68465a63f72f6,2026,general,一般会計,2026_general_expenditure_03_01_01,心身障害者医療費助成,心身障害者医療費助成,障福＊障害施策課,障福*障害施策課,357,494,1,derived
bpi_0ebada9cbe60a0d39534020f0cd38f66c40bdd997c8903a63b528d0776831969,2026,general,一般会計,2026_general_expenditure_03_01_01,成年後見制度,成年後見制度,保政＊生活福祉課,保政*生活福祉課,357,129999,1,derived
bpi_6121b619378d83393f8a2cf9969a5e96c6379f5ffb892ecdc07ee93ca6dc5150,2026,general,一般会計,2026_general_expenditure_03_01_01,旧軍人等の援護,旧軍人等の援護,保政＊生活福祉課,保政*生活福祉課,357,349,1,derived
bpi_0ef50a2f2165875673915b55c8016d00c1d61727ee0b52cbb38f563672983f8d,2026,general,一般会計,2026_general_expenditure_03_01_01,民生委員等活動,民生委員等活動,保政＊生活福祉課,保政*生活福祉課,357,111543,1,derived
bpi_a33d743660c3da7742fdcb1d17202433abc28ca5689e0a3cc242d738d47e278a,2026,general,一般会計,2026_general_expenditure_03_01_01,災害時ボランティア受入体制整備事業,災害時ボランティア受入体制整備事業,保政＊生活福祉課,保政*生活福祉課,357,43366,1,derived
bpi_71371e2cb82f0cfbd7e49dfd8879ed5a649cbdfa23fc73715110842b3e37cfd0,2026,general,一般会計,2026_general_expenditure_03_01_01,特別区区民葬儀助成事業,特別区区民葬儀助成事業,保政＊生活福祉課,保政*生活福祉課,357,23949,1,derived
bpi_1546b5e022f658a1703fa7d4f1a61b8b04f656ab848a47907ad5c4de84aa9cc0,2026,general,一般会計,2026_general_expenditure_03_01_01,特別養護老人ホーム等運営支援,特別養護老人ホーム等運営支援,高福＊高齢福祉課,高福*高齢福祉課,357,315439,1,derived
bpi_bfa673964bc0e45fbcadbde15b82b585b4c949a022d9038f050b7b1571a6a694,2026,general,一般会計,2026_general_expenditure_03_01_01,特定中国残留邦人等支援事業,特定中国残留邦人等支援事業,保政＊生活福祉課,保政*生活福祉課,357,45611,1,derived
bpi_27003b9bbd3b7ca821d77c733f0cf0e4ee51588f50951291030939b68c127dc8,2026,general,一般会計,2026_general_expenditure_03_01_01,生活保健事務（世田谷）,生活保健事務(世田谷),世センター＊生活支援課,世センター*生活支援課,357,11994,1,derived
bpi_7d18fe960c478149343ff2cc6638e4f5829cfaaeb6ac4c014d7e765b310ae609,2026,general,一般会計,2026_general_expenditure_03_01_01,生活保健事務（北沢）,生活保健事務(北沢),北センター＊生活支援課,北センター*生活支援課,357,11651,1,derived
bpi_c05fada2bcf8c4681b5b0fcb0d66ac47edc3a7308359046d88596504df4fe54b,2026,general,一般会計,2026_general_expenditure_03_01_01,生活保健事務（烏山）,生活保健事務(烏山),烏センター＊生活支援課,烏センター*生活支援課,357,12682,1,derived
bpi_362e7557e3636ddd0b8f07103d33c57763d049602598625c4375c6c410292200,2026,general,一般会計,2026_general_expenditure_03_01_01,生活保健事務（玉川）,生活保健事務(玉川),玉センター＊生活支援課,玉センター*生活支援課,357,14931,1,derived
bpi_08a83792bcf8f9fbe4139d83a5c2c7cf1f1bc2cca581d09329215e51d994efbd,2026,general,一般会計,2026_general_expenditure_03_01_01,生活保健事務（砧）,生活保健事務(砧),砧センター＊生活支援課,砧センター*生活支援課,357,14289,1,derived
bpi_8e78b4300e3721219224ec405cc4afb7ac5cddccc085bca5669a671b66611c6b,2026,general,一般会計,2026_general_expenditure_03_01_01,生活困窮者自立促進支援事業,生活困窮者自立促進支援事業,保政＊生活福祉課,保政*生活福祉課,357,320471,1,derived
bpi_d974b21cbe467b7437eaee7177ba809970ef5bfa4100fb88976f9122e4dbba54,2026,general,一般会計,2026_general_expenditure_03_01_01,生活安定支援事業,生活安定支援事業,保政＊生活福祉課,保政*生活福祉課,357,83898,1,derived
bpi_0ec65394b9f8a6cb37b26ccefab9a1e16204852d74cc9a349f1904f5fb45b43c,2026,general,一般会計,2026_general_expenditure_03_01_01,相談員業務（世田谷）,相談員業務(世田谷),世センター＊子家庭支援課,世センター*子家庭支援課,357,30,1,derived
bpi_35863752371e691c7328dbf6159d0232d45403966c661dd430f60fc317b29296,2026,general,一般会計,2026_general_expenditure_03_01_01,相談員業務（北沢）,相談員業務(北沢),北センター＊子家庭支援課,北センター*子家庭支援課,357,14,1,derived
bpi_b9c57260f92823abbf2ac3084b6395bbba5792f9e047457357f6b0dc36c2eb1d,2026,general,一般会計,2026_general_expenditure_03_01_01,相談員業務（烏山）,相談員業務(烏山),烏センター＊子家庭支援課,烏センター*子家庭支援課,357,16,1,derived
bpi_fe3c35ab6b0aa6ae1a9d2328de17dcfd5741735315691fea8d7f781050a2de90,2026,general,一般会計,2026_general_expenditure_03_01_01,相談員業務（玉川）,相談員業務(玉川),玉センター＊子家庭支援課,玉センター*子家庭支援課,357,14,1,derived
bpi_1568554cc1bfebcb93f31c508c4fe842894707d2cba12b073acd80c2671c8896,2026,general,一般会計,2026_general_expenditure_03_01_01,相談員業務（砧）,相談員業務(砧),砧センター＊子家庭支援課,砧センター*子家庭支援課,357,14,1,derived
bpi_de6c609fcdc138dbea76026917e9bf96333b52970941e2c140095ed68e11ad4b,2026,general,一般会計,2026_general_expenditure_03_01_01,社会福祉事業団運営助成,社会福祉事業団運営助成,高福＊高齢福祉課,高福*高齢福祉課,357,92679,1,derived
bpi_238f07f006d92f498f4fcb83c123550e1858f2318cb1f7cbba708c0928aa1f16,2026,general,一般会計,2026_general_expenditure_03_01_01,社会福祉協議会運営助成,社会福祉協議会運営助成,保政＊生活福祉課,保政*生活福祉課,357,398794,1,derived
bpi_503085965b495ba7c44790820b5ae9502e87c0261c05ac85c74c119eada163a7,2026,general,一般会計,2026_general_expenditure_03_01_01,社会福祉法人に対する障害者施設整備助成,社会福祉法人に対する障害者施設整備助成,障福＊障害地域生活課,障福*障害地域生活課,357,744,1,derived
bpi_34b03f75119ccb780953439dd183ea67af99e552a11b058a7e4eaffa8a9e2678,2026,general,一般会計,2026_general_expenditure_03_01_01,社会福祉法人に対する高齢者施設整備助成,社会福祉法人に対する高齢者施設整備助成,高福＊高齢福祉課,高福*高齢福祉課,357,43448,1,derived
bpi_ac4757046c5ab41a885d6874d3f42223fa295c91ec63943d427cb6894f9a1813,2026,general,一般会計,2026_general_expenditure_03_01_01,社会福祉法人の認可・指導検査,社会福祉法人の認可・指導検査,保政＊保健福祉政策課,保政*保健福祉政策課,357,2542,1,derived
bpi_47fc39f2fa618969d2497f5bd8e847169e47aef76c471711b5430ca0804e3434,2026,general,一般会計,2026_general_expenditure_03_01_01,福祉人材育成・研修センター運営事業,福祉人材育成・研修センター運営事業,保政＊保福推進課,保政*保福推進課,357,107060,1,derived
bpi_c82b5dc5974a761945a4b83400bbf75b63121a2e513f16638277ddd65ae5a1db,2026,general,一般会計,2026_general_expenditure_03_01_01,福祉資金貸付,福祉資金貸付,保政＊生活福祉課,保政*生活福祉課,357,13339,1,derived
bpi_e37200b5d66987b8f4daa766792ac35dbd8e92d31f0fbc0b8e646d9a492e17b2,2026,general,一般会計,2026_general_expenditure_03_01_01,移動困難者の移送システム,移動困難者の移送システム,障福＊障害地域生活課,障福*障害地域生活課,357,36693,1,derived
bpi_2ac95c25ce20e9c7a14d65f1e3cbacbbc3c77fffbfe6d6da4fa96b10884ee7c2,2026,general,一般会計,2026_general_expenditure_03_01_01,終活支援センター運営事業,終活支援センター運営事業,保政＊生活福祉課,保政*生活福祉課,357,68357,1,derived
bpi_570b598765c5651f36107b9d414ea199bef790da0b4e5e79dcbf62c50bf913ad,2026,general,一般会計,2026_general_expenditure_03_01_01,老人保健施設整備助成,老人保健施設整備助成,高福＊高齢福祉課,高福*高齢福祉課,357,13152,1,derived
bpi_5061c07eb8f56a96dd2da6cdaea0c3c3f7796ef0db0cfa4bec9e62aecc6bb980,2026,general,一般会計,2026_general_expenditure_03_01_01,行旅病人及死亡人取扱,行旅病人及死亡人取扱,保政＊生活福祉課,保政*生活福祉課,357,12653,1,derived
bpi_cf2e631b033922fd91a45185ea24bfc936b7b0e16fa962f7c9b7808d1627810a,2026,general,一般会計,2026_general_expenditure_03_01_01,路上生活対策事業,路上生活対策事業,保政＊生活福祉課,保政*生活福祉課,357,20876,1,derived
bpi_f7d2954f58007fc2550025f5f7aa57178b65a3a25aa88f2eccae5efc18117e42,2026,general,一般会計,2026_general_expenditure_03_01_01,避難行動要支援者支援の推進,避難行動要支援者支援の推進,保政＊保福推進課,保政*保福推進課,357,45642,1,derived
bpi_9bc868351e55fb0cd26fe03077e65fad77f14ac13e3fdbb6387be313d0c1742e,2026,general,一般会計,2026_general_expenditure_03_01_01,障害福祉部庶務事務,障害福祉部庶務事務,障福＊障害施策課,障福*障害施策課,357,2326,1,derived
bpi_e7fa3b930e1be3fc765da0391c0432f4e98c9bbb9705a1ab280f9fce80bcc20d,2026,general,一般会計,2026_general_expenditure_03_01_01,障害者グループホーム整備助成,障害者グループホーム整備助成,障福＊障害地域生活課,障福*障害地域生活課,357,16472,1,derived
bpi_f1d920a449ca435023f84c5d79578e28e189e6d6e688ae734da9c937a7b3b0ae,2026,general,一般会計,2026_general_expenditure_03_01_01,障害者サービス広報事業,障害者サービス広報事業,障福＊障害施策課,障福*障害施策課,357,5589,1,derived
bpi_ebf1f3a64d011092e963d53f304265610bbb702c71be73dba92204b68992f62d,2026,general,一般会計,2026_general_expenditure_03_01_01,障害者差別解消推進,障害者差別解消推進,障福＊障害施策課,障福*障害施策課,357,15504,1,derived
bpi_f4e3907175df3fb3408f209018b9b2ca7311dbb6900301381ffbfb1fd143ca74,2026,general,一般会計,2026_general_expenditure_03_01_01,障害者施設整備促進等事業,障害者施設整備促進等事業,障福＊障害地域生活課,障福*障害地域生活課,357,71729,1,derived
bpi_611fa5b6c957992e4782608e8a6472641341ce042adaaad0d9fdb53299f132c2,2026,general,一般会計,2026_general_expenditure_03_01_01,障害者福祉施策の計画・調整,障害者福祉施策の計画・調整,障福＊障害施策課,障福*障害施策課,357,30316,1,derived
bpi_e72384395b2ae9e534a1102546ee3354bb8fedb525293cd58df6409b1fd24a9c,2026,general,一般会計,2026_general_expenditure_03_01_01,障害認定審査事務運営,障害認定審査事務運営,障福＊障害施策課,障福*障害施策課,357,19783,1,derived
bpi_5fef65ac07db7dc3768325945f85eeca35b518a4b6845f6054365106c587fae6,2026,general,一般会計,2026_general_expenditure_03_01_01,高齢福祉部庶務事務,高齢福祉部庶務事務,高福＊高齢福祉課,高福*高齢福祉課,357,2225,1,derived
bpi_626ba2a51b9c462a4f7a5d54988d18fe15de9f101795c6b8a3a2cc2525a0ffed,2026,general,一般会計,2026_general_expenditure_03_01_01,高齢福祉部運営事業,高齢福祉部運営事業,高福＊高齢福祉課,高福*高齢福祉課,357,39734,1,derived
bpi_233e8dfc6624f18fd57f88bbb5753e40aeaddeadc05a3fe42abbb54c91d131f9,2026,general,一般会計,2026_general_expenditure_03_01_02,あんしん見守り事業,あんしん見守り事業,高福＊介護予防・支援課,高福*介護予防・支援課,363,134104,1,derived
