revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,previous_amount_thousand_yen,current_amount_thousand_yen,diff_amount_thousand_yen,allocated_amount_thousand_yen,unallocated_amount_thousand_yen,general_revenue_thousand_yen,specific_revenue_thousand_yen,special_account_revenue_thousand_yen,detail_count,validation_status,source_type
rs_2026_general_revenue_13_01_01_50,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,50,乳児等支援給付費（私立保育園）,0,7704,7704,7704,0,0,7704,0,1,ok,derived
rs_2026_general_revenue_13_01_01_51,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,51,乳児等支援給付費（認定こども園）,0,335,335,335,0,0,335,0,1,ok,derived
rs_2026_general_revenue_13_01_01_52,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,52,乳児等支援給付費（特定地域型保育事業）,0,2679,2679,2679,0,0,2679,0,1,ok,derived
rs_2026_general_revenue_13_01_01_53,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,53,乳児等支援給付費（認証保育所）,0,8424,8424,8424,0,0,8424,0,1,ok,derived
rs_2026_general_revenue_13_01_02_04,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,04,結核対策費,12355,11509,-846,11509,0,0,11509,0,2,ok,derived
rs_2026_general_revenue_13_01_02_06,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,06,母子衛生費,11609,10205,-1404,10205,0,0,10205,0,1,ok,derived
rs_2026_general_revenue_13_01_02_07,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,07,感染症対策費,3479,5718,2239,5718,0,0,5718,0,6,ok,derived
rs_2026_general_revenue_13_01_02_08,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,08,育成医療費,340,121,-219,121,0,0,121,0,1,ok,derived
rs_2026_general_revenue_13_01_02_09,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,09,小児慢性特定疾病医療費,105003,104735,-268,104735,0,0,104735,0,1,ok,derived
rs_2026_general_revenue_13_01_02_10,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,10,小児慢性特定疾病児童等自立支援事業費,362,449,87,449,0,0,449,0,1,ok,derived
rs_2026_general_revenue_13_01_02_11,2026_general_revenue_13_01_02,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,02,衛生費負担金,11,新型コロナウイルスワクチン接種事業,216781,253336,36555,253336,0,0,253336,0,1,ok,derived
rs_2026_general_revenue_13_01_03_03,2026_general_revenue_13_01_03,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,03,教育費負担金,03,子育てのための施設等利用給付交付金,1994,2094,100,2094,0,0,2094,0,1,ok,derived
rs_2026_general_revenue_13_02_01_01,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,01,相談員費,10482,0,-10482,0,0,0,0,0,5,ok_zero_amount,derived
rs_2026_general_revenue_13_02_01_09,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,09,障害者福祉諸費,128,131,3,131,0,0,131,0,1,ok,derived
rs_2026_general_revenue_13_02_01_23,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,23,次世代育成支援対策施設整備交付金,113429,38664,-74765,38664,0,0,38664,0,8,ok,derived
rs_2026_general_revenue_13_02_01_24,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,24,母子家庭自立支援給付金,62292,0,-62292,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_13_02_01_28,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,28,地域介護・福祉空間整備等交付金,38650,38650,0,38650,0,0,38650,0,1,ok,derived
rs_2026_general_revenue_13_02_01_32,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,32,地域生活支援事業費,274734,306494,31760,306494,0,0,306494,0,19,ok,derived
rs_2026_general_revenue_13_02_01_54,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,54,地域子ども・子育て支援事業,739732,900459,160727,900459,0,0,900459,0,33,ok,derived
rs_2026_general_revenue_13_02_01_55,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,55,保育士宿舎借り上げ支援,645644,447180,-198464,447180,0,0,447180,0,1,ok,derived
rs_2026_general_revenue_13_02_01_56,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,56,生活困窮者就労準備支援事業費等補助金,158298,219420,61122,219420,0,0,219420,0,16,ok,derived
rs_2026_general_revenue_13_02_01_57,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,57,子ども・子育て支援体制整備総合推進事業,10653,14429,3776,14429,0,0,14429,0,5,ok,derived
rs_2026_general_revenue_13_02_01_58,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,58,保育対策総合支援事業費補助金,326692,466975,140283,466975,0,0,466975,0,9,ok,derived
rs_2026_general_revenue_13_02_01_59,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,59,保育所等整備交付金,147458,0,-147458,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_13_02_01_60,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,60,妊娠・出産包括支援事業,3968,3968,0,3968,0,0,3968,0,1,ok,derived
rs_2026_general_revenue_13_02_01_69,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,69,地域生活支援促進事業費,62547,69363,6816,69363,0,0,69363,0,10,ok,derived
rs_2026_general_revenue_13_02_01_71,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,71,地域少子化対策重点推進交付金,0,515,515,515,0,0,515,0,1,ok,derived
rs_2026_general_revenue_13_02_01_73,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,73,母子家庭等対策総合支援事業費,1996,55260,53264,55260,0,0,55260,0,5,ok,derived
rs_2026_general_revenue_13_02_01_78,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,78,重層的支援体制整備事業,892928,960666,67738,960666,0,0,960666,0,24,ok,derived
rs_2026_general_revenue_13_02_01_91,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,91,困難な問題を抱える女性支援推進等事業,1478,14005,12527,14005,0,0,14005,0,2,ok,derived
rs_2026_general_revenue_13_02_01_92,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,92,地域女性活躍推進交付金,4230,1304,-2926,1304,0,0,1304,0,3,ok,derived
rs_2026_general_revenue_13_02_01_93,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,93,児童虐待防止対策等総合支援事業費,129234,117214,-12020,117214,0,0,117214,0,30,ok,derived
rs_2026_general_revenue_13_02_01_97,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,97,こどもの居場所づくり支援体制強化事業,2497,1892,-605,1892,0,0,1892,0,2,ok,derived
rs_2026_general_revenue_13_02_01_98,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,98,地域こどもの生活支援強化事業,184,1425,1241,1425,0,0,1425,0,1,ok,derived
rs_2026_general_revenue_13_02_01_99,2026_general_revenue_13_02_01,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,01,民生費補助金,99,子ども・子育て支援施設整備交付金,77563,217910,140347,217910,0,0,217910,0,1,ok,derived
rs_2026_general_revenue_13_02_03_01,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,01,結核対策費,1989,2324,335,2324,0,0,2324,0,2,ok,derived
rs_2026_general_revenue_13_02_03_03,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,03,母子衛生費,0,0,0,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_13_02_03_11,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,11,感染症対策,4405,9522,5117,9522,0,0,9522,0,3,ok,derived
rs_2026_general_revenue_13_02_03_13,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,13,健康増進対策費,35497,37663,2166,37663,0,0,37663,0,2,ok,derived
rs_2026_general_revenue_13_02_03_15,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,15,地域保健対策費,7815,6363,-1452,6363,0,0,6363,0,2,ok,derived
rs_2026_general_revenue_13_02_03_16,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,16,感染症予防事業費,4246,9309,5063,9309,0,0,9309,0,6,ok,derived
rs_2026_general_revenue_13_02_03_17,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,17,医療施設運営費等補助金,5879,7277,1398,7277,0,0,7277,0,3,ok,derived
rs_2026_general_revenue_13_02_03_18,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,18,母子保健衛生費,18826,47773,28947,47773,0,0,47773,0,7,ok,derived
rs_2026_general_revenue_13_02_03_19,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,19,小児慢性特定疾病対策費,850,852,2,852,0,0,852,0,1,ok,derived
rs_2026_general_revenue_13_02_03_21,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,21,出産・子育て応援交付金,57095,0,-57095,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_13_02_03_23,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,23,新型コロナ定期接種ワクチン確保事業,525514,0,-525514,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_13_02_03_24,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,24,妊婦のための支援給付交付金,608000,690000,82000,690000,0,0,690000,0,1,ok,derived
rs_2026_general_revenue_13_02_03_25,2026_general_revenue_13_02_03,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,03,衛生費補助金,25,妊婦のための支援給付事業,0,4500,4500,4500,0,0,4500,0,1,ok,derived
rs_2026_general_revenue_13_02_04_49,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,49,アスベスト調査助成事業,500,500,0,500,0,0,500,0,1,ok,derived
rs_2026_general_revenue_13_02_04_51,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,51,社会資本整備総合交付金,2350168,2062263,-287905,2062263,0,0,2062263,0,17,ok,derived
rs_2026_general_revenue_13_02_04_54,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,54,地域優良賃貸住宅費,16313,11168,-5145,11168,0,0,11168,0,1,ok,derived
rs_2026_general_revenue_13_02_04_57,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,57,密集市街地総合防災事業,186415,47590,-138825,47590,0,0,47590,0,2,ok,derived
rs_2026_general_revenue_13_02_04_58,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,58,社会資本整備総合交付金（２）,222322,335426,113104,335426,0,0,335426,0,13,ok,derived
rs_2026_general_revenue_13_02_04_59,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,59,公的賃貸住宅家賃対策調整補助金,109043,124605,15562,124605,0,0,124605,0,2,ok,derived
rs_2026_general_revenue_13_02_04_63,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,63,無電柱化推進事業,36300,41250,4950,41250,0,0,41250,0,1,ok,derived
rs_2026_general_revenue_13_02_04_64,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,64,道路メンテナンス事業,8800,0,-8800,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_13_02_04_66,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,66,地域防災拠点建築物整備緊急促進事業補助金,36955,0,-36955,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_13_02_04_68,2026_general_revenue_13_02_04,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,04,土木費補助金,68,住宅・建築物防災力緊急促進事業補助金,0,75963,75963,75963,0,0,75963,0,1,ok,derived
rs_2026_general_revenue_13_02_05_01,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,01,理科教育設備費,3229,3288,59,3288,0,0,3288,0,3,ok,derived
rs_2026_general_revenue_13_02_05_04,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,04,就学援助扶助費,1257,1185,-72,1185,0,0,1185,0,1,ok,derived
rs_2026_general_revenue_13_02_05_20,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,20,特別支援学級就学奨励費,9044,10931,1887,10931,0,0,10931,0,2,ok,derived
rs_2026_general_revenue_13_02_05_22,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,22,学校施設環境改善交付金,694247,831731,137484,831731,0,0,831731,0,9,ok,derived
rs_2026_general_revenue_13_02_05_25,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,25,教育支援体制整備事業費補助金,22776,34570,11794,34570,0,0,34570,0,3,ok,derived
rs_2026_general_revenue_13_02_05_26,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,26,文化財保存事業費関係補助金,12912,11153,-1759,11153,0,0,11153,0,1,ok,derived
rs_2026_general_revenue_13_02_05_32,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,32,幼児教育推進体制の充実・活用強化事業,3586,0,-3586,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_13_02_05_35,2026_general_revenue_13_02_05,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,05,教育費補助金,35,公立学校情報機器活用支援体制整備費補助金,2229,0,-2229,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_13_02_08_21,2026_general_revenue_13_02_08,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,08,総務費補助金,21,個人番号カード交付事務費補助金,496574,831958,335384,831958,0,0,831958,0,6,ok,derived
rs_2026_general_revenue_13_02_08_27,2026_general_revenue_13_02_08,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,08,総務費補助金,27,外国人受入環境整備交付金,4272,4537,265,4537,0,0,4537,0,2,ok,derived
rs_2026_general_revenue_13_02_08_33,2026_general_revenue_13_02_08,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,08,総務費補助金,33,新しい地方経済・生活環境創生交付金,0,94600,94600,94600,0,0,94600,0,1,ok,derived
rs_2026_general_revenue_13_02_09_06,2026_general_revenue_13_02_09,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,09,環境費補助金,06,地域脱炭素実現に向けた具体施策実装支援事業,0,2475,2475,2475,0,0,2475,0,1,ok,derived
rs_2026_general_revenue_13_02_10_02,2026_general_revenue_13_02_10,2026,general,一般会計,revenue,13,国庫支出金,02,国庫補助金,10,民生費補助金（２）,02,こどもの居場所づくりコーディネーター配置等支援事業,0,7515,7515,7515,0,0,7515,0,3,ok,derived
rs_2026_general_revenue_13_03_01_02,2026_general_revenue_13_03_01,2026,general,一般会計,revenue,13,国庫支出金,03,国庫委託金,01,民生費委託金,02,児童扶養手当支給事務費,1285,1297,12,1297,0,0,1297,0,1,ok,derived
rs_2026_general_revenue_13_03_01_05,2026_general_revenue_13_03_01,2026,general,一般会計,revenue,13,国庫支出金,03,国庫委託金,01,民生費委託金,05,特定中国残留邦人等支援事業,2227,2462,235,2462,0,0,2462,0,2,ok,derived
rs_2026_general_revenue_13_03_02_01,2026_general_revenue_13_03_02,2026,general,一般会計,revenue,13,国庫支出金,03,国庫委託金,02,衛生費委託金,01,栄養調査費,963,1298,335,1298,0,0,1298,0,1,ok,derived
rs_2026_general_revenue_13_03_03_01,2026_general_revenue_13_03_03,2026,general,一般会計,revenue,13,国庫支出金,03,国庫委託金,03,土木費委託金,01,水門管理事務費,595,628,33,628,0,0,628,0,1,ok,derived
rs_2026_general_revenue_13_03_04_08,2026_general_revenue_13_03_04,2026,general,一般会計,revenue,13,国庫支出金,03,国庫委託金,04,総務費委託金,08,中長期在留者住居地届出等事務委託費,5913,8837,2924,8837,0,0,8837,0,1,ok,derived
rs_2026_general_revenue_14_01_01_02,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,02,民生委員運営費,76718,86003,9285,86003,0,0,86003,0,1,ok,derived
rs_2026_general_revenue_14_01_01_03,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,03,民生委員推せん会費,324,298,-26,298,0,0,298,0,1,ok,derived
rs_2026_general_revenue_14_01_01_04,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,04,行旅病人及死亡人取扱費,712,736,24,736,0,0,736,0,1,ok,derived
rs_2026_general_revenue_14_01_01_05,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,05,生活保護費,286691,247126,-39565,247126,0,0,247126,0,1,ok,derived
rs_2026_general_revenue_14_01_01_07,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,07,障害福祉サービス費等,4988748,5249534,260786,5249534,0,0,5249534,0,4,ok,derived
rs_2026_general_revenue_14_01_01_08,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,08,児童手当支給費,1773658,1591147,-182511,1591147,0,0,1591147,0,1,ok,derived
rs_2026_general_revenue_14_01_01_10,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,10,重度脳性麻痺者介護人派遣費,25689,21478,-4211,21478,0,0,21478,0,1,ok,derived
rs_2026_general_revenue_14_01_01_13,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,13,保険基盤安定費,3421611,3642395,220784,3642395,0,0,3642395,0,2,ok,derived
rs_2026_general_revenue_14_01_01_16,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,16,墓地埋葬取扱費,4155,4606,451,4606,0,0,4606,0,1,ok,derived
rs_2026_general_revenue_14_01_01_24,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,24,身体障害者相談員研修会費,25,41,16,41,0,0,41,0,1,ok,derived
rs_2026_general_revenue_14_01_01_25,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,25,知的障害者相談員研修会費,13,24,11,24,0,0,24,0,1,ok,derived
rs_2026_general_revenue_14_01_01_26,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,26,介護保険料軽減費,138772,133225,-5547,133225,0,0,133225,0,1,ok,derived
rs_2026_general_revenue_14_01_01_28,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,28,施設型給付費（私立保育園）,4433406,4629592,196186,4629592,0,0,4629592,0,1,ok,derived
rs_2026_general_revenue_14_01_01_29,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,29,施設型給付費（認定こども園）,275413,287396,11983,287396,0,0,287396,0,2,ok,derived
rs_2026_general_revenue_14_01_01_30,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,30,施設型給付費（地域型保育事業）,226310,289297,62987,289297,0,0,289297,0,4,ok,derived
rs_2026_general_revenue_14_01_01_32,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,32,施設型給付費（私立幼稚園）,159990,219624,59634,219624,0,0,219624,0,1,ok,derived
rs_2026_general_revenue_14_01_01_33,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,33,子育てのための施設等利用給付交付金,593716,605038,11322,605038,0,0,605038,0,5,ok,derived
rs_2026_general_revenue_14_01_01_34,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,34,未就学児均等割保険料負担金,17164,16831,-333,16831,0,0,16831,0,1,ok,derived
rs_2026_general_revenue_14_01_01_35,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,35,産前産後保険料負担金,8201,10731,2530,10731,0,0,10731,0,1,ok,derived
rs_2026_general_revenue_14_01_01_36,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,36,乳児等支援給付費（私立幼稚園）,0,103,103,103,0,0,103,0,2,ok,derived
rs_2026_general_revenue_14_01_01_37,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,37,乳児等支援給付費（私立幼稚園施設型給付）,0,60,60,60,0,0,60,0,1,ok,derived
rs_2026_general_revenue_14_01_01_38,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,38,乳児等支援給付費（私立保育園）,0,1284,1284,1284,0,0,1284,0,1,ok,derived
rs_2026_general_revenue_14_01_01_39,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,39,乳児等支援給付費（認定こども園）,0,56,56,56,0,0,56,0,1,ok,derived
rs_2026_general_revenue_14_01_01_40,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,40,乳児等支援給付費（特定地域型保育事業）,0,446,446,446,0,0,446,0,1,ok,derived
rs_2026_general_revenue_14_01_01_41,2026_general_revenue_14_01_01,2026,general,一般会計,revenue,14,都支出金,01,都負担金,01,民生費負担金,41,乳児等支援給付費（認証保育所）,0,1404,1404,1404,0,0,1404,0,1,ok,derived
rs_2026_general_revenue_14_01_02_02,2026_general_revenue_14_01_02,2026,general,一般会計,revenue,14,都支出金,01,都負担金,02,衛生費負担金,02,予防接種費,6764,7526,762,7526,0,0,7526,0,1,ok,derived
rs_2026_general_revenue_14_01_02_07,2026_general_revenue_14_01_02,2026,general,一般会計,revenue,14,都支出金,01,都負担金,02,衛生費負担金,07,育成医療費,170,60,-110,60,0,0,60,0,1,ok,derived
rs_2026_general_revenue_14_01_02_09,2026_general_revenue_14_01_02,2026,general,一般会計,revenue,14,都支出金,01,都負担金,02,衛生費負担金,09,母子衛生費,5804,5102,-702,5102,0,0,5102,0,1,ok,derived
rs_2026_general_revenue_14_01_03_01,2026_general_revenue_14_01_03,2026,general,一般会計,revenue,14,都支出金,01,都負担金,03,土木費負担金,01,国土調査事業費,63859,90665,26806,90665,0,0,90665,0,1,ok,derived
rs_2026_general_revenue_14_01_04_02,2026_general_revenue_14_01_04,2026,general,一般会計,revenue,14,都支出金,01,都負担金,04,教育費負担金,02,子育てのための施設等利用給付交付金,997,1047,50,1047,0,0,1047,0,1,ok,derived
rs_2026_general_revenue_14_01_05_01,2026_general_revenue_14_01_05,2026,general,一般会計,revenue,14,都支出金,01,都負担金,05,総務費負担金,01,災害救助法による求償,7906,0,-7906,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_01_01,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,01,私立幼稚園園児保護者負担軽減費,143699,127223,-16476,127223,0,0,127223,0,4,ok,derived
rs_2026_general_revenue_14_02_01_14,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,14,防犯設備整備費,70493,101808,31315,101808,0,0,101808,0,1,ok,derived
rs_2026_general_revenue_14_02_01_21,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,21,人権啓発活動地方委託事業,1012,987,-25,987,0,0,987,0,1,ok,derived
rs_2026_general_revenue_14_02_01_38,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,38,防犯設備維持管理経費,2957,2499,-458,2499,0,0,2499,0,1,ok,derived
rs_2026_general_revenue_14_02_01_40,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,40,自転車安全利用促進事業,1128,0,-1128,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_01_44,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,44,防犯設備運用経費,2009,2912,903,2912,0,0,2912,0,1,ok,derived
rs_2026_general_revenue_14_02_01_45,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,45,消費者行政強化交付金,6591,5799,-792,5799,0,0,5799,0,1,ok,derived
rs_2026_general_revenue_14_02_01_48,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,48,区市町村スポーツ実施促進事業,3729,5500,1771,5500,0,0,5500,0,5,ok,derived
