revenue_detail_id,revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,saisetsu_name,department_code,department_name,source_revenue_number,source_revenue_number_name,source_funding_category_code,source_funding_category_name,funding_nature,previous_amount_thousand_yen,requested_amount_thousand_yen,estimated_amount_thousand_yen,current_amount_thousand_yen,allocated_amount_thousand_yen,unallocated_amount_thousand_yen,request_content,assessment_content,is_zero_amount,source_type,source_file,source_row_number
rd_2026_general_revenue_15_01_01_01_01_3205600000,rs_2026_general_revenue_15_01_01_01,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,01,職員住宅,01,職員住宅,3205600000,総務＊職員厚生課,695,財産運用収入職員住宅職員住宅,8,財産収入,specific,10249,10411,9873,9873,9873,0,,,false,official_csv,ippansainyu.csv,16956
rd_2026_general_revenue_15_01_01_03_02_2235100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,02,北沢タウンホール駐車場,2235100000,北支＊地域振興課,697,財産運用収入建物貸付北沢タウンホール駐車場,8,財産収入,specific,3735,6784,6784,6784,6784,0,,,false,official_csv,ippansainyu.csv,16784
rd_2026_general_revenue_15_01_01_03_08_3405400000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,08,文化生活情報センター駐輪場,3405400000,生政＊文化・国際課,2324,財産運用収入建物貸付文化生活情報センター駐輪場,99,一般財源,general,16315,16315,16315,16315,0,16315,,,false,official_csv,ippansainyu.csv,17050
rd_2026_general_revenue_15_01_01_03_12_3645100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,12,地域密着型サービス拠点,3645100000,高福＊高齢福祉課,4914,財産運用収入建物貸付地域密着型サービス拠点,99,一般財源,general,31297,31297,31297,31297,0,31297,,,false,official_csv,ippansainyu.csv,17518
rd_2026_general_revenue_15_01_01_03_14_3665580000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,14,私立認可保育園,3665580000,子若＊保育課,5009,財産運用収入建物貸付私立認可保育園,8,財産収入,specific,14839,13987,13987,13987,13987,0,,,false,official_csv,ippansainyu.csv,18314
rd_2026_general_revenue_15_01_01_03_17_3815450000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,17,区営住宅,3815450000,都政＊住宅課,5439,財産運用収入建物貸付区営住宅,8,財産収入,specific,94,94,94,94,94,0,,,false,official_csv,ippansainyu.csv,18555
rd_2026_general_revenue_15_01_01_03_21_3095100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,21,事務センター,3095100000,ＤＸ＊ＤＸ推進担当課,5703,財産運用収入建物貸付事務センター,8,財産収入,specific,19,19,19,19,19,0,,,false,official_csv,ippansainyu.csv,16930
rd_2026_general_revenue_15_01_01_03_22_3665150000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,22,屋上貸付（子ども・子育て総合センター）,3665150000,子若＊子ども・若者支援課,5797,財産運用収入建物貸付屋上貸付（子ども・子育て総合センター）,8,財産収入,specific,10,10,10,10,10,0,子ども・子育て総合センター屋上貸付,,false,official_csv,ippansainyu.csv,17995
rd_2026_general_revenue_15_01_01_03_23_3665580000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,23,認定こども園貸付料,3665580000,子若＊保育課,6281,財産運用収入建物貸付認定こども園貸付料,8,財産収入,specific,2122,2122,2122,2122,2122,0,,,false,official_csv,ippansainyu.csv,18315
rd_2026_general_revenue_15_01_01_03_24_2135100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,24,屋上貸付（宮坂区民センター）,2135100000,世支＊地域振興課,6365,財産運用収入建物貸付屋上貸付（宮坂区民センター）,8,財産収入,specific,19,19,19,19,19,0,,,false,official_csv,ippansainyu.csv,16753
rd_2026_general_revenue_15_01_01_03_26_3695150000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,26,児童相談所,3695150000,児相＊児童相談課,7605,財産運用収入建物貸付児童相談所,8,財産収入,specific,877,390,390,390,390,0,,,false,official_csv,ippansainyu.csv,18373
rd_2026_general_revenue_15_01_01_03_27_2335100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,27,玉川区民会館別館,2335100000,玉支＊地域振興課,7926,財産運用収入建物貸付玉川区民会館別館,8,財産収入,specific,25,25,25,25,25,0,,,false,official_csv,ippansainyu.csv,16812
rd_2026_general_revenue_15_01_01_03_28_3445550000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,28,北烏山地区体育室,3445550000,スポ推進＊スポーツ施設課,8079,財産運用収入建物貸付北烏山地区体育室,8,財産収入,specific,6,6,6,6,6,0,,,false,official_csv,ippansainyu.csv,17115
rd_2026_general_revenue_15_01_01_03_29_2435100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,29,鎌田区民センター,2435100000,砧支＊地域振興課,8274,財産運用収入建物貸付鎌田区民センター,8,財産収入,specific,611,611,611,611,611,0,鎌田区民センター飲料用自動販売機設置場所の貸付50，998*12,,false,official_csv,ippansainyu.csv,16841
rd_2026_general_revenue_15_01_01_03_30_2135100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,30,宮坂区民センター,2135100000,世支＊地域振興課,8290,財産運用収入建物貸付宮坂区民センター,8,財産収入,specific,897,897,897,897,897,0,"建物貸付自販機@59,500*1.08*12ヵ月",,false,official_csv,ippansainyu.csv,16754
rd_2026_general_revenue_15_01_01_03_31_2135100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,31,桜丘区民センター,2135100000,世支＊地域振興課,8291,財産運用収入建物貸付桜丘区民センター,8,財産収入,specific,871,871,871,871,871,0,建物貸付料（自動販売機設置）@66000*1.1*12ヶ月,,false,official_csv,ippansainyu.csv,16755
rd_2026_general_revenue_15_01_01_03_32_2135100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,32,弦巻区民センター,2135100000,世支＊地域振興課,8296,財産運用収入建物貸付弦巻区民センター,8,財産収入,specific,641,609,609,609,609,0,"建物貸付料（自販機）@48,630*1.1*12月",,false,official_csv,ippansainyu.csv,16756
rd_2026_general_revenue_15_01_01_03_33_4960160000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,33,中学校,4960160000,教生＊教育環境課,8315,財産運用収入建物貸付中学校,8,財産収入,specific,464,464,464,464,464,0,桜丘中学校自動販売機設置,,false,official_csv,ippansainyu.csv,18808
rd_2026_general_revenue_15_01_01_03_34_3525210000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,34,旧池尻中学校跡地貸付料,3525210000,経産＊経済課,8372,財産運用収入建物貸付旧池尻中学校跡地貸付料,8,財産収入,specific,13200,13200,13200,13200,13200,0,,,false,official_csv,ippansainyu.csv,17174
rd_2026_general_revenue_15_01_01_03_35_2235100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,35,北沢地域地区会館,2235100000,北支＊地域振興課,8398,財産運用収入建物貸付北沢地域地区会館,8,財産収入,specific,924,924,924,924,924,0,,,false,official_csv,ippansainyu.csv,16785
rd_2026_general_revenue_15_01_01_03_36_2435100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,36,砧総合支所,2435100000,砧支＊地域振興課,8538,財産運用収入建物貸付砧総合支所,8,財産収入,specific,921,921,921,921,921,0,,,false,official_csv,ippansainyu.csv,16842
rd_2026_general_revenue_15_01_01_03_37_2535100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,37,烏山総合支所,2535100000,烏支＊地域振興課,8815,財産運用収入建物貸付烏山総合支所,8,財産収入,specific,393,393,393,393,393,0,,,false,official_csv,ippansainyu.csv,16874
rd_2026_general_revenue_15_01_01_03_38_2535100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,38,上北沢区民センター,2535100000,烏支＊地域振興課,8816,財産運用収入建物貸付上北沢区民センター,8,財産収入,specific,367,367,367,367,367,0,,,false,official_csv,ippansainyu.csv,16875
rd_2026_general_revenue_15_01_01_03_39_2535100000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,39,粕谷区民センター,2535100000,烏支＊地域振興課,8817,財産運用収入建物貸付粕谷区民センター,8,財産収入,specific,404,404,404,404,404,0,,,false,official_csv,ippansainyu.csv,16876
rd_2026_general_revenue_15_01_01_03_40_3665570000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,40,産後ケアセンター,3665570000,子若＊児童相談支援課,8839,財産運用収入建物貸付産後ケアセンター,8,財産収入,specific,0,229,229,229,229,0,,,false,official_csv,ippansainyu.csv,18174
rd_2026_general_revenue_15_01_01_03_41_3555300000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,41,資源循環センター,3555300000,清掃＊事業課,8921,財産運用収入建物貸付資源循環センター,8,財産収入,specific,196,196,196,196,196,0,,,false,official_csv,ippansainyu.csv,17206
rd_2026_general_revenue_15_01_01_03_42_4965200000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,42,図書館,4965200000,教生＊中央図書館,8953,財産運用収入建物貸付図書館,8,財産収入,specific,1260,200,200,200,200,0,,,false,official_csv,ippansainyu.csv,18841
rd_2026_general_revenue_15_01_01_03_44_4960160000,rs_2026_general_revenue_15_01_01_03,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,03,建物貸付,44,小学校,4960160000,教生＊教育環境課,9250,財産運用収入建物貸付小学校,8,財産収入,specific,0,3024,3024,3024,3024,0,保育園への建物貸付（池之上小学校）,,false,official_csv,ippansainyu.csv,18809
rd_2026_general_revenue_15_01_01_04_02_2235100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,02,代田区民センター,2235100000,北支＊地域振興課,699,財産運用収入土地貸付代田区民センター,8,財産収入,specific,822,822,822,822,822,0,自動販売機,,false,official_csv,ippansainyu.csv,16786
rd_2026_general_revenue_15_01_01_04_05_3355100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,05,土地貸付,3355100000,財務部＊経理課,1482,財産運用収入土地貸付土地貸付,99,一般財源,general,6267,6309,6309,6309,0,6309,,,false,official_csv,ippansainyu.csv,16983
rd_2026_general_revenue_15_01_01_04_05_3465120000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,05,土地貸付,3465120000,環政＊気候危機対策課,1482,財産運用収入土地貸付土地貸付,99,一般財源,general,9,9,3,3,0,3,,,false,official_csv,ippansainyu.csv,17142
rd_2026_general_revenue_15_01_01_04_05_3595150000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,05,土地貸付,3595150000,保政＊保福推進課,1482,財産運用収入土地貸付土地貸付,99,一般財源,general,46135,46135,46135,46135,0,46135,梅ヶ丘拠点用地貸付料,,false,official_csv,ippansainyu.csv,17267
rd_2026_general_revenue_15_01_01_04_05_3645100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,05,土地貸付,3645100000,高福＊高齢福祉課,1482,財産運用収入土地貸付土地貸付,99,一般財源,general,19843,13750,13750,13750,0,13750,,,false,official_csv,ippansainyu.csv,17519
rd_2026_general_revenue_15_01_01_04_08_3645100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,08,老人保健施設,3645100000,高福＊高齢福祉課,700,財産運用収入土地貸付老人保健施設,8,財産収入,specific,13428,13428,13428,13428,13428,0,,,false,official_csv,ippansainyu.csv,17520
rd_2026_general_revenue_15_01_01_04_30_2135600000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,30,街づくり用地,2135600000,世支＊街づくり課,3588,財産運用収入土地貸付街づくり用地,99,一般財源,general,3452,3466,3466,3466,0,3466,未利用の街づくり用地にかかる、駐車場一時貸付、事業協力者等への一時貸付、東京電力等への電柱用地としての一時貸付等。,,false,official_csv,ippansainyu.csv,16771
rd_2026_general_revenue_15_01_01_04_31_3865400000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,31,道路代替地,3865400000,道計＊道路事業推進課,3589,財産運用収入土地貸付道路代替地,99,一般財源,general,34696,46063,45583,45583,0,45583,,,false,official_csv,ippansainyu.csv,18671
rd_2026_general_revenue_15_01_01_04_34_3445550000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,34,大蔵第二運動場,3445550000,スポ推進＊スポーツ施設課,4370,財産運用収入土地貸付大蔵第二運動場,8,財産収入,specific,1600,1700,1700,1700,1700,0,,,false,official_csv,ippansainyu.csv,17116
rd_2026_general_revenue_15_01_01_04_36_3665580000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,36,私立認可保育園,3665580000,子若＊保育課,4604,財産運用収入土地貸付私立認可保育園,8,財産収入,specific,73702,74535,74535,74535,74535,0,,,false,official_csv,ippansainyu.csv,18316
rd_2026_general_revenue_15_01_01_04_37_3555400000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,37,世田谷清掃事務所,3555400000,清掃＊世田谷清掃事務所,4694,財産運用収入土地貸付世田谷清掃事務所,8,財産収入,specific,602,602,602,602,602,0,,,false,official_csv,ippansainyu.csv,17224
rd_2026_general_revenue_15_01_01_04_38_3555500000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,38,玉川清掃事務所,3555500000,清掃＊玉川清掃事務所,4695,財産運用収入土地貸付玉川清掃事務所,8,財産収入,specific,385,384,384,384,384,0,,,false,official_csv,ippansainyu.csv,17227
rd_2026_general_revenue_15_01_01_04_39_3555600000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,39,砧清掃事務所,3555600000,清掃＊砧清掃事務所,4696,財産運用収入土地貸付砧清掃事務所,8,財産収入,specific,831,831,831,831,831,0,"自販機設置場所貸付
",,false,official_csv,ippansainyu.csv,17229
rd_2026_general_revenue_15_01_01_04_40_3655200000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,40,障害者休養ホームひまわり荘,3655200000,障福＊障害地域生活課,4697,財産運用収入土地貸付障害者休養ホームひまわり荘,8,財産収入,specific,26,26,26,26,26,0,,,false,official_csv,ippansainyu.csv,17868
rd_2026_general_revenue_15_01_01_04_41_3445550000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,41,総合運動場,3445550000,スポ推進＊スポーツ施設課,4698,財産運用収入土地貸付総合運動場,8,財産収入,specific,1807,2008,2008,2008,2008,0,,,false,official_csv,ippansainyu.csv,17117
rd_2026_general_revenue_15_01_01_04_42_3445550000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,42,千歳温水プール,3445550000,スポ推進＊スポーツ施設課,4699,財産運用収入土地貸付千歳温水プール,8,財産収入,specific,466,573,573,573,573,0,,,false,official_csv,ippansainyu.csv,17118
rd_2026_general_revenue_15_01_01_04_43_3405400000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,43,文化生活情報センター,3405400000,生政＊文化・国際課,4700,財産運用収入土地貸付文化生活情報センター,8,財産収入,specific,53,56,56,56,56,0,,,false,official_csv,ippansainyu.csv,17051
rd_2026_general_revenue_15_01_01_04_46_2535100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,46,みどり会館,2535100000,烏支＊地域振興課,4703,財産運用収入土地貸付みどり会館,8,財産収入,specific,60,60,60,60,60,0,,,false,official_csv,ippansainyu.csv,16877
rd_2026_general_revenue_15_01_01_04_48_3235200000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,48,庁舎,3235200000,庁舎＊庁舎管理担当課,4706,財産運用収入土地貸付庁舎,8,財産収入,specific,8000,19520,26056,26056,26056,0,"自動販売機8,000,000",,false,official_csv,ippansainyu.csv,16961
rd_2026_general_revenue_15_01_01_04_52_3815450000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,52,区営住宅,3815450000,都政＊住宅課,4898,財産運用収入土地貸付区営住宅,8,財産収入,specific,4406,6140,6140,6140,6140,0,,,false,official_csv,ippansainyu.csv,18556
rd_2026_general_revenue_15_01_01_04_55_2235100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,55,北沢タウンホール,2235100000,北支＊地域振興課,5287,財産運用収入土地貸付北沢タウンホール,8,財産収入,specific,792,792,792,792,792,0,,,false,official_csv,ippansainyu.csv,16787
rd_2026_general_revenue_15_01_01_04_56_2235100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,56,北沢地域まちづくりセンター,2235100000,北支＊地域振興課,5288,財産運用収入土地貸付北沢地域まちづくりセンター,8,財産収入,specific,485,585,585,585,585,0,,,false,official_csv,ippansainyu.csv,16788
rd_2026_general_revenue_15_01_01_04_58_2335100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,58,玉川地域出張所,2335100000,玉支＊地域振興課,5297,財産運用収入土地貸付玉川地域出張所,8,財産収入,specific,128,128,128,128,128,0,,,false,official_csv,ippansainyu.csv,16813
rd_2026_general_revenue_15_01_01_04_59_3405350000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,59,健康増進・交流施設,3405350000,生政＊市民活動推進課,5424,財産運用収入土地貸付健康増進・交流施設,8,財産収入,specific,6711,6736,6736,6736,6736,0,,,false,official_csv,ippansainyu.csv,17027
rd_2026_general_revenue_15_01_01_04_60_2135100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,60,太子堂区民センター,2135100000,世支＊地域振興課,5484,財産運用収入土地貸付太子堂区民センター,8,財産収入,specific,296,296,296,296,296,0,"平成26年3月31日付で建物財産契約（25世世地1037号）を締結し、災害時対応の飲料物自動販売機を設置した。同契約に基づき、建物使用料を月額59,856円徴収するため、歳入予算を新設する。",,false,official_csv,ippansainyu.csv,16757
rd_2026_general_revenue_15_01_01_04_63_3665150000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,63,池之上青少年交流センター,3665150000,子若＊子ども・若者支援課,5516,財産運用収入土地貸付池之上青少年交流センター,8,財産収入,specific,405,405,405,405,405,0,池之上青少年交流センターに関する財産貸付収入,,false,official_csv,ippansainyu.csv,17996
rd_2026_general_revenue_15_01_01_04_64_3895200000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,64,自動二輪車駐車場,3895200000,土＊交通安全自転車課,5670,財産運用収入土地貸付自動二輪車駐車場,8,財産収入,specific,8392,8392,8392,8392,8392,0,,,false,official_csv,ippansainyu.csv,18701
rd_2026_general_revenue_15_01_01_04_72_3405350000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,72,ひだまり友遊会館,3405350000,生政＊市民活動推進課,6151,財産運用収入土地貸付ひだまり友遊会館,8,財産収入,specific,40,43,43,43,43,0,,,false,official_csv,ippansainyu.csv,17028
rd_2026_general_revenue_15_01_01_04_79_2135100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,79,世田谷地域まちづくりセンター,2135100000,世支＊地域振興課,6797,財産運用収入土地貸付世田谷地域まちづくりセンター,8,財産収入,specific,4420,4420,4420,4420,4420,0,,,false,official_csv,ippansainyu.csv,16758
rd_2026_general_revenue_15_01_01_04_80_3665580000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,80,認定こども園,3665580000,子若＊保育課,6828,財産運用収入土地貸付認定こども園,8,財産収入,specific,6456,6456,6456,6456,6456,0,,,false,official_csv,ippansainyu.csv,18317
rd_2026_general_revenue_15_01_01_04_82_2235100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,82,北沢地域地区会館,2235100000,北支＊地域振興課,6909,財産運用収入土地貸付北沢地域地区会館,8,財産収入,specific,733,733,733,733,733,0,,,false,official_csv,ippansainyu.csv,16789
rd_2026_general_revenue_15_01_01_04_84_2435100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,84,砧地域まちづくりセンター,2435100000,砧支＊地域振興課,7089,財産運用収入土地貸付砧地域まちづくりセンター,8,財産収入,specific,954,954,954,954,954,0,,,false,official_csv,ippansainyu.csv,16843
rd_2026_general_revenue_15_01_01_04_85_2535100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,85,烏山地域地区会館,2535100000,烏支＊地域振興課,7115,財産運用収入土地貸付烏山地域地区会館,8,財産収入,specific,448,448,448,448,448,0,,,false,official_csv,ippansainyu.csv,16878
rd_2026_general_revenue_15_01_01_04_88_3665150000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,88,希望丘青少年交流センター,3665150000,子若＊子ども・若者支援課,8138,財産運用収入土地貸付希望丘青少年交流センター,8,財産収入,specific,5601,5601,5601,5601,5601,0,,,false,official_csv,ippansainyu.csv,17997
rd_2026_general_revenue_15_01_01_04_89_4985100000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,89,教育総合センター,4985100000,教セ＊教育相談課,8352,財産運用収入土地貸付教育総合センター,8,財産収入,specific,1092,1092,1143,1143,1143,0,,,false,official_csv,ippansainyu.csv,18885
rd_2026_general_revenue_15_01_01_04_90_4965200000,rs_2026_general_revenue_15_01_01_04,2026_general_revenue_15_01_01,2026,general,一般会計,revenue,15,財産収入,01,財産運用収入,01,財産貸付収入,04,土地貸付,90,教育会館,4965200000,教生＊中央図書館,8358,財産運用収入土地貸付教育会館,8,財産収入,specific,1870,1870,1870,1870,1870,0,,,false,official_csv,ippansainyu.csv,18842
