revenue_detail_id,revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,saisetsu_name,department_code,department_name,source_revenue_number,source_revenue_number_name,source_funding_category_code,source_funding_category_name,funding_nature,previous_amount_thousand_yen,requested_amount_thousand_yen,estimated_amount_thousand_yen,current_amount_thousand_yen,allocated_amount_thousand_yen,unallocated_amount_thousand_yen,request_content,assessment_content,is_zero_amount,source_type,source_file,source_row_number
rd_2026_general_revenue_12_02_03_01_02_3465200000,rs_2026_general_revenue_12_02_03_01,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,01,工場公害防止認可,02,変更認可,3465200000,環境政策部＊環境保全課,201,手数料工場公害防止認可変更認可,4,手数料,specific,38,38,38,38,38,0,,,false,official_csv,ippansainyu.csv,17153
rd_2026_general_revenue_12_02_03_03_01_3465200000,rs_2026_general_revenue_12_02_03_03,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,03,諸証明,01,電気供給・工場認可証明,3465200000,環境政策部＊環境保全課,202,手数料諸証明電気供給・工場認可証明,4,手数料,specific,1,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,17154
rd_2026_general_revenue_12_02_03_04_03_3555300000,rs_2026_general_revenue_12_02_03_04,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,04,清掃等指導業務,03,一般廃棄物処理業許可,3555300000,清掃＊事業課,204,手数料清掃等指導業務一般廃棄物処理業許可,4,手数料,specific,1613,1183,1183,1183,1183,0,,,false,official_csv,ippansainyu.csv,17201
rd_2026_general_revenue_12_02_03_05_01_3555300000,rs_2026_general_revenue_12_02_03_05,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,05,有料ごみ処理券,01,有料ごみ処理券,3555300000,清掃＊事業課,205,手数料有料ごみ処理券有料ごみ処理券,4,手数料,specific,742162,554444,554444,554444,554444,0,,,false,official_csv,ippansainyu.csv,17202
rd_2026_general_revenue_12_02_03_06_01_3555300000,rs_2026_general_revenue_12_02_03_06,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,06,動物死体処理,01,動物死体処理,3555300000,清掃＊事業課,207,手数料動物死体処理動物死体処理,4,手数料,specific,930,930,930,930,930,0,,,false,official_csv,ippansainyu.csv,17203
rd_2026_general_revenue_12_02_03_07_04_3555100000,rs_2026_general_revenue_12_02_03_07,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,07,廃棄物処理,04,廃棄物処理,3555100000,清掃・リサ＊管理課,2305,手数料廃棄物処理廃棄物処理,4,手数料,specific,1,1,0,0,0,0,,,true,official_csv,ippansainyu.csv,17197
rd_2026_general_revenue_12_02_03_07_05_3555100000,rs_2026_general_revenue_12_02_03_07,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,07,廃棄物処理,05,廃棄物処理,3555100000,清掃・リサ＊管理課,9365,手数料廃棄物処理廃棄物処理,4,手数料,specific,0,0,1,1,1,0,,,false,official_csv,ippansainyu.csv,17198
rd_2026_general_revenue_12_02_03_08_01_3555300000,rs_2026_general_revenue_12_02_03_08,2026_general_revenue_12_02_03,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,03,環境手数料,08,粗大ごみ処理,01,粗大ごみ処理キャッシュレス決済手数料,3555300000,清掃＊事業課,8898,手数料粗大ごみ処理粗大ごみ処理キャッシュレス決済手数料,4,手数料,specific,49454,202302,202302,202302,202302,0,,,false,official_csv,ippansainyu.csv,17204
rd_2026_general_revenue_12_02_04_01_01_3785700000,rs_2026_general_revenue_12_02_04_01,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,01,証明閲覧,01,証明閲覧（食品衛生）,3785700000,世保＊生活保健課,209,手数料証明閲覧証明閲覧（食品衛生）,4,手数料,specific,18,21,21,21,21,0,,,false,official_csv,ippansainyu.csv,18505
rd_2026_general_revenue_12_02_04_01_02_3785700000,rs_2026_general_revenue_12_02_04_01,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,01,証明閲覧,02,証明閲覧（畜犬）,3785700000,世保＊生活保健課,2227,手数料証明閲覧証明閲覧（畜犬）,4,手数料,specific,1,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,18506
rd_2026_general_revenue_12_02_04_01_04_3785700000,rs_2026_general_revenue_12_02_04_01,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,01,証明閲覧,04,証明閲覧（医事薬事）,3785700000,世保＊生活保健課,210,手数料証明閲覧証明閲覧（医事薬事）,4,手数料,specific,30,30,30,30,30,0,,,false,official_csv,ippansainyu.csv,18507
rd_2026_general_revenue_12_02_04_01_05_3785700000,rs_2026_general_revenue_12_02_04_01,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,01,証明閲覧,05,証明閲覧（環境衛生）,3785700000,世保＊生活保健課,211,手数料証明閲覧証明閲覧（環境衛生）,4,手数料,specific,12,12,12,12,12,0,"
",,false,official_csv,ippansainyu.csv,18508
rd_2026_general_revenue_12_02_04_01_09_3785250000,rs_2026_general_revenue_12_02_04_01,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,01,証明閲覧,09,予防接種証明書,3785250000,世保＊感染症対策課,3838,手数料証明閲覧予防接種証明書,4,手数料,specific,60,0,60,60,60,0,,,false,official_csv,ippansainyu.csv,18472
rd_2026_general_revenue_12_02_04_03_03_3785700000,rs_2026_general_revenue_12_02_04_03,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,03,畜犬登録,03,畜犬登録手数料,3785700000,世保＊生活保健課,219,手数料畜犬登録畜犬登録手数料,4,手数料,specific,20567,20771,20771,20771,20771,0,,,false,official_csv,ippansainyu.csv,18509
rd_2026_general_revenue_12_02_04_04_02_3785700000,rs_2026_general_revenue_12_02_04_04,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,04,食品衛生,02,衛生監視,3785700000,世保＊生活保健課,220,手数料食品衛生衛生監視,4,手数料,specific,26650,26390,27000,27000,27000,0,,,false,official_csv,ippansainyu.csv,18510
rd_2026_general_revenue_12_02_04_05_03_3785700000,rs_2026_general_revenue_12_02_04_05,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,05,環境衛生,03,環境監視手数料,3785700000,世保＊生活保健課,221,手数料環境衛生環境監視手数料,4,手数料,specific,5472,6898,6898,6898,6898,0,,,false,official_csv,ippansainyu.csv,18511
rd_2026_general_revenue_12_02_04_06_02_3785700000,rs_2026_general_revenue_12_02_04_06,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,06,診療所開設許可等,02,診療所開設許可,3785700000,世保＊生活保健課,222,手数料診療所開設許可等診療所開設許可,4,手数料,specific,717,710,729,729,729,0,,,false,official_csv,ippansainyu.csv,18512
rd_2026_general_revenue_12_02_04_08_02_3785700000,rs_2026_general_revenue_12_02_04_08,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,08,医務薬務,02,医薬品販売業等許可,3785700000,世保＊生活保健課,223,手数料医務薬務医薬品販売業等許可,4,手数料,specific,4533,4559,4559,4559,4559,0,,,false,official_csv,ippansainyu.csv,18513
rd_2026_general_revenue_12_02_04_09_02_3785700000,rs_2026_general_revenue_12_02_04_09,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,09,毒劇物,02,毒劇物許可（医事薬事）,3785700000,世保＊生活保健課,224,手数料毒劇物毒劇物許可（医事薬事）,4,手数料,specific,188,210,210,210,210,0,,,false,official_csv,ippansainyu.csv,18514
rd_2026_general_revenue_12_02_04_14_01_3785700000,rs_2026_general_revenue_12_02_04_14,2026_general_revenue_12_02_04,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,04,衛生手数料,14,麻薬,01,麻薬許可（医事薬事）,3785700000,世保＊生活保健課,2228,手数料麻薬麻薬許可（医事薬事）,4,手数料,specific,745,703,703,703,703,0,,,false,official_csv,ippansainyu.csv,18515
rd_2026_general_revenue_12_02_05_01_30_3815250000,rs_2026_general_revenue_12_02_05_01,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,01,屋外広告物許可,30,広告物許可申請手数料,3815250000,都政＊建築調整課,2666,手数料屋外広告物許可広告物許可申請手数料,4,手数料,specific,14500,15300,15300,15300,15300,0,,,false,official_csv,ippansainyu.csv,18531
rd_2026_general_revenue_12_02_05_01_31_3895300000,rs_2026_general_revenue_12_02_05_01,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,01,屋外広告物許可,31,広告物許可申請手数料,3895300000,土＊工事第一課,2850,手数料屋外広告物許可広告物許可申請手数料,4,手数料,specific,8900,5600,5600,5600,5600,0,,,false,official_csv,ippansainyu.csv,18716
rd_2026_general_revenue_12_02_05_02_24_3895140000,rs_2026_general_revenue_12_02_05_02,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,02,自動車臨時運行許可,24,臨時運行許可申請手数料,3895140000,土＊土木計画調整課,3331,手数料自動車臨時運行許可臨時運行許可申請手数料,4,手数料,specific,1875,1875,1875,1875,1875,0,,,false,official_csv,ippansainyu.csv,18686
rd_2026_general_revenue_12_02_05_03_16_3895200000,rs_2026_general_revenue_12_02_05_03,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,03,放置自転車,16,放置自転車等撤去手数料,3895200000,土＊交通安全自転車課,2178,手数料放置自転車放置自転車等撤去手数料,4,手数料,specific,33400,27700,27700,27700,27700,0,,,false,official_csv,ippansainyu.csv,18699
rd_2026_general_revenue_12_02_05_03_17_3835300000,rs_2026_general_revenue_12_02_05_03,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,03,放置自転車,17,放置自動二輪車等撤去手数料,3835300000,みどり３３＊公園緑地課,3043,手数料放置自転車放置自動二輪車等撤去手数料,4,手数料,specific,8,8,8,8,8,0,,,false,official_csv,ippansainyu.csv,18629
rd_2026_general_revenue_12_02_05_05_01_3815250000,rs_2026_general_revenue_12_02_05_05,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,05,長期優良住宅認定,01,長期優良住宅認定手数料,3815250000,都政＊建築調整課,4108,手数料長期優良住宅認定長期優良住宅認定手数料,4,手数料,specific,6813,6150,6813,6813,6813,0,,,false,official_csv,ippansainyu.csv,18532
rd_2026_general_revenue_12_02_05_10_38_3815250000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,38,住宅用家屋証明手数料,3815250000,都政＊建築調整課,1786,手数料諸証明住宅用家屋証明手数料,4,手数料,specific,5746,5501,5501,5501,5501,0,,,false,official_csv,ippansainyu.csv,18533
rd_2026_general_revenue_12_02_05_10_39_3815250000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,39,建築諸証明手数料,3815250000,都政＊建築調整課,1787,手数料諸証明建築諸証明手数料,4,手数料,specific,3450,3450,3500,3500,3500,0,,,false,official_csv,ippansainyu.csv,18534
rd_2026_general_revenue_12_02_05_10_50_3825150000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,50,位置指定道路証明手数料,3825150000,防街＊建築安全課,2669,手数料諸証明位置指定道路証明手数料,4,手数料,specific,2100,2100,2100,2100,2100,0,,,false,official_csv,ippansainyu.csv,18603
rd_2026_general_revenue_12_02_05_10_54_3865100000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,54,認定境界証明手数料,3865100000,道計＊道路管理課,2766,手数料諸証明認定境界証明手数料,4,手数料,specific,828,828,828,828,828,0,,,false,official_csv,ippansainyu.csv,18654
rd_2026_general_revenue_12_02_05_10_57_3895140000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,57,土木諸証明手数料,3895140000,土＊土木計画調整課,6218,手数料諸証明土木諸証明手数料,4,手数料,specific,18,18,18,18,18,0,,,false,official_csv,ippansainyu.csv,18687
rd_2026_general_revenue_12_02_05_10_59_3815500000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,59,マンション建替円滑化法諸証明手数料,3815500000,都政＊居住支援課,8021,手数料諸証明マンション建替円滑化法諸証明手数料,4,手数料,specific,1,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,18563
rd_2026_general_revenue_12_02_05_10_64_3825100000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,64,開発登録簿発行手数料,3825100000,防街＊防災街づくり課,8830,手数料諸証明開発登録簿発行手数料,4,手数料,specific,569,576,576,576,576,0,,,false,official_csv,ippansainyu.csv,18576
rd_2026_general_revenue_12_02_05_10_65_3825100000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,65,盛土規制法調書発行手数料,3825100000,防街＊防災街づくり課,8831,手数料諸証明盛土規制法調書発行手数料,4,手数料,specific,7,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,18577
rd_2026_general_revenue_12_02_05_10_66_3825100000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,66,都市計画法適合証明書発行手数料,3825100000,防街＊防災街づくり課,8832,手数料諸証明都市計画法適合証明書発行手数料,4,手数料,specific,2,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,18578
rd_2026_general_revenue_12_02_05_10_67_3825100000,rs_2026_general_revenue_12_02_05_10,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,10,諸証明,67,盛土規制法適合証明書発行手数料,3825100000,防街＊防災街づくり課,8833,手数料諸証明盛土規制法適合証明書発行手数料,4,手数料,specific,2,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,18579
rd_2026_general_revenue_12_02_05_11_20_3825100000,rs_2026_general_revenue_12_02_05_11,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,11,開発許可,20,開発行為許可申請手数料,3825100000,防街＊防災街づくり課,8834,手数料開発許可開発行為許可申請手数料,4,手数料,specific,6177,6169,6169,6169,6169,0,,,false,official_csv,ippansainyu.csv,18580
rd_2026_general_revenue_12_02_05_15_06_3825150000,rs_2026_general_revenue_12_02_05_15,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,15,位置指定申請,06,位置指定申請手数料,3825150000,防街＊建築安全課,2672,手数料位置指定申請位置指定申請手数料,4,手数料,specific,1000,1000,1000,1000,1000,0,,,false,official_csv,ippansainyu.csv,18604
rd_2026_general_revenue_12_02_05_16_04_3825100000,rs_2026_general_revenue_12_02_05_16,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,16,宅地造成許可,04,宅地造成許可申請手数料,3825100000,防街＊防災街づくり課,8835,手数料宅地造成許可宅地造成許可申請手数料,4,手数料,specific,1,1,1,1,1,0,,,false,official_csv,ippansainyu.csv,18581
rd_2026_general_revenue_12_02_05_17_06_3815250000,rs_2026_general_revenue_12_02_05_17,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,17,建築確認・検査,06,建築確認・検査申請手数料,3815250000,都政＊建築調整課,1788,手数料建築確認・検査建築確認・検査申請手数料,4,手数料,specific,16025,16060,16060,16060,16060,0,,,false,official_csv,ippansainyu.csv,18535
rd_2026_general_revenue_12_02_05_18_01_3815250000,rs_2026_general_revenue_12_02_05_18,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,18,低炭素建築物認定,01,低炭素建築物認定手数料,3815250000,都政＊建築調整課,5116,手数料低炭素建築物認定低炭素建築物認定手数料,4,手数料,specific,1000,1290,1500,1500,1500,0,,,false,official_csv,ippansainyu.csv,18536
rd_2026_general_revenue_12_02_05_19_01_3815250000,rs_2026_general_revenue_12_02_05_19,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,19,建築物エネルギー消費性能向上認定,01,建築物エネルギー消費性能向上認定手数料,3815250000,都政＊建築調整課,6114,手数料建築物エネルギー消費性能向上認定建築物エネルギー消費性能向,4,手数料,specific,5,5,5,5,5,0,,,false,official_csv,ippansainyu.csv,18537
rd_2026_general_revenue_12_02_05_21_02_3825100000,rs_2026_general_revenue_12_02_05_21,2026_general_revenue_12_02_05,2026,general,一般会計,revenue,12,使用料及手数料,02,手数料,05,土木手数料,21,盛土規制法許可,02,盛土規制法許可申請手数料,3825100000,防街＊防災街づくり課,8836,手数料盛土規制法許可盛土規制法許可申請手数料,4,手数料,specific,200,304,304,304,304,0,,,false,official_csv,ippansainyu.csv,18582
rd_2026_general_revenue_13_01_01_05_01_3655100000,rs_2026_general_revenue_13_01_01_05,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,05,特別障害者手当等支給費,01,特別障害者手当等支給費,3655100000,障福＊障害施策課,323,国庫負担金特別障害者手当等支給費特別障害者手当等支給費,1,国庫支出金,specific,221782,218577,218577,218577,218577,0,,,false,official_csv,ippansainyu.csv,17755
rd_2026_general_revenue_13_01_01_06_02_3595200000,rs_2026_general_revenue_13_01_01_06,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,06,生活保護費,02,生活保護費（生活扶助費等）,3595200000,保政＊生活福祉課,5501,国庫負担金生活保護費生活保護費（生活扶助費等）,1,国庫支出金,specific,8549916,8368984,9224284,9224284,9224284,0,,,false,official_csv,ippansainyu.csv,17276
rd_2026_general_revenue_13_01_01_06_03_3595200000,rs_2026_general_revenue_13_01_01_06,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,06,生活保護費,03,生活保護費（医療扶助費等）,3595200000,保政＊生活福祉課,5502,国庫負担金生活保護費生活保護費（医療扶助費等）,1,国庫支出金,specific,7555365,7390130,7390130,7390130,7390130,0,,,false,official_csv,ippansainyu.csv,17277
rd_2026_general_revenue_13_01_01_06_04_3595200000,rs_2026_general_revenue_13_01_01_06,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,06,生活保護費,04,生活保護費（介護扶助費等）,3595200000,保政＊生活福祉課,5503,国庫負担金生活保護費生活保護費（介護扶助費等）,1,国庫支出金,specific,436694,427656,427656,427656,427656,0,,,false,official_csv,ippansainyu.csv,17278
rd_2026_general_revenue_13_01_01_07_01_3665500000,rs_2026_general_revenue_13_01_01_07,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,07,入院助産措置費,01,入院助産措置費,3665500000,子若＊子ども家庭課,325,国庫負担金入院助産措置費入院助産措置費,1,国庫支出金,specific,5276,4857,4857,4857,4857,0,補助率１／２,,false,official_csv,ippansainyu.csv,18051
rd_2026_general_revenue_13_01_01_08_16_3655100000,rs_2026_general_revenue_13_01_01_08,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,08,障害福祉サービス費等,16,障害児通所・相談支援給付等,3655100000,障福＊障害施策課,5552,国庫負担金障害福祉サービス費等障害児通所・相談支援給付等,1,国庫支出金,specific,1667933,1667933,2100167,2100167,2100167,0,,,false,official_csv,ippansainyu.csv,17756
rd_2026_general_revenue_13_01_01_08_17_3655100000,rs_2026_general_revenue_13_01_01_08,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,08,障害福祉サービス費等,17,障害者自立支援給付等,3655100000,障福＊障害施策課,5553,国庫負担金障害福祉サービス費等障害者自立支援給付等,1,国庫支出金,specific,7842978,8491742,7915312,7915312,7915312,0,"4,167,060,509円",,false,official_csv,ippansainyu.csv,17757
rd_2026_general_revenue_13_01_01_08_18_3655100000,rs_2026_general_revenue_13_01_01_08,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,08,障害福祉サービス費等,18,補装具給付,3655100000,障福＊障害施策課,5565,国庫負担金障害福祉サービス費等補装具給付,1,国庫支出金,specific,76048,84805,84805,84805,84805,0,,,false,official_csv,ippansainyu.csv,17758
rd_2026_general_revenue_13_01_01_08_19_3655100000,rs_2026_general_revenue_13_01_01_08,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,08,障害福祉サービス費等,19,自立支援医療（更生医療）,3655100000,障福＊障害施策課,5567,国庫負担金障害福祉サービス費等自立支援医療（更生医療）,1,国庫支出金,specific,390538,366249,366249,366249,366249,0,,,false,official_csv,ippansainyu.csv,17759
rd_2026_general_revenue_13_01_01_08_21_3655100000,rs_2026_general_revenue_13_01_01_08,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,08,障害福祉サービス費等,21,療養介護医療,3655100000,障福＊障害施策課,5619,国庫負担金障害福祉サービス費等療養介護医療,1,国庫支出金,specific,36298,36298,32539,32539,32539,0,,,false,official_csv,ippansainyu.csv,17760
rd_2026_general_revenue_13_01_01_09_06_3665500000,rs_2026_general_revenue_13_01_01_09,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,09,児童手当支給費,06,児童手当,3665500000,子若＊子ども家庭課,5053,国庫負担金児童手当支給費児童手当,1,国庫支出金,specific,15489902,14142587,14142587,14142587,14142587,0,,,false,official_csv,ippansainyu.csv,18052
rd_2026_general_revenue_13_01_01_11_05_3595400000,rs_2026_general_revenue_13_01_01_11,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,11,国民年金事務費,05,年金事務,3595400000,保政＊国保・年金課,3472,国庫負担金国民年金事務費年金事務,1,国庫支出金,specific,211742,220616,220616,220616,220616,0,20年度より年金関係の予算事業の項を「国民年金費」から「社会福祉費」に変えた。それに伴い、歳入科目を新たに起こした。旧歳入番号は334。,,false,official_csv,ippansainyu.csv,17349
rd_2026_general_revenue_13_01_01_11_08_3595400000,rs_2026_general_revenue_13_01_01_11,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,11,国民年金事務費,08,年金生活者支援給付金,3595400000,保政＊国保・年金課,7105,国庫負担金国民年金事務費年金生活者支援給付金,1,国庫支出金,specific,3167,3095,3095,3095,3095,0,,,false,official_csv,ippansainyu.csv,17350
rd_2026_general_revenue_13_01_01_14_01_3595400000,rs_2026_general_revenue_13_01_01_14,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,14,保険基盤安定費,01,国民健康保険,3595400000,保政＊国保・年金課,338,国庫負担金保険基盤安定費国民健康保険,1,国庫支出金,specific,801612,821207,819796,819796,819796,0,,,false,official_csv,ippansainyu.csv,17351
rd_2026_general_revenue_13_01_01_17_02_3665500000,rs_2026_general_revenue_13_01_01_17,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,17,母子生活支援施設費,02,私立母子生活支援施設,3665500000,子若＊子ども家庭課,342,国庫負担金母子生活支援施設費私立母子生活支援施設,1,国庫支出金,specific,80324,80462,80462,80462,80462,0,,,false,official_csv,ippansainyu.csv,18053
rd_2026_general_revenue_13_01_01_17_04_3665500000,rs_2026_general_revenue_13_01_01_17,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,17,母子生活支援施設費,04,区立母子生活支援施設,3665500000,子若＊子ども家庭課,8155,国庫負担金母子生活支援施設費区立母子生活支援施設,1,国庫支出金,specific,38390,32408,32408,32408,32408,0,,,false,official_csv,ippansainyu.csv,18054
rd_2026_general_revenue_13_01_01_18_02_3665500000,rs_2026_general_revenue_13_01_01_18,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,18,児童扶養手当支給費,02,児童扶養手当,3665500000,子若＊子ども家庭課,4714,国庫負担金児童扶養手当支給費児童扶養手当,1,国庫支出金,specific,410048,454542,454542,454542,454542,0,,,false,official_csv,ippansainyu.csv,18055
rd_2026_general_revenue_13_01_01_20_02_3595400000,rs_2026_general_revenue_13_01_01_20,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,20,特別障害給付事務費,02,特別障害給付事務,3595400000,保政＊国保・年金課,7603,国庫負担金特別障害給付事務費特別障害給付事務,1,国庫支出金,specific,140,153,153,153,153,0,,,false,official_csv,ippansainyu.csv,17352
rd_2026_general_revenue_13_01_01_23_02_3595200000,rs_2026_general_revenue_13_01_01_23,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,23,特定中国残留邦人等支援事業,02,特定中国残留邦人等支援事業費（生活扶助費等）,3595200000,保政＊生活福祉課,5504,国庫負担金特定中国残留邦人等支援事業特定中国残留邦人等支援事業費,1,国庫支出金,specific,15988,14233,14233,14233,14233,0,,,false,official_csv,ippansainyu.csv,17279
rd_2026_general_revenue_13_01_01_23_03_3595200000,rs_2026_general_revenue_13_01_01_23,2026_general_revenue_13_01_01,2026,general,一般会計,revenue,13,国庫支出金,01,国庫負担金,01,民生費負担金,23,特定中国残留邦人等支援事業,03,特定中国残留邦人等支援事業費（医療扶助費等）,3595200000,保政＊生活福祉課,5505,国庫負担金特定中国残留邦人等支援事業特定中国残留邦人等支援事業費,1,国庫支出金,specific,17936,18720,18720,18720,18720,0,,,false,official_csv,ippansainyu.csv,17280
