section_id,budget_item_key,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,amount_thousand_yen,budget_book_page,pdf_page,source_file,source_type
bs_2026_general_expenditure_01_01_01_01,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,01,報酬,600135,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_04,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,04,共済費,92256,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_07,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,07,報償費,105,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_08,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,08,旅費,6712,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_09,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,09,交際費,1800,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_10,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,10,需用費,15747,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_11,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,11,役務費,24989,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_12,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,12,委託料,24539,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_13,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,13,使用料及賃借料,1133,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_01_01_01_18,2026_general_expenditure_01_01_01,2026,general,一般会計,expenditure,01,議会費,01,議会費,01,議会費,18,負担金補助及交付金,3137,311,159,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_01,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,01,報酬,3587,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_04,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,04,共済費,24586,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_05,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,05,災害補償費,225,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_07,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,07,報償費,39435,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_08,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,08,旅費,13940,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_09,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,09,交際費,3150,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_10,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,10,需用費,857822,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_11,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,11,役務費,294031,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_12,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,12,委託料,2219532,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_13,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,13,使用料及賃借料,631250,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_14,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,14,工事請負費,7405735,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_17,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,17,備品購入費,746074,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_18,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,18,負担金補助及交付金,1622919,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_19,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,19,扶助費,121406,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_24,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,24,積立金,161031,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_01_26,2026_general_expenditure_02_01_01,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,01,一般管理費,26,公課費,2,317,162,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_07,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,07,報償費,6680,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_08,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,08,旅費,6,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_10,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,10,需用費,71491,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_11,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,11,役務費,74351,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_12,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,12,委託料,277311,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_13,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,13,使用料及賃借料,6707,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_02_18,2026_general_expenditure_02_01_02,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,02,広報広聴費,18,負担金補助及交付金,73,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_01,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,01,報酬,11719,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_04,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,04,共済費,2574,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_07,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,07,報償費,16448,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_08,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,08,旅費,2043,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_10,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,10,需用費,7339,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_11,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,11,役務費,87373,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_12,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,12,委託料,435881,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_13,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,13,使用料及賃借料,36234,319,163,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_17,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,17,備品購入費,697,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_03_18,2026_general_expenditure_02_01_03,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,03,企画調整費,18,負担金補助及交付金,2418,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_01,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,01,報酬,7993,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_04,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,04,共済費,1473,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_07,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,07,報償費,418,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_08,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,08,旅費,310,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_10,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,10,需用費,182385,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_11,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,11,役務費,516934,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_12,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,12,委託料,9290909,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_13,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,13,使用料及賃借料,4152670,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_14,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,14,工事請負費,16370,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_17,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,17,備品購入費,11659,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_04_18,2026_general_expenditure_02_01_04,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,04,電子計算費,18,負担金補助及交付金,44965,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_01,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,01,報酬,1097,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_07,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,07,報償費,124,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_10,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,10,需用費,1793,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_11,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,11,役務費,432,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_12,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,12,委託料,6043,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_13,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,13,使用料及賃借料,40,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_05_18,2026_general_expenditure_02_01_05,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,05,財政管理費,18,負担金補助及交付金,400,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_01,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,01,報酬,469,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_08,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,08,旅費,2640,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_09,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,09,交際費,20,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_10,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,10,需用費,6306,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_11,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,11,役務費,4879,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_12,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,12,委託料,730142,321,164,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_13,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,13,使用料及賃借料,15809,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_14,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,14,工事請負費,214488,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_06_18,2026_general_expenditure_02_01_06,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,06,財産管理費,18,負担金補助及交付金,19755,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_07_10,2026_general_expenditure_02_01_07,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,07,車両管理費,10,需用費,22473,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_07_11,2026_general_expenditure_02_01_07,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,07,車両管理費,11,役務費,4491,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_07_12,2026_general_expenditure_02_01_07,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,07,車両管理費,12,委託料,49677,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_07_13,2026_general_expenditure_02_01_07,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,07,車両管理費,13,使用料及賃借料,125148,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_07_17,2026_general_expenditure_02_01_07,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,07,車両管理費,17,備品購入費,3327,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_07_18,2026_general_expenditure_02_01_07,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,07,車両管理費,18,負担金補助及交付金,50,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_08_07,2026_general_expenditure_02_01_08,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,08,会計管理費,07,報償費,63,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_08_08,2026_general_expenditure_02_01_08,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,08,会計管理費,08,旅費,75,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_08_10,2026_general_expenditure_02_01_08,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,08,会計管理費,10,需用費,682,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_08_11,2026_general_expenditure_02_01_08,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,08,会計管理費,11,役務費,218301,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_08_12,2026_general_expenditure_02_01_08,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,08,会計管理費,12,委託料,23120,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_01_08_18,2026_general_expenditure_02_01_08,2026,general,一般会計,expenditure,02,総務費,01,総務管理費,08,会計管理費,18,負担金補助及交付金,318,323,165,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_01_07,2026_general_expenditure_02_02_01,2026,general,一般会計,expenditure,02,総務費,02,徴税費,01,税務総務費,07,報償費,55,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_01_10,2026_general_expenditure_02_02_01,2026,general,一般会計,expenditure,02,総務費,02,徴税費,01,税務総務費,10,需用費,13,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_01_11,2026_general_expenditure_02_02_01,2026,general,一般会計,expenditure,02,総務費,02,徴税費,01,税務総務費,11,役務費,34,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_01_12,2026_general_expenditure_02_02_01,2026,general,一般会計,expenditure,02,総務費,02,徴税費,01,税務総務費,12,委託料,880,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_01_18,2026_general_expenditure_02_02_01,2026,general,一般会計,expenditure,02,総務費,02,徴税費,01,税務総務費,18,負担金補助及交付金,1200,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_07,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,07,報償費,423,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_10,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,10,需用費,39114,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_11,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,11,役務費,127967,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_12,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,12,委託料,454378,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_13,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,13,使用料及賃借料,2375,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_18,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,18,負担金補助及交付金,105313,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_21,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,21,補償補填及賠償金,6,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_02_02_22,2026_general_expenditure_02_02_02,2026,general,一般会計,expenditure,02,総務費,02,徴税費,02,賦課徴収費,22,償還金利子及割引料,650000,325,166,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_01,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,01,報酬,1861,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_07,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,07,報償費,13014,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_08,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,08,旅費,5182,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_09,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,09,交際費,35,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_10,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,10,需用費,71175,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_11,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,11,役務費,48277,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_12,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,12,委託料,795181,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_13,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,13,使用料及賃借料,72787,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_14,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,14,工事請負費,10470,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_17,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,17,備品購入費,1057,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_18,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,18,負担金補助及交付金,733174,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_22,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,22,償還金利子及割引料,10,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_24,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,24,積立金,7323,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_01_26,2026_general_expenditure_02_03_01,2026,general,一般会計,expenditure,02,総務費,03,区民費,01,区民総務費,26,公課費,7,327,167,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_01,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,01,報酬,5148,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_04,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,04,共済費,1576,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_07,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,07,報償費,2710,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_08,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,08,旅費,4117,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_09,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,09,交際費,7429,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_10,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,10,需用費,342269,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_11,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,11,役務費,51588,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_12,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,12,委託料,1798837,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_13,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,13,使用料及賃借料,113846,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_14,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,14,工事請負費,420334,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_17,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,17,備品購入費,33226,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_18,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,18,負担金補助及交付金,27363,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_02_21,2026_general_expenditure_02_03_02,2026,general,一般会計,expenditure,02,総務費,03,区民費,02,支所費,21,補償補填及賠償金,121,331,169,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_06_07,2026_general_expenditure_02_03_06,2026,general,一般会計,expenditure,02,総務費,03,区民費,06,区民施設費,07,報償費,6443,333,170,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_06_10,2026_general_expenditure_02_03_06,2026,general,一般会計,expenditure,02,総務費,03,区民費,06,区民施設費,10,需用費,392757,333,170,r8tousyoyosanallpage.pdf,official_pdf
bs_2026_general_expenditure_02_03_06_11,2026_general_expenditure_02_03_06,2026,general,一般会計,expenditure,02,総務費,03,区民費,06,区民施設費,11,役務費,84796,333,170,r8tousyoyosanallpage.pdf,official_pdf
