年度,当初補正区分,当初補正区分名称,事業区分,事業区分名称,所属,所属名称,事業番号,事業番号名称,会計,会計名称,款,款名称,項,項名称,目,目名称,大事業,大事業名称,予算事業,予算事業名称,内訳事業,内訳事業名称,前々年度決算額,予算前額,予算要求額,予算見積額,現計予算額,充当前額,充当要求額,充当額,現計充当額,一般財源前額,要求一般財源額,一般財源額,一般財源現計額,要求額対見積額,前年度対要求額,前年度対見積額,要求内容,補正内容,査定内容,行財政改善大区分,行財政改善大区分名称,行財政改善中区分,行財政改善中区分名称,行財政改善小区分,行財政改善小区分名称,重点事業区分,重点事業区分名称,実施計画大区分,実施計画大区分名称,実施計画中区分,実施計画中区分名称,実施計画小区分,実施計画小区分名称,実施計画細区分,実施計画細区分名称,普通会計区分,普通会計区分名称,行政評価結果,行政評価結果名称,要求枠区分,要求枠区分名称,要求基準,要求基準額,要求基準一般財源,予備区分１,予備区分１名称,予備区分２,予備区分２名称,予備区分３,予備区分３名称,予備区分４,予備区分４名称,予備区分５,予備区分５名称,予備区分６,予備区分６名称,予備区分７,予備区分７名称,予備区分８,予備区分８名称,査定区分,要求（予算額）,一次（予算額）,二次（予算額）,三次（予算額）,四次（予算額）,五次（予算額）,六次（予算額）,事業別性質別区分,事業別性質別区分名称,政策要求額,臨時要求額,政策査定額,臨時査定額
2018,0,当初,1,一次経費,3645300000,高福＊介護予防・支援課,41079,認知症ケア推進事業,41,介護保険事業会計,49,地域支援事業費,2,包括支援事業・任意事業費,2,任意事業費,1,任意事業費,10,認知症ケア推進事業,1,認知症ケア推進事業,0,4007,0,"14,560",14560,0,0,0,0,0,0,0,0,0,0,10553,,,,,,,,,,2,高齢者・障害者等の在宅生活を支え、孤立させないための地域包括,1,健康・福祉,1,健康づくりの推進,3,認知症在宅支援の総合的な推進,1,認知症在宅支援の総合的な推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3645300000,高福＊介護予防・支援課,41080,一般介護予防事業,41,介護保険事業会計,49,地域支援事業費,3,介護予防・日常生活支援総合事業費,1,介護予防・日常生活支援総合事業費,1,介護予防・日常生活支援総合事業費,5,一般介護予防事業,1,一般介護予防事業,0,190683,0,"199,766",199766,0,0,0,0,0,0,0,0,0,0,9083,,,,,,,,,,2,高齢者・障害者等の在宅生活を支え、孤立させないための地域包括,1,健康・福祉,1,健康づくりの推進,2,介護予防の総合的な推進,1,介護予防の総合的な推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3645300000,高福＊介護予防・支援課,41081,介護予防・生活支援サービス事業,41,介護保険事業会計,49,地域支援事業費,3,介護予防・日常生活支援総合事業費,1,介護予防・日常生活支援総合事業費,1,介護予防・日常生活支援総合事業費,6,介護予防・生活支援サービス事業,1,介護予防・生活支援サービス事業,0,350225,0,"274,421",274421,0,0,0,0,0,0,0,0,0,0,-75804,,,,,,,,,,2,高齢者・障害者等の在宅生活を支え、孤立させないための地域包括,1,健康・福祉,1,健康づくりの推進,2,介護予防の総合的な推進,1,介護予防の総合的な推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,2006,奨学資金等貸付,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,総務事務運営費,6,奨学資金等貸付,1,奨学資金等貸付,0,7336,0,"2,847",2847,0,0,0,0,0,0,0,0,0,0,-4489,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,2008,専修学校・各種学校等指導助成,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,総務事務運営費,8,専修学校・各種学校等指導助成,1,専修学校・各種学校等指導助成,0,300,0,300,300,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,2009,外国人学校児童・生徒保護者補助金交付,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,総務事務運営費,9,外国人学校児童・生徒保護者補助金交付,1,外国人学校児童・生徒保護者補助金交付,0,4032,0,"4,032",4032,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,2010,私立幼稚園指導助成,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,総務事務運営費,10,私立幼稚園指導助成,1,私立幼稚園指導助成,0,1364138,0,"1,334,806",1334806,0,0,0,0,0,0,0,0,0,0,-29332,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,2011,私立幼稚園協会助成,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,総務事務運営費,11,私立幼稚園協会助成,1,私立幼稚園協会助成,0,71892,0,"74,092",74092,0,0,0,0,0,0,0,0,0,0,2200,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,2012,幼稚園類似幼児施設助成,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,総務事務運営費,12,幼稚園類似幼児施設助成,1,幼稚園類似幼児施設助成,0,64824,0,"49,387",49387,0,0,0,0,0,0,0,0,0,0,-15437,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3242,子育て安全・安心対策,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,20,子育て安全・安心対策,1,子育て安全・安心対策,0,1345,0,"1,366",1366,0,0,0,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3256,子ども環境基盤整備,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,27,子ども環境基盤整備,1,子ども環境基盤整備,0,21541,0,"32,486",32486,0,0,0,0,0,0,0,0,0,0,10945,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3454,子ども・若者部庶務事務,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,57,子ども・若者部庶務事務,1,子ども・若者部庶務事務,0,13534,0,"9,289",9289,0,0,0,0,0,0,0,0,0,0,-4245,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3210,子ども医療費助成,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,5,子ども医療費助成,1,子ども医療費助成,0,4310398,0,"4,281,588",4281588,0,0,0,0,0,0,0,0,0,0,-28810,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3212,ひとり親家庭医療費助成,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,7,ひとり親家庭医療費助成,1,ひとり親家庭医療費助成,0,188589,0,"178,774",178774,0,0,0,0,0,0,0,0,0,0,-9815,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3398,第３子出産費助成,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,8,第３子出産費助成,1,第３子出産費助成,0,13229,0,"16,724",16724,0,0,0,0,0,0,0,0,0,0,3495,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3413,児童扶養手当等支給,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,10,児童扶養手当等支給,1,児童扶養手当等支給,0,2516273,0,"2,490,330",2490330,0,0,0,0,0,0,0,0,0,0,-25943,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,3425,児童手当支給,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,12,児童手当支給,1,児童手当支給,0,10933941,0,"11,143,705",11143705,0,0,0,0,0,0,0,0,0,0,209764,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665100000,子若＊子ども育成推進課,8037,私立幼稚園就園奨励,1,一般会計,8,教育費,1,教育総務費,4,教育振興費,1,幼稚園就園奨励補助経費,1,私立幼稚園就園奨励,1,私立幼稚園就園奨励,0,855916,0,"856,473",856473,0,0,0,0,0,0,0,0,0,0,557,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3187,児童運営事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,1,児童運営事業,1,児童運営事業,0,1453,0,"1,555",1555,0,0,0,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3214,児童館運営,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,1,児童施設運営費,1,児童館運営,1,児童館運営,0,89422,0,"106,309",106309,0,0,0,0,0,0,0,0,0,0,16887,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3216,学童クラブ運営,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,1,児童施設運営費,3,学童クラブ運営,1,学童クラブ運営,0,121527,0,"131,298",131298,0,0,0,0,0,0,0,0,0,0,9771,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3437,児童館在宅子育て支援,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,1,児童施設運営費,4,児童館在宅子育て支援,1,児童館在宅子育て支援,0,11964,0,"11,957",11957,0,0,0,0,0,0,0,0,0,0,-7,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,3,子どもが育つ環境づくり,1,家庭・地域における子育て支援の推進,1,家庭・地域における子育て支援の推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3372,自然体験遊び場事業,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,2,児童育成事業費,1,自然体験遊び場事業,1,自然体験遊び場事業,0,45637,0,"46,291",46291,0,0,0,0,0,0,0,0,0,0,654,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3438,中高生支援事業,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,2,児童育成事業費,3,中高生支援事業,1,中高生支援事業,0,3369,0,"3,411",3411,0,0,0,0,0,0,0,0,0,0,42,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,1,若者が力を発揮する地域づくり,1,若者の交流と活動の推進,1,若者の交流と活動の推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3465,児童館キャンプ,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,2,児童育成事業費,4,児童館キャンプ,1,児童館キャンプ,0,16568,0,"16,843",16843,0,0,0,0,0,0,0,0,0,0,275,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3219,区立保育園維持管理,1,一般会計,3,民生費,2,児童福祉費,12,保育児童施設費,1,保育児童施設整備費,1,区立保育園維持管理,1,区立保育園維持管理,0,125936,0,"125,570",125570,0,0,0,0,0,0,0,0,0,0,-366,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3220,児童館維持管理,1,一般会計,3,民生費,2,児童福祉費,12,保育児童施設費,1,保育児童施設整備費,2,児童館維持管理,1,児童館維持管理,0,43610,0,"41,537",41537,0,0,0,0,0,0,0,0,0,0,-2073,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3222,児童施設改修,1,一般会計,3,民生費,2,児童福祉費,12,保育児童施設費,1,保育児童施設整備費,4,児童施設改修,1,児童施設改修,0,149445,0,"378,980",378980,0,0,0,0,0,0,0,0,0,0,229535,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,3665200000,子若＊児童課,3223,保育園改修,1,一般会計,3,民生費,2,児童福祉費,12,保育児童施設費,1,保育児童施設整備費,5,保育園改修,1,保育園改修,0,684658,0,"407,324",407324,0,0,0,0,0,0,0,0,0,0,-277334,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3190,子ども家庭支援センター運営事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,4,子ども家庭支援センター運営事業,1,子ども家庭支援センター運営事業,0,42662,0,"42,563",42563,0,0,0,0,0,0,0,0,0,0,-99,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,5,虐待のないまち・子ども・子育て家庭への支援,1,支援を必要とする子どもと家庭のサポート,1,支援を必要とする子どもと家庭のサポート,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3202,ひとり親家庭休養ホーム事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,16,ひとり親家庭休養ホーム事業,1,ひとり親家庭休養ホーム事業,0,3157,0,"2,637",2637,0,0,0,0,0,0,0,0,0,0,-520,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3253,セーフティネットの整備,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,24,セーフティネットの整備,1,セーフティネットの整備,0,61371,0,"90,173",90173,0,0,0,0,0,0,0,0,0,0,28802,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,5,虐待のないまち・子ども・子育て家庭への支援,1,支援を必要とする子どもと家庭のサポート,1,支援を必要とする子どもと家庭のサポート,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3255,在宅子育て支援,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,26,在宅子育て支援,1,在宅子育て支援,0,152265,0,"105,678",105678,0,0,0,0,0,0,0,0,0,0,-46587,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,3,子どもが育つ環境づくり,1,家庭・地域における子育て支援の推進,1,家庭・地域における子育て支援の推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3270,子ども基金積立金,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,31,子ども基金積立金,1,子ども基金積立金,0,7300,0,"1,310",1310,0,0,0,0,0,0,0,0,0,0,-5990,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3293,子ども基金による補助・支援事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,32,子ども基金による補助・支援事業,1,子ども基金による補助・支援事業,0,20323,0,"20,411",20411,0,0,0,0,0,0,0,0,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3296,子育てステーション事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,33,子育てステーション事業,1,子育てステーション事業,0,243088,0,"227,251",227251,0,0,0,0,0,0,0,0,0,0,-15837,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,3,子どもが育つ環境づくり,1,家庭・地域における子育て支援の推進,1,家庭・地域における子育て支援の推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3363,子育てつどいの広場,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,42,子育てつどいの広場,1,子育てつどいの広場,0,122791,0,"183,504",183504,0,0,0,0,0,0,0,0,0,0,60713,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,3,子どもが育つ環境づくり,1,家庭・地域における子育て支援の推進,1,家庭・地域における子育て支援の推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3389,産後ケア事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,45,産後ケア事業,1,産後ケア事業,0,167420,0,"178,689",178689,0,0,0,0,0,0,0,0,0,0,11269,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,5,虐待のないまち・子ども・子育て家庭への支援,1,支援を必要とする子どもと家庭のサポート,1,支援を必要とする子どもと家庭のサポート,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3391,養育困難家庭等ホームヘルパー派遣,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,46,養育困難家庭等ホームヘルパー派遣,1,養育困難家庭等ホームヘルパー派遣,0,58927,0,"64,701",64701,0,0,0,0,0,0,0,0,0,0,5774,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3418,子どもの人権擁護の推進,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,49,子どもの人権擁護の推進,1,子どもの人権擁護の推進,0,31713,0,"35,818",35818,0,0,0,0,0,0,0,0,0,0,4105,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,5,虐待のないまち・子ども・子育て家庭への支援,1,支援を必要とする子どもと家庭のサポート,1,支援を必要とする子どもと家庭のサポート,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3422,発達支援親子グループ事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,50,発達支援親子グループ事業,1,発達支援親子グループ事業,0,14630,0,"15,165",15165,0,0,0,0,0,0,0,0,0,0,535,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3439,子どもを育む地域活動の支援,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,53,子どもを育む地域活動の支援,1,子どもを育む地域活動の支援,0,4433,0,"57,250",57250,0,0,0,0,0,0,0,0,0,0,52817,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,3,子どもが育つ環境づくり,1,家庭・地域における子育て支援の推進,1,家庭・地域における子育て支援の推進,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3440,ひとり親家庭への支援,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,54,ひとり親家庭への支援,1,ひとり親家庭への支援,0,54742,0,"45,035",45035,0,0,0,0,0,0,0,0,0,0,-9707,,,,,,,,,,1,子ども若者が住みたいまちづくり、教育の推進,2,子ども若者・教育,5,虐待のないまち・子ども・子育て家庭への支援,1,支援を必要とする子どもと家庭のサポート,1,支援を必要とする子どもと家庭のサポート,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3441,子育て環境推進事業,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,55,子育て環境推進事業,1,子育て環境推進事業,0,7031,0,"11,901",11901,0,0,0,0,0,0,0,0,0,0,4870,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3442,子ども・子育て総合センター維持運営,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,56,子ども・子育て総合センター維持運営,1,子ども・子育て総合センター維持運営,0,7206,0,"7,021",7021,0,0,0,0,0,0,0,0,0,0,-185,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3206,私立母子生活支援施設への保護委託,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,1,私立母子生活支援施設への保護委託,1,私立母子生活支援施設への保護委託,0,190593,0,"231,959",231959,0,0,0,0,0,0,0,0,0,0,41366,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3207,入院助産措置,1,一般会計,3,民生費,2,児童福祉費,3,児童措置費,1,児童措置事業費,2,入院助産措置,1,入院助産措置,0,13586,0,"14,451",14451,0,0,0,0,0,0,0,0,0,0,865,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665500000,子若＊子ども家庭課,3215,母子生活支援施設運営,1,一般会計,3,民生費,2,児童福祉費,6,児童育成費,1,児童施設運営費,2,母子生活支援施設運営,1,母子生活支援施設運営,0,101583,0,"112,618",112618,0,0,0,0,0,0,0,0,0,0,11035,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665550000,子若＊児相開設準備担当課,3479,児童相談所開設の推進,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,70,児童相談所開設の推進,1,児童相談所開設の推進,0,5258,0,"25,199",25199,0,0,0,0,0,0,0,0,0,0,19941,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,3665550000,子若＊児相開設準備担当課,3485,総合福祉センター後利用施設改修,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,74,総合福祉センター後利用施設改修,1,総合福祉センター後利用施設改修,0,0,0,"275,062",275062,0,0,0,0,0,0,0,0,0,0,275062,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,3665550000,子若＊児相開設準備担当課,3490,一時保護所整備,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,児童福祉事務運営費,75,一時保護所整備,1,一時保護所整備,0,0,0,"15,093",15093,0,0,0,0,0,0,0,0,0,0,15093,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
