年度,当初補正区分,当初補正区分名称,事業区分,事業区分名称,所属,所属名称,事業番号,事業番号名称,会計,会計名称,款,款名称,項,項名称,目,目名称,大事業,大事業名称,予算事業,予算事業名称,内訳事業,内訳事業名称,前々年度決算額,予算前額,予算要求額,予算見積額,現計予算額,充当前額,充当要求額,充当額,現計充当額,一般財源前額,要求一般財源額,一般財源額,一般財源現計額,要求額対見積額,前年度対要求額,前年度対見積額,要求内容,補正内容,査定内容,行財政改善大区分,行財政改善大区分名称,行財政改善中区分,行財政改善中区分名称,行財政改善小区分,行財政改善小区分名称,重点事業区分,重点事業区分名称,実施計画大区分,実施計画大区分名称,実施計画中区分,実施計画中区分名称,実施計画小区分,実施計画小区分名称,実施計画細区分,実施計画細区分名称,普通会計区分,普通会計区分名称,行政評価結果,行政評価結果名称,要求枠区分,要求枠区分名称,要求基準,要求基準額,要求基準一般財源,予備区分１,予備区分１名称,予備区分２,予備区分２名称,予備区分３,予備区分３名称,予備区分４,予備区分４名称,予備区分５,予備区分５名称,予備区分６,予備区分６名称,予備区分７,予備区分７名称,予備区分８,予備区分８名称,査定区分,要求（予算額）,一次（予算額）,二次（予算額）,三次（予算額）,四次（予算額）,五次（予算額）,六次（予算額）,事業別性質別区分,事業別性質別区分名称,政策要求額,臨時要求額,政策査定額,臨時査定額
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2043,区民相談等事業運営,1,一般会計,2,総務費,1,総務管理費,2,広報広聴費,1,区政の広報、広聴費,1,区民相談等事業運営,1,区民相談等事業運営,0,33224,0,"32,774",32774,0,0,0,0,0,0,0,0,0,0,-450,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2087,地域活動推進（世田谷）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,4,地域活動推進（世田谷）,1,地域活動推進（世田谷）,0,917,0,917,917,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2092,防犯協会・防火防災協会（世田谷）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,9,防犯協会・防火防災協会（世田谷）,1,防犯協会・防火防災協会（世田谷）,0,1500,0,"1,500",1500,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2096,青少年対策（世田谷）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,13,青少年対策（世田谷）,1,青少年対策（世田谷）,0,5868,0,"5,834",5834,0,0,0,0,0,0,0,0,0,0,-34,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2101,まちづくり推進（世田谷）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,18,まちづくり推進（世田谷）,1,まちづくり推進（世田谷）,0,3393,0,"3,393",3393,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2108,ふるさとまつり協賛（世田谷）,1,一般会計,2,総務費,3,区民費,1,区民総務費,3,ふるさとまつり運営協力費,3,ふるさとまつり協賛（世田谷）,1,ふるさとまつり協賛（世田谷）,0,9588,0,"6,542",6542,0,0,0,0,0,0,0,0,0,0,-3046,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2123,世田谷総合支所庶務事務,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,1,世田谷総合支所庶務事務,1,世田谷総合支所庶務事務,0,4979,0,"4,884",4884,0,0,0,0,0,0,0,0,0,0,-95,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2128,計画・相談事業運営（世田谷）,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,6,計画・相談事業運営（世田谷）,1,計画・相談事業運営（世田谷）,0,1028,0,719,719,0,0,0,0,0,0,0,0,0,0,-309,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2422,地域活性化事業（世田谷）,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,21,地域活性化事業（世田谷）,1,地域活性化事業（世田谷）,0,6200,0,"5,500",5500,0,0,0,0,0,0,0,0,0,0,-700,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2139,世田谷地域出張所維持運営,1,一般会計,2,総務費,3,区民費,2,支所費,2,出張所維持運営費,1,世田谷地域出張所維持運営,1,世田谷地域出張所維持運営,0,149873,0,"168,575",168575,0,0,0,0,0,0,0,0,0,0,18702,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2147,世田谷地域出張所改修,1,一般会計,2,総務費,3,区民費,2,支所費,4,総合支所・出張所改修費,1,世田谷地域出張所改修,1,世田谷地域出張所改修,0,0,0,"6,090",6090,0,0,0,0,0,0,0,0,0,0,6090,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2355,世田谷総合支所・出張所改築事務,1,一般会計,2,総務費,3,区民費,2,支所費,8,総合支所・出張所改築費,1,世田谷総合支所・出張所改築事務,1,世田谷総合支所・出張所改築事務,0,65629,0,"29,145",29145,0,0,0,0,0,0,0,0,0,0,-36484,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2356,世田谷総合支所・出張所改築工事,1,一般会計,2,総務費,3,区民費,2,支所費,8,総合支所・出張所改築費,2,世田谷総合支所・出張所改築工事,1,世田谷総合支所・出張所改築工事,0,216240,0,"605,580",605580,0,0,0,0,0,0,0,0,0,0,389340,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2151,世田谷区民会館維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,1,世田谷区民会館維持運営,1,世田谷区民会館維持運営,0,91659,0,"75,603",75603,0,0,0,0,0,0,0,0,0,0,-16056,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2152,世田谷地域生涯学習事務,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,2,世田谷地域生涯学習事務,1,世田谷地域生涯学習事務,0,931,0,876,876,0,0,0,0,0,0,0,0,0,0,-55,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2153,世田谷地域区民センター事業委託,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,3,世田谷地域区民センター事業委託,1,世田谷地域区民センター事業委託,0,7287,0,"7,234",7234,0,0,0,0,0,0,0,0,0,0,-53,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2154,太子堂区民センター維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,4,太子堂区民センター維持運営,1,太子堂区民センター維持運営,0,44058,0,"44,962",44962,0,0,0,0,0,0,0,0,0,0,904,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2155,弦巻区民センター維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,5,弦巻区民センター維持運営,1,弦巻区民センター維持運営,0,67447,0,"69,016",69016,0,0,0,0,0,0,0,0,0,0,1569,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2156,桜丘区民センター維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,6,桜丘区民センター維持運営,1,桜丘区民センター維持運営,0,115995,0,"116,933",116933,0,0,0,0,0,0,0,0,0,0,938,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2157,宮坂区民センター維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,7,宮坂区民センター維持運営,1,宮坂区民センター維持運営,0,78240,0,"81,243",81243,0,0,0,0,0,0,0,0,0,0,3003,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2158,世田谷地域地区会館維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,8,世田谷地域地区会館維持運営,1,世田谷地域地区会館維持運営,0,79648,0,"81,602",81602,0,0,0,0,0,0,0,0,0,0,1954,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2159,世田谷地域区民集会所維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,9,世田谷地域区民集会所維持運営,1,世田谷地域区民集会所維持運営,0,21196,0,"20,287",20287,0,0,0,0,0,0,0,0,0,0,-909,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2185,世田谷地域区民施設改修,1,一般会計,2,総務費,3,区民費,6,区民施設費,2,区民施設改修費,1,世田谷地域区民施設改修,1,世田谷地域区民施設改修,0,47950,0,"13,608",13608,0,0,0,0,0,0,0,0,0,0,-34342,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2198,防災事業運営（世田谷）,1,一般会計,2,総務費,3,区民費,9,防災対策費,1,防災対策事業費,7,防災事業運営（世田谷）,1,防災事業運営（世田谷）,0,12426,0,"12,599",12599,0,0,0,0,0,0,0,0,0,0,173,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2203,防災訓練・組織育成（世田谷）,1,一般会計,2,総務費,3,区民費,9,防災対策費,1,防災対策事業費,12,防災訓練・組織育成（世田谷）,1,防災訓練・組織育成（世田谷）,0,18376,0,"22,266",22266,0,0,0,0,0,0,0,0,0,0,3890,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,2208,防災施設管理（世田谷）,1,一般会計,2,総務費,3,区民費,9,防災対策費,1,防災対策事業費,17,防災施設管理（世田谷）,1,防災施設管理（世田谷）,0,9042,0,"11,362",11362,0,0,0,0,0,0,0,0,0,0,2320,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135200000,世支＊地域調整課,2294,自主的コミュニティづくりの支援,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,24,自主的コミュニティづくりの支援,1,自主的コミュニティづくりの支援,0,34982,0,"35,036",35036,0,0,0,0,0,0,0,0,0,0,54,,,,,,,,,,6,豊かなコミュニティ活動の発展と住民自治の推進,3,暮らし・コミュニティ,1,地域コミュニティの促進,1,豊かな地域社会づくりに向けた区民による協働のまちづくり,1,豊かな地域社会づくりに向けた区民による協働のまちづくり,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135200000,世支＊地域調整課,2427,地域調整事務,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,27,地域調整事務,1,地域調整事務,0,6045,0,"3,881",3881,0,0,0,0,0,0,0,0,0,0,-2164,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2135600000,世支＊街づくり課,7414,街づくり事務（世田谷）,1,一般会計,7,土木費,6,都市計画費,1,都市計画総務費,1,都市計画事業費,35,街づくり事務（世田谷）,1,街づくり事務（世田谷）,0,1183,0,"1,289",1289,0,0,0,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2165100000,世センター＊生活支援課,3319,生活保健事務（世田谷）,1,一般会計,3,民生費,1,社会福祉費,1,社会福祉総務費,3,その他の社会福祉事業費,42,生活保健事務（世田谷）,1,生活保健事務（世田谷）,0,9244,0,"9,402",9402,0,0,0,0,0,0,0,0,0,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2165100000,世センター＊生活支援課,3329,相談員業務（世田谷）,1,一般会計,3,民生費,1,社会福祉費,1,社会福祉総務費,3,その他の社会福祉事業費,52,相談員業務（世田谷）,1,相談員業務（世田谷）,0,2092,0,"2,094",2094,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2165200000,世センター＊保健福祉課,3324,保健福祉運営事務（世田谷）,1,一般会計,3,民生費,1,社会福祉費,1,社会福祉総務費,3,その他の社会福祉事業費,47,保健福祉運営事務（世田谷）,1,保健福祉運営事務（世田谷）,0,1648,0,"1,357",1357,0,0,0,0,0,0,0,0,0,0,-291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,3337,世田谷保健福祉センター分室維持管理,1,一般会計,3,民生費,1,社会福祉費,1,社会福祉総務費,3,その他の社会福祉事業費,60,世田谷保健福祉センター分室維持管理,1,世田谷保健福祉センター分室維持管理,0,13290,0,"10,259",10259,0,0,0,0,0,0,0,0,0,0,-3031,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,5012,区民健康診断（世田谷）,1,一般会計,5,衛生費,2,保健所費,1,保健所費,2,保健衛生事業費,4,区民健康診断（世田谷）,1,区民健康診断（世田谷）,0,11125,0,"11,196",11196,0,0,0,0,0,0,0,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,5033,健康づくり支援（世田谷）,1,一般会計,5,衛生費,3,公衆衛生費,4,栄養指導費,1,健康づくり事業費,4,健康づくり支援（世田谷）,1,健康づくり支援（世田谷）,0,552,0,687,687,0,0,0,0,0,0,0,0,0,0,135,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2088,地域活動推進（北沢）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,5,地域活動推進（北沢）,1,地域活動推進（北沢）,0,1050,0,"1,047",1047,0,0,0,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2093,北沢防犯協会（北沢）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,10,北沢防犯協会（北沢）,1,北沢防犯協会（北沢）,0,1000,0,"1,000",1000,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2097,青少年対策（北沢）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,14,青少年対策（北沢）,1,青少年対策（北沢）,0,3516,0,"3,533",3533,0,0,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2102,まちづくり推進（北沢）,1,一般会計,2,総務費,3,区民費,1,区民総務費,2,まちづくり推進事業費,19,まちづくり推進（北沢）,1,まちづくり推進（北沢）,0,3229,0,"3,114",3114,0,0,0,0,0,0,0,0,0,0,-115,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2109,ふるさとまつり協賛（北沢）,1,一般会計,2,総務費,3,区民費,1,区民総務費,3,ふるさとまつり運営協力費,4,ふるさとまつり協賛（北沢）,1,ふるさとまつり協賛（北沢）,0,20047,0,"18,398",18398,0,0,0,0,0,0,0,0,0,0,-1649,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2113,梅まつり,1,一般会計,2,総務費,3,区民費,1,区民総務費,3,ふるさとまつり運営協力費,8,梅まつり,1,梅まつり,0,14024,0,"16,222",16222,0,0,0,0,0,0,0,0,0,0,2198,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2124,北沢総合支所庶務事務,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,2,北沢総合支所庶務事務,1,北沢総合支所庶務事務,0,3944,0,"4,030",4030,0,0,0,0,0,0,0,0,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2129,計画・相談事業運営（北沢）,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,7,計画・相談事業運営（北沢）,1,計画・相談事業運営（北沢）,0,554,0,257,257,0,0,0,0,0,0,0,0,0,0,-297,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2135,北沢総合支所維持管理,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,13,北沢総合支所維持管理,1,北沢総合支所維持管理,0,425566,0,"353,063",353063,0,0,0,0,0,0,0,0,0,0,-72503,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2423,地域活性化事業（北沢）,1,一般会計,2,総務費,3,区民費,2,支所費,1,総合支所維持運営費,22,地域活性化事業（北沢）,1,地域活性化事業（北沢）,0,5600,0,"5,000",5000,0,0,0,0,0,0,0,0,0,0,-600,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2140,北沢地域出張所維持運営,1,一般会計,2,総務費,3,区民費,2,支所費,2,出張所維持運営費,2,北沢地域出張所維持運営,1,北沢地域出張所維持運営,0,89102,0,"89,903",89903,0,0,0,0,0,0,0,0,0,0,801,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2267,北沢地域支所・出張所改修,1,一般会計,2,総務費,3,区民費,2,支所費,4,総合支所・出張所改修費,5,北沢地域支所・出張所改修,1,北沢地域支所・出張所改修,0,91238,0,"123,448",123448,0,0,0,0,0,0,0,0,0,0,32210,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2413,北沢総合支所・出張所改築事務,1,一般会計,2,総務費,3,区民費,2,支所費,8,総合支所・出張所改築費,7,北沢総合支所・出張所改築事務,1,北沢総合支所・出張所改築事務,0,0,0,"1,586",1586,0,0,0,0,0,0,0,0,0,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2436,北沢総合支所・出張所改築工事,1,一般会計,2,総務費,3,区民費,2,支所費,8,総合支所・出張所改築費,10,北沢総合支所・出張所改築工事,1,北沢総合支所・出張所改築工事,0,0,0,"246,600",246600,0,0,0,0,0,0,0,0,0,0,246600,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2160,北沢区民会館維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,10,北沢区民会館維持運営,1,北沢区民会館維持運営,0,41083,0,"28,594",28594,0,0,0,0,0,0,0,0,0,0,-12489,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2161,北沢地域生涯学習事務,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,11,北沢地域生涯学習事務,1,北沢地域生涯学習事務,0,683,0,683,683,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2162,北沢地域区民センター事業委託,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,12,北沢地域区民センター事業委託,1,北沢地域区民センター事業委託,0,3025,0,"2,491",2491,0,0,0,0,0,0,0,0,0,0,-534,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2163,代田区民センター維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,13,代田区民センター維持運営,1,代田区民センター維持運営,0,93125,0,"93,337",93337,0,0,0,0,0,0,0,0,0,0,212,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2164,北沢地域地区会館維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,14,北沢地域地区会館維持運営,1,北沢地域地区会館維持運営,0,51380,0,"86,675",86675,0,0,0,0,0,0,0,0,0,0,35295,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2165,北沢地域区民集会所維持運営,1,一般会計,2,総務費,3,区民費,6,区民施設費,1,区民施設維持運営費,15,北沢地域区民集会所維持運営,1,北沢地域区民集会所維持運営,0,59369,0,"51,131",51131,0,0,0,0,0,0,0,0,0,0,-8238,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,行政運営費,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,2186,北沢地域区民施設改修,1,一般会計,2,総務費,3,区民費,6,区民施設費,2,区民施設改修費,2,北沢地域区民施設改修,1,北沢地域区民施設改修,0,152491,0,"1,548,449",1548449,0,0,0,0,0,0,0,0,0,0,1395958,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,投資的経費,0,0,0,0
