年度,当初補正区分,当初補正区分名称,事業区分,事業区分名称,所属,所属名称,歳入番号,歳入番号名称,会計,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,前々年度決算額,予算前額,予算要求額,予算見積額,現計予算額,充当前額,充当要求額,充当額,現計充当額,未充当前額,未充当要求額,未充当額,現計未充当額,要求額対見積額,前年度対要求額,前年度対見積額,財源区分,財源区分名称,要求内容,補正内容,査定内容,経常臨時区分,経常臨時区分名称,査定区分,要求（予算額）,一次（予算額）,二次（予算額）,三次（予算額）,四次（予算額）,五次（予算額）,六次（予算額）
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,25,使用料区民会館世田谷区民会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,1,区民会館,1,世田谷区民会館,0,15000,0,15750,0,0,0,0,0,0,0,0,0,0,0,750,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,31,使用料区民センター太子堂区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,2,太子堂区民センター,0,4500,0,4300,0,0,0,0,0,0,0,0,0,0,0,-200,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,32,使用料区民センター弦巻区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,3,弦巻区民センター,0,8800,0,8600,0,0,0,0,0,0,0,0,0,0,0,-200,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,33,使用料区民センター宮坂区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,4,宮坂区民センター,0,11920,0,12814,0,0,0,0,0,0,0,0,0,0,0,894,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,41,使用料区民センター桜丘区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,12,桜丘区民センター,0,9100,0,8600,0,0,0,0,0,0,0,0,0,0,0,-500,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,42,使用料食堂施設世田谷区民会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,3,食堂施設,1,世田谷区民会館,0,1455,0,1501,0,0,0,0,0,0,0,0,0,0,0,46,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,45,使用料食堂施設宮坂区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,3,食堂施設,8,宮坂区民センター,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,-466,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,50,使用料総務施設世田谷地域出張所,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,3,世田谷地域出張所,0,139,0,139,0,0,0,0,0,0,0,0,0,0,0,0,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,58,使用料総務施設桜丘区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,14,桜丘区民センター,0,51,0,41,0,0,0,0,0,0,0,0,0,0,0,-10,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,59,使用料総務施設世田谷地域地区会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,15,世田谷地域地区会館,0,251,0,251,0,0,0,0,0,0,0,0,0,0,0,0,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6753,使用料総務施設スカイキャロット展望ロビー,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,35,スカイキャロット展望ロビー,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,507,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,67,使用料総務施設世田谷区民会館第二別館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,37,世田谷区民会館第二別館,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,-501,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5321,使用料総務施設弦巻区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,48,弦巻区民センター,0,450,0,475,0,0,0,0,0,0,0,0,0,0,0,25,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,79,使用料地区会館世田谷地域地区会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,11,地区会館,1,世田谷地域地区会館,0,17520,0,18813,0,0,0,0,0,0,0,0,0,0,0,1293,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,84,使用料区民集会所世田谷地域区民集会所,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,12,区民集会所,1,世田谷地域区民集会所,0,12000,0,12900,0,0,0,0,0,0,0,0,0,0,0,900,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6645,都補助金地域福祉推進区市町村包括補助事業弦巻区民センター,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,29,地域福祉推進区市町村包括補助事業,5,弦巻区民センター,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,1059,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6646,都補助金ユニバーサルデザインのまちづくり緊急推進補助事業ユニバー,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,36,ユニバーサルデザインのまちづくり緊急推進補助事業,6,ユニバーサルデザインの推進（世田谷地域区民施設）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5734,都補助金地域福祉推進区市町村包括補助事業公共施設バリアフリー,1,一般会計,14,都支出金,2,都補助金,2,民生費補助金,60,地域福祉推進区市町村包括補助事業,58,公共施設バリアフリー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6365,財産運用収入建物貸付屋上貸付（宮坂区民センター）,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,3,建物貸付,24,屋上貸付（宮坂区民センター）,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5484,財産運用収入土地貸付太子堂区民センター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,60,太子堂区民センター,0,718,0,718,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5485,財産運用収入土地貸付弦巻区民センター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,61,弦巻区民センター,0,626,0,626,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5791,財産運用収入土地貸付桜丘区民センター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,68,桜丘区民センター,0,409,0,409,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6051,財産運用収入土地貸付宮坂区民センター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,70,宮坂区民センター,0,7,0,819,0,0,0,0,0,0,0,0,0,0,0,812,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6662,寄附金総務費宮坂区民センター展示車両補修整備事業,1,一般会計,16,寄附金,1,寄附金,2,指定寄附金,1,総務費,5,宮坂区民センター展示車両補修整備事業,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,7,寄附金,,,,2,臨時,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,4418,雑入納付金（２）非常勤職員等社会保険料（区民相談等事業運営）,1,一般会計,19,諸収入,6,雑入,4,納付金,5,納付金（２）,11,非常勤職員等社会保険料（区民相談等事業運営）,0,1139,0,1061,0,0,0,0,0,0,0,0,0,0,0,-78,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1731,雑入電話料電話料,1,一般会計,19,諸収入,6,雑入,9,雑入,1,電話料,1,電話料,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,99,一般財源,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1006,雑入光熱水費等負担金世田谷区民会館,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,8,世田谷区民会館,0,2065,0,2065,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1019,雑入光熱水費等負担金桜丘区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,20,桜丘区民センター,0,33,0,36,0,0,0,0,0,0,0,0,0,0,0,3,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1021,雑入光熱水費等負担金世田谷地域出張所,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,22,世田谷地域出張所,0,1389,0,1335,0,0,0,0,0,0,0,0,0,0,0,-54,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1057,雑入光熱水費等負担金宮坂区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,58,宮坂区民センター,0,2500,0,1500,0,0,0,0,0,0,0,0,0,0,0,-1000,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6186,雑入光熱水費等負担金旧地区会館,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,89,旧地区会館,0,1235,0,580,0,0,0,0,0,0,0,0,0,0,0,-655,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1748,雑入参加料・利用料世田谷地域生涯学習事務,1,一般会計,19,諸収入,6,雑入,9,雑入,8,参加料・利用料,23,世田谷地域生涯学習事務,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6239,雑入参加料・利用料世田谷地域区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,8,参加料・利用料,88,世田谷地域区民センター,0,520,0,520,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,1109,雑入雑入防災事業運営,1,一般会計,19,諸収入,6,雑入,9,雑入,50,雑入,30,防災事業運営,0,87,0,111,0,0,0,0,0,0,0,0,0,0,0,24,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5373,雑入光熱水費等負担金（２）弦巻区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,54,光熱水費等負担金（２）,37,弦巻区民センター,0,298,0,195,0,0,0,0,0,0,0,0,0,0,0,-103,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,5476,雑入光熱水費等負担金（２）太子堂区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,54,光熱水費等負担金（２）,42,太子堂区民センター,0,220,0,250,0,0,0,0,0,0,0,0,0,0,0,30,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6338,特別区債世田谷総合支所・出張所改築上町まちづくりセンター改築,1,一般会計,20,特別区債,1,特別区債,1,総務債,6,世田谷総合支所・出張所改築,1,上町まちづくりセンター改築,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,-150000,12,特別区債,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135100000,世支＊地域振興課,6705,特別区債世田谷総合支所・出張所改築出張所・まちづくりセンター改築,1,一般会計,20,特別区債,1,特別区債,1,総務債,6,世田谷総合支所・出張所改築,2,出張所・まちづくりセンター改築,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,400000,12,特別区債,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135600000,世支＊街づくり課,3588,財産運用収入土地貸付街づくり用地,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,30,街づくり用地,0,3256,0,4780,0,0,0,0,0,0,0,0,0,0,0,1524,99,一般財源,,,,2,臨時,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2135600000,世支＊街づくり課,4377,雑入雑入（２）架設送電線路補償料,1,一般会計,19,諸収入,6,雑入,9,雑入,51,雑入（２）,28,架設送電線路補償料,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,一般財源,,,,2,臨時,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2165100000,世センター＊生活支援課,2939,国庫補助金相談員費相談員費（世田谷）,1,一般会計,13,国庫支出金,2,国庫補助金,1,民生費補助金,1,相談員費,1,相談員費（世田谷）,0,1663,0,763,0,0,0,0,0,0,0,0,0,0,0,-900,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,118,使用料保健所健康相談（世田谷）,1,一般会計,12,使用料及手数料,1,使用料,3,衛生使用料,1,保健所,11,健康相談（世田谷）,0,678,0,671,0,0,0,0,0,0,0,0,0,0,0,-7,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,123,使用料保健所歯科相談（世田谷）,1,一般会計,12,使用料及手数料,1,使用料,3,衛生使用料,1,保健所,16,歯科相談（世田谷）,0,544,0,528,0,0,0,0,0,0,0,0,0,0,0,-16,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,213,手数料診断書診断書（世田谷）,1,一般会計,12,使用料及手数料,2,手数料,4,衛生手数料,2,診断書,3,診断書（世田谷）,0,195,0,195,0,0,0,0,0,0,0,0,0,0,0,0,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2165300000,世センター＊健康づくり課,4425,雑入納付金（２）非常勤職員等社会保険料（健康診断世田谷）,1,一般会計,19,諸収入,6,雑入,4,納付金,5,納付金（２）,12,非常勤職員等社会保険料（健康診断世田谷）,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,28,使用料区民会館北沢タウンホール,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,1,区民会館,4,北沢タウンホール,0,12890,0,9258,0,0,0,0,0,0,0,0,0,0,0,-3632,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,34,使用料区民センター代田区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,5,代田区民センター,0,3500,0,5175,0,0,0,0,0,0,0,0,0,0,0,1675,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,57,使用料総務施設北沢地域出張所,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,13,北沢地域出張所,0,477,0,477,0,0,0,0,0,0,0,0,0,0,0,0,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,61,使用料総務施設北沢タウンホール,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,18,北沢タウンホール,0,2935,0,2950,0,0,0,0,0,0,0,0,0,0,0,15,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,64,使用料総務施設北沢地域地区会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,25,北沢地域地区会館,0,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,80,使用料地区会館北沢地域地区会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,11,地区会館,2,北沢地域地区会館,0,8579,0,9637,0,0,0,0,0,0,0,0,0,0,0,1058,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,85,使用料区民集会所北沢地域区民集会所,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,12,区民集会所,2,北沢地域区民集会所,0,9400,0,15433,0,0,0,0,0,0,0,0,0,0,0,6033,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,6585,都補助金ユニバーサルデザインのまちづくり緊急推進補助事業ユニバーサルデザ,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,36,ユニバーサルデザインのまちづくり緊急推進補助事業,2,ユニバーサルデザインの推進（北沢地域区民施設）,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,591,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,4674,都補助金地域福祉推進区市町村包括補助事業公共施設バリアフリー,1,一般会計,14,都支出金,2,都補助金,2,民生費補助金,60,地域福祉推進区市町村包括補助事業,13,公共施設バリアフリー,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,1120,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,697,財産運用収入建物貸付北沢タウンホール駐車場,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,3,建物貸付,2,北沢タウンホール駐車場,0,3628,0,3628,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,699,財産運用収入土地貸付代田区民センター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,2,代田区民センター,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,5287,財産運用収入土地貸付北沢タウンホール,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,55,北沢タウンホール,0,388,0,388,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,5288,財産運用収入土地貸付北沢地域まちづくりセンター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,56,北沢地域まちづくりセンター,0,293,0,293,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,1731,雑入電話料電話料,1,一般会計,19,諸収入,6,雑入,9,雑入,1,電話料,1,電話料,0,63,0,67,0,0,0,0,0,0,0,0,0,0,0,4,99,一般財源,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,1029,雑入光熱水費等負担金北沢総合支所,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,30,北沢総合支所,0,12641,0,12641,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,1060,雑入光熱水費等負担金北沢地域出張所,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,61,北沢地域出張所,0,402,0,402,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,6240,雑入参加料・利用料北沢地域区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,8,参加料・利用料,89,北沢地域区民センター,0,720,0,676,0,0,0,0,0,0,0,0,0,0,0,-44,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,1859,雑入リサイクル資源売払金北沢総合支所維持管理,1,一般会計,19,諸収入,6,雑入,9,雑入,15,リサイクル資源売払金,7,北沢総合支所維持管理,0,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,1762,雑入施設管理費負担金北沢総合支所維持管理,1,一般会計,19,諸収入,6,雑入,9,雑入,18,施設管理費負担金,1,北沢総合支所維持管理,0,15548,0,14378,0,0,0,0,0,0,0,0,0,0,0,-1170,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,6456,雑入返還金・戻入金（２）区民集会所敷金返還金,1,一般会計,19,諸収入,6,雑入,9,雑入,52,返還金・戻入金（２）,93,区民集会所敷金返還金,0,0,0,939,0,0,0,0,0,0,0,0,0,0,0,939,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,5286,雑入光熱水費等負担金（２）代田区民センター,1,一般会計,19,諸収入,6,雑入,9,雑入,54,光熱水費等負担金（２）,33,代田区民センター,0,38,0,37,0,0,0,0,0,0,0,0,0,0,0,-1,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,6340,特別区債北沢地域区民施設改修梅丘・代田地区会館改修,1,一般会計,20,特別区債,1,特別区債,1,総務債,8,北沢地域区民施設改修,1,梅丘・代田地区会館改修,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,-100000,12,特別区債,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235100000,北支＊地域振興課,6707,特別区債北沢地域区民施設改修区民施設改修,1,一般会計,20,特別区債,1,特別区債,1,総務債,8,北沢地域区民施設改修,2,区民施設改修,0,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,900000,12,特別区債,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2235500000,北支＊街づくり課,5600,国庫補助金社会資本整備総合交付金都市再生整備計画事業（上部利用）,1,一般会計,13,国庫支出金,2,国庫補助金,4,土木費補助金,51,社会資本整備総合交付金,77,都市再生整備計画事業（上部利用）,0,42560,0,16000,0,0,0,0,0,0,0,0,0,0,0,-26560,1,国庫支出金,,,,2,臨時,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2265100000,北センター＊生活支援課,2940,国庫補助金相談員費相談員費（北沢）,1,一般会計,13,国庫支出金,2,国庫補助金,1,民生費補助金,1,相談員費,2,相談員費（北沢）,0,1331,0,74,0,0,0,0,0,0,0,0,0,0,0,-1257,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2265300000,北センター＊健康づくり課,119,使用料保健所健康相談（北沢）,1,一般会計,12,使用料及手数料,1,使用料,3,衛生使用料,1,保健所,12,健康相談（北沢）,0,797,0,711,0,0,0,0,0,0,0,0,0,0,0,-86,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2265300000,北センター＊健康づくり課,124,使用料保健所歯科相談（北沢）,1,一般会計,12,使用料及手数料,1,使用料,3,衛生使用料,1,保健所,17,歯科相談（北沢）,0,321,0,344,0,0,0,0,0,0,0,0,0,0,0,23,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2265300000,北センター＊健康づくり課,214,手数料診断書診断書（北沢）,1,一般会計,12,使用料及手数料,2,手数料,4,衛生手数料,2,診断書,4,診断書（北沢）,0,225,0,195,0,0,0,0,0,0,0,0,0,0,0,-30,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2265300000,北センター＊健康づくり課,1127,雑入雑入健康づくり支援（北沢）,1,一般会計,19,諸収入,6,雑入,9,雑入,50,雑入,48,健康づくり支援（北沢）,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2335100000,玉支＊地域振興課,26,使用料区民会館玉川区民会館,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,1,区民会館,2,玉川区民会館,0,11000,0,12393,0,0,0,0,0,0,0,0,0,0,0,1393,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2335100000,玉支＊地域振興課,35,使用料区民センター深沢区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,6,深沢区民センター,0,3000,0,3450,0,0,0,0,0,0,0,0,0,0,0,450,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2335100000,玉支＊地域振興課,36,使用料区民センター奥沢区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,7,奥沢区民センター,0,1000,0,1150,0,0,0,0,0,0,0,0,0,0,0,150,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2335100000,玉支＊地域振興課,37,使用料区民センター玉川台区民センター,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,2,区民センター,8,玉川台区民センター,0,3800,0,4370,0,0,0,0,0,0,0,0,0,0,0,570,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2335100000,玉支＊地域振興課,49,使用料総務施設玉川総合支所,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,2,玉川総合支所,0,44,0,51,0,0,0,0,0,0,0,0,0,0,0,7,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2018,0,当初,1,一次経費,2335100000,玉支＊地域振興課,51,使用料総務施設玉川地域出張所,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,4,玉川地域出張所,0,51,0,44,0,0,0,0,0,0,0,0,0,0,0,-7,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
