年度,当初補正区分,当初補正区分名称,事業区分,事業区分名称,所属,所属名称,歳入番号,歳入番号名称,会計,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,前々年度決算額,予算前額,予算要求額,予算見積額,現計予算額,充当前額,充当要求額,充当額,現計充当額,未充当前額,未充当要求額,未充当額,現計未充当額,要求額対見積額,前年度対要求額,前年度対見積額,財源区分,財源区分名称,要求内容,補正内容,査定内容,経常臨時区分,経常臨時区分名称,査定区分,要求（予算額）,一次（予算額）,二次（予算額）,三次（予算額）,四次（予算額）,五次（予算額）,六次（予算額）
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,2324,財産運用収入建物貸付文化生活情報センター駐輪場,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,3,建物貸付,8,文化生活情報センター駐輪場,0,16315,0,0,0,0,0,0,0,0,0,0,0,0,0,-16315,99,一般財源,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,4700,財産運用収入土地貸付文化生活情報センター,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,43,文化生活情報センター,0,139,0,139,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,716,財産運用収入基金利子国際平和交流基金,1,一般会計,15,財産収入,1,財産運用収入,2,利子及配当金,2,基金利子,41,国際平和交流基金,0,691,0,571,0,0,0,0,0,0,0,0,0,0,0,-120,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,717,財産運用収入基金利子文化振興基金,1,一般会計,15,財産収入,1,財産運用収入,2,利子及配当金,2,基金利子,42,文化振興基金,0,62,0,51,0,0,0,0,0,0,0,0,0,0,0,-11,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,1852,寄附金総務費文化振興基金,1,一般会計,16,寄附金,1,寄附金,2,指定寄附金,1,総務費,1,文化振興基金,0,600,0,5000,0,0,0,0,0,0,0,0,0,0,0,4400,7,寄附金,,,,2,臨時,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,4080,寄附金総務費国際平和交流基金,1,一般会計,16,寄附金,1,寄附金,2,指定寄附金,1,総務費,2,国際平和交流基金,0,100,0,1000,0,0,0,0,0,0,0,0,0,0,0,900,7,寄附金,,,,2,臨時,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,7235,寄附金総務費おもてなしプロジェクト,1,一般会計,16,寄附金,1,寄附金,2,指定寄附金,1,総務費,18,おもてなしプロジェクト,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,-10200,7,寄附金,,,,2,臨時,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,739,基金繰入金国際平和交流国際平和交流,1,一般会計,17,繰入金,1,基金繰入金,22,国際平和交流基金繰入金,1,国際平和交流,1,国際平和交流,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,9,繰入金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,6355,基金繰入金国際平和交流国際平和交流（国際化）,1,一般会計,17,繰入金,1,基金繰入金,22,国際平和交流基金繰入金,1,国際平和交流,3,国際平和交流（国際化）,0,2475,0,3270,0,0,0,0,0,0,0,0,0,0,0,795,9,繰入金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,7712,基金繰入金国際平和交流おもてなしプロジェクト,1,一般会計,17,繰入金,1,基金繰入金,22,国際平和交流基金繰入金,1,国際平和交流,4,おもてなしプロジェクト,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,-30000,9,繰入金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,6583,基金繰入金文化振興文化・芸術資源の魅力発信,1,一般会計,17,繰入金,1,基金繰入金,36,文化振興基金繰入金,1,文化振興,3,文化・芸術資源の魅力発信,0,5000,0,2000,0,0,0,0,0,0,0,0,0,0,0,-3000,9,繰入金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,1008,雑入光熱水費等負担金文化生活情報センター,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,10,文化生活情報センター,0,2214,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,1027,雑入光熱水費等負担金美術館,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,28,美術館,0,6378,0,6332,0,0,0,0,0,0,0,0,0,0,0,-46,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,1050,雑入光熱水費等負担金文学館,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,51,文学館,0,968,0,968,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,1753,雑入有償刊行物売払料文化施設,1,一般会計,19,諸収入,6,雑入,9,雑入,16,有償刊行物売払料,2,文化施設,0,172,0,142,0,0,0,0,0,0,0,0,0,0,0,-30,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405400000,生政＊文化・国際課,4894,雑入雑入（２）地域の芸術環境づくり助成事業,1,一般会計,19,諸収入,6,雑入,9,雑入,51,雑入（２）,46,地域の芸術環境づくり助成事業,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,5000,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,62,使用料総務施設男女共同参画センター研修室,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,20,男女共同参画センター研修室,0,600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,7908,国庫補助金児童虐待・ＤＶ対策等総合支援事業費売春防止活動・ＤＶ対,1,一般会計,13,国庫支出金,2,国庫補助金,1,民生費補助金,49,児童虐待・ＤＶ対策等総合支援事業費,22,売春防止活動・ＤＶ対策強化事業,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,101,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,5139,都補助金人権啓発活動地方委託事業人権啓発活動地方委託事業,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,21,人権啓発活動地方委託事業,2,人権啓発活動地方委託事業,0,82,0,118,0,0,0,0,0,0,0,0,0,0,0,36,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,5523,都補助金子供家庭支援区市町村包括補助事業東京都ひとり親家庭生活支,1,一般会計,14,都支出金,2,都補助金,2,民生費補助金,68,子供家庭支援区市町村包括補助事業,47,東京都ひとり親家庭生活支援事業,0,292,0,201,0,0,0,0,0,0,0,0,0,0,0,-91,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,3515,雑入参加料・利用料男女共同参画センターコピーサービス料等,1,一般会計,19,諸収入,6,雑入,9,雑入,8,参加料・利用料,50,男女共同参画センターコピーサービス料等,0,150,0,50,0,0,0,0,0,0,0,0,0,0,0,-100,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,6362,雑入雑入（２）らぷらす自動販売機設置（転貸料）,1,一般会計,19,諸収入,6,雑入,9,雑入,51,雑入（２）,89,らぷらす自動販売機設置（転貸料）,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405450000,生政＊人権男女共同参画課,6363,雑入雑入（２）らぷらす自動販売機設置（光熱水費負担分）,1,一般会計,19,諸収入,6,雑入,9,雑入,51,雑入（２）,90,らぷらす自動販売機設置（光熱水費負担分）,0,45,0,30,0,0,0,0,0,0,0,0,0,0,0,-15,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405500000,生政＊健康村・ふる交流課,73,使用料総務施設区民健康村用地,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,43,区民健康村用地,0,252,0,241,0,0,0,0,0,0,0,0,0,0,0,-11,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405500000,生政＊健康村・ふる交流課,7150,雑入広告料収入新成人のつどい,1,一般会計,19,諸収入,6,雑入,9,雑入,45,広告料収入,22,新成人のつどい,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,-680,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405500000,生政＊健康村・ふる交流課,8126,雑入広告料収入二十歳のつどい,1,一般会計,19,諸収入,6,雑入,9,雑入,45,広告料収入,27,二十歳のつどい,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,680,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405500000,生政＊健康村・ふる交流課,7155,雑入特別区全国連携プロジェクト関連事業助成金特別区全国連携プロジ,1,一般会計,19,諸収入,6,雑入,9,雑入,73,特別区全国連携プロジェクト関連事業助成金,3,特別区全国連携プロジェクト関連事業助成金,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,-1452,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3405500000,生政＊健康村・ふる交流課,8216,雑入特別区全国連携プロジェクト関連事業助成金特別区全国連携プロジ,1,一般会計,19,諸収入,6,雑入,9,雑入,73,特別区全国連携プロジェクト関連事業助成金,4,特別区全国連携プロジェクト関連事業助成金,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,1452,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415100000,地域行政部＊地域行政課,6650,手数料システム登録けやきネット（システム）,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,2,システム登録,1,けやきネット（システム）,0,6800,0,20000,0,0,0,0,0,0,0,0,0,0,0,13200,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415100000,地域行政部＊地域行政課,7403,国庫補助金個人番号カード交付事務費補助金個人番号カード交付事務費,1,一般会計,13,国庫支出金,2,国庫補助金,8,総務費補助金,21,個人番号カード交付事務費補助金,2,個人番号カード交付事務費補助金,0,154473,0,162988,0,0,0,0,0,0,0,0,0,0,0,8515,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415100000,地域行政部＊地域行政課,2708,都委託金自衛隊員募集費自衛隊員募集,1,一般会計,14,都支出金,3,都委託金,1,総務費委託金,2,自衛隊員募集費,4,自衛隊員募集,0,150,0,150,0,0,0,0,0,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415100000,地域行政部＊地域行政課,7302,雑入納付金（３）会計年度任用職員社会保険料（地域行政部）,1,一般会計,19,諸収入,6,雑入,4,納付金,6,納付金（３）,3,会計年度任用職員社会保険料（地域行政部）,0,28786,0,29271,0,0,0,0,0,0,0,0,0,0,0,485,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415100000,地域行政部＊地域行政課,6632,雑入広告料収入公共施設利用案内システム,1,一般会計,19,諸収入,6,雑入,9,雑入,45,広告料収入,20,公共施設利用案内システム,0,2000,0,924,0,0,0,0,0,0,0,0,0,0,0,-1076,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,192,手数料証明閲覧住民基本台帳証明・閲覧,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,2,住民基本台帳証明・閲覧,0,143262,0,139433,0,0,0,0,0,0,0,0,0,0,0,-3829,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,193,手数料証明閲覧印鑑登録証明,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,3,印鑑登録証明,0,85926,0,79067,0,0,0,0,0,0,0,0,0,0,0,-6859,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,194,手数料証明閲覧印鑑登録証,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,4,印鑑登録証,0,3769,0,3722,0,0,0,0,0,0,0,0,0,0,0,-47,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,195,手数料証明閲覧戸籍謄抄本諸証明,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,5,戸籍謄抄本諸証明,0,98465,0,110049,0,0,0,0,0,0,0,0,0,0,0,11584,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,196,手数料証明閲覧戸籍の附票・身分証明等,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,8,戸籍の附票・身分証明等,0,8138,0,9420,0,0,0,0,0,0,0,0,0,0,0,1282,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,2709,手数料証明閲覧耕地整理証明,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,19,耕地整理証明,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,5011,国庫委託金中長期在留者住居地届出等事務委託費中長期在留者住居地届,1,一般会計,13,国庫支出金,3,国庫委託金,4,総務費委託金,8,中長期在留者住居地届出等事務委託費,1,中長期在留者住居地届出等事務委託費,0,6697,0,6446,0,0,0,0,0,0,0,0,0,0,0,-251,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,670,都委託金住民記録費住民記録,1,一般会計,14,都支出金,3,都委託金,1,総務費委託金,4,住民記録費,1,住民記録,0,1513,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,671,都委託金戸籍統計費戸籍統計,1,一般会計,14,都支出金,3,都委託金,1,総務費委託金,5,戸籍統計費,1,戸籍統計,0,722,0,722,0,0,0,0,0,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,1957,雑入自動証明写真機管理協力金世田谷総合支所,1,一般会計,19,諸収入,6,雑入,9,雑入,23,自動証明写真機管理協力金,3,世田谷総合支所,0,540,0,540,0,0,0,0,0,0,0,0,0,0,0,0,99,一般財源,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,6408,雑入広告料収入総合支所くみん窓口,1,一般会計,19,諸収入,6,雑入,9,雑入,45,広告料収入,18,総合支所くみん窓口,0,5096,0,5096,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415220000,地行＊住民記録・戸籍課,7212,雑入地方公共団体情報システム機構手数料庁内設置分手数料,1,一般会計,19,諸収入,6,雑入,9,雑入,90,地方公共団体情報システム機構手数料,1,庁内設置分手数料,0,8964,0,11380,0,0,0,0,0,0,0,0,0,0,0,2416,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415300000,地＊番号・カード交付課,5810,手数料証明閲覧通知カード・個人番号カード,1,一般会計,12,使用料及手数料,2,手数料,1,総務手数料,1,証明閲覧,21,通知カード・個人番号カード,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,-1400,4,手数料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415300000,地＊番号・カード交付課,6885,国庫補助金個人番号カード交付事業費補助金個人番号カード交付事業費,1,一般会計,13,国庫支出金,2,国庫補助金,8,総務費補助金,20,個人番号カード交付事業費補助金,1,個人番号カード交付事業費補助金,0,490118,0,0,0,0,0,0,0,0,0,0,0,0,0,-490118,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3415300000,地＊番号・カード交付課,6886,国庫補助金個人番号カード交付事務費補助金個人番号カード交付事務費,1,一般会計,13,国庫支出金,2,国庫補助金,8,総務費補助金,21,個人番号カード交付事務費補助金,1,個人番号カード交付事務費補助金,0,298432,0,316129,0,0,0,0,0,0,0,0,0,0,0,17697,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6044,都補助金スポーツ振興等事業費補助事業普及啓発事業,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,34,スポーツ振興等事業費補助事業,3,普及啓発事業,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,-5000,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6588,都補助金スポーツ振興等事業費補助事業障害者スポーツ地域振興事業（,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,34,スポーツ振興等事業費補助事業,10,障害者スポーツ地域振興事業（障害者スポーツの推進）,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,-220,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6589,都補助金スポーツ振興等事業費補助事業障害者スポーツ地域振興事業（,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,34,スポーツ振興等事業費補助事業,11,障害者スポーツ地域振興事業（オリンピック・パラリンピック）,0,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,-2780,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,7075,都補助金東京２０２０大会開催関連事業費補助金２０２０年東京オリン,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,37,東京２０２０大会開催関連事業費補助金,1,２０２０年東京オリンピック・パラリンピック気運醸成,0,14212,0,0,0,0,0,0,0,0,0,0,0,0,0,-14212,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,7780,都補助金ホストタウン等新型コロナウイルス感染症対策交付金ホストタ,1,一般会計,14,都支出金,2,都補助金,1,総務費補助金,42,ホストタウン等新型コロナウイルス感染症対策交付金,1,ホストタウン等新型コロナウイルス感染症対策交付金,0,86552,0,0,0,0,0,0,0,0,0,0,0,0,0,-86552,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6428,財産運用収入基金利子スポーツ推進基金,1,一般会計,15,財産収入,1,財産運用収入,2,利子及配当金,2,基金利子,52,スポーツ推進基金,0,1025,0,1502,0,0,0,0,0,0,0,0,0,0,0,477,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6377,寄附金総務費スポーツ推進基金,1,一般会計,16,寄附金,1,寄附金,2,指定寄附金,1,総務費,3,スポーツ推進基金,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,7,寄附金,,,,2,臨時,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6622,基金繰入金スポーツ推進基金スポーツ推進基金（障害者スポーツの推進,1,一般会計,17,繰入金,1,基金繰入金,43,スポーツ推進基金繰入金,1,スポーツ推進基金,2,スポーツ推進基金（障害者スポーツの推進）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,繰入金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,8129,基金繰入金スポーツ推進基金スポーツ推進基金（パラスポーツの推進）,1,一般会計,17,繰入金,1,基金繰入金,43,スポーツ推進基金繰入金,1,スポーツ推進基金,4,スポーツ推進基金（パラスポーツの推進）,0,0,0,2567,0,0,0,0,0,0,0,0,0,0,0,2567,9,繰入金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,7303,雑入納付金（３）会計年度任用職員社会保険料（スポーツ推進部）,1,一般会計,19,諸収入,6,雑入,4,納付金,6,納付金（３）,4,会計年度任用職員社会保険料（スポーツ推進部）,0,401,0,621,0,0,0,0,0,0,0,0,0,0,0,220,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,7314,雑入納付金（３）会計年度任用職員社会保険料（スポーツ推進部）,1,一般会計,19,諸収入,6,雑入,4,納付金,6,納付金（３）,12,会計年度任用職員社会保険料（スポーツ推進部）,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-149,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,1731,雑入電話料電話料,1,一般会計,19,諸収入,6,雑入,9,雑入,1,電話料,1,電話料,0,34,0,25,0,0,0,0,0,0,0,0,0,0,0,-9,99,一般財源,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,4999,雑入参加料・利用料リコー砧総合運動場,1,一般会計,19,諸収入,6,雑入,9,雑入,8,参加料・利用料,66,リコー砧総合運動場,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,-1077,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,6325,雑入大蔵第二運動場利用料金納付金大蔵第二運動場利用料金納付金（基,1,一般会計,19,諸収入,6,雑入,9,雑入,76,大蔵第二運動場利用料金納付金,3,大蔵第二運動場利用料金納付金（基金積立金）,0,92772,0,136464,0,0,0,0,0,0,0,0,0,0,0,43692,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445100000,スポ推進＊スポーツ推進課,7997,雑入参加料・利用料（２）給田一丁目第一生命グラウンド,1,一般会計,19,諸収入,6,雑入,9,雑入,97,参加料・利用料（２）,1,給田一丁目第一生命グラウンド,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,3922,使用料総務施設大蔵第二運動公園運動施設,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,47,大蔵第二運動公園運動施設,0,1200,0,1300,0,0,0,0,0,0,0,0,0,0,0,100,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,6255,使用料総務施設総合運動場,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,50,総合運動場,0,1542,0,407,0,0,0,0,0,0,0,0,0,0,0,-1135,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,6256,使用料総務施設千歳温水プール,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,5,総務施設,51,千歳温水プール,0,1100,0,428,0,0,0,0,0,0,0,0,0,0,0,-672,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,3674,使用料スポーツ施設地域体育館・地区体育室,1,一般会計,12,使用料及手数料,1,使用料,1,総務使用料,16,スポーツ施設,2,地域体育館・地区体育室,0,21343,0,21461,0,0,0,0,0,0,0,0,0,0,0,118,3,使用料,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,8125,国庫補助金新型コロナウイルスワクチン接種事業新型コロナウイルスワ,1,一般会計,13,国庫支出金,2,国庫補助金,3,衛生費補助金,20,新型コロナウイルスワクチン接種事業,12,新型コロナウイルスワクチン接種体制確保事業（スポーツ推進部）,0,0,0,7467,0,0,0,0,0,0,0,0,0,0,0,7467,1,国庫支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,6945,都補助金都市計画交付金大蔵運動公園改修,1,一般会計,14,都支出金,2,都補助金,6,土木費補助金,1,都市計画交付金,52,大蔵運動公園改修,0,0,0,30712,0,0,0,0,0,0,0,0,0,0,0,30712,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,7236,都補助金都市計画交付金上用賀公園拡張整備,1,一般会計,14,都支出金,2,都補助金,6,土木費補助金,1,都市計画交付金,66,上用賀公園拡張整備,0,0,0,9544,0,0,0,0,0,0,0,0,0,0,0,9544,2,都支出金,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,8079,財産運用収入建物貸付北烏山地区体育室,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,3,建物貸付,28,北烏山地区体育室,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,4370,財産運用収入土地貸付大蔵第二運動場,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,34,大蔵第二運動場,0,1600,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,4698,財産運用収入土地貸付総合運動場,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,41,総合運動場,0,1421,0,1324,0,0,0,0,0,0,0,0,0,0,0,-97,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,4699,財産運用収入土地貸付千歳温水プール,1,一般会計,15,財産収入,1,財産運用収入,1,財産貸付収入,4,土地貸付,42,千歳温水プール,0,477,0,374,0,0,0,0,0,0,0,0,0,0,0,-103,8,財産収入,,,,1,経常,0,0,0,0,0,0,0,0
2022,0,当初,1,一次経費,3445550000,スポ推進＊スポーツ施設課,3677,雑入光熱水費等負担金地域体育施設,1,一般会計,19,諸収入,6,雑入,9,雑入,5,光熱水費等負担金,91,地域体育施設,0,34,0,32,0,0,0,0,0,0,0,0,0,0,0,-2,10,諸収入,,,,1,経常,0,0,0,0,0,0,0,0
