program_id,budget_item_key,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,major_program_name,budget_program_name,detail_program_name,department_name,amount_thousand_yen,general_revenue_thousand_yen,allocated_revenue_thousand_yen,major_program_code,budget_program_code,detail_program_code,budget_program_group_id,source_type,source_file,source_row_number,is_zero_amount,funding_data_status,department_display_name,department_mapping_status
2026_general_expenditure_03_01_01_03_56_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,相談員業務（烏山）,相談員業務（烏山）,烏センター＊子家庭支援課,16,16,0,03,56,01,2026_general_expenditure_03_01_01_03_56,official_csv,ippansaisyutu.csv,9240,false,raw_source_only,烏山総合支所 子家庭支援課,matched
2026_general_expenditure_03_01_01_03_60_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,世田谷保健福祉センター分室維持管理,世田谷保健福祉センター分室維持管理,世センター＊健康づくり課,9764,9764,0,03,60,01,2026_general_expenditure_03_01_01_03_60,official_csv,ippansaisyutu.csv,9114,false,raw_source_only,世田谷総合支所 健康づくり課,matched
2026_general_expenditure_03_01_01_03_72_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,地域福祉活動等促進事業,地域福祉活動等促進事業,保政＊保健福祉政策課,17700,0,17700,03,72,01,2026_general_expenditure_03_01_01_03_72,official_csv,ippansaisyutu.csv,9530,false,raw_source_only,保健福祉政策部 保健福祉政策課,matched
2026_general_expenditure_03_01_01_03_73_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,特定中国残留邦人等支援事業,特定中国残留邦人等支援事業,保政＊生活福祉課,45611,11348,34263,03,73,01,2026_general_expenditure_03_01_01_03_73,official_csv,ippansaisyutu.csv,9555,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_75_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,路上生活対策事業,路上生活対策事業,保政＊生活福祉課,20876,20876,0,03,75,01,2026_general_expenditure_03_01_01_03_75,official_csv,ippansaisyutu.csv,9556,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_76_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,障害認定審査事務運営,障害認定審査事務運営,障福＊障害施策課,19783,19783,0,03,76,01,2026_general_expenditure_03_01_01_03_76,official_csv,ippansaisyutu.csv,9703,false,raw_source_only,障害福祉部 障害施策課,matched
2026_general_expenditure_03_01_01_03_77_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,社会福祉協議会運営助成,社会福祉協議会運営助成,保政＊生活福祉課,398794,397491,1303,03,77,01,2026_general_expenditure_03_01_01_03_77,official_csv,ippansaisyutu.csv,9557,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_83_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,住宅手当緊急特別措置事業,住宅手当緊急特別措置事業,保政＊生活福祉課,46914,11911,35003,03,83,01,2026_general_expenditure_03_01_01_03_83,official_csv,ippansaisyutu.csv,9558,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_86_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,保健福祉サービス質の向上の推進,保健福祉サービス質の向上の推進,保政＊保健福祉政策課,69894,8123,61771,03,86,01,2026_general_expenditure_03_01_01_03_86,official_csv,ippansaisyutu.csv,9531,false,raw_source_only,保健福祉政策部 保健福祉政策課,matched
2026_general_expenditure_03_01_01_03_88_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,生活安定支援事業,生活安定支援事業,保政＊生活福祉課,83898,47029,36869,03,88,01,2026_general_expenditure_03_01_01_03_88,official_csv,ippansaisyutu.csv,9559,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_89_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,ケアハウス整備促進等事業,ケアハウス整備促進等事業,高福＊高齢福祉課,27040,220,26820,03,89,01,2026_general_expenditure_03_01_01_03_89,official_csv,ippansaisyutu.csv,9619,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_01_03_90_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,社会福祉法人の認可・指導検査,社会福祉法人の認可・指導検査,保政＊保健福祉政策課,2542,2541,1,03,90,01,2026_general_expenditure_03_01_01_03_90,official_csv,ippansaisyutu.csv,9532,false,raw_source_only,保健福祉政策部 保健福祉政策課,matched
2026_general_expenditure_03_01_01_03_92_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,生活困窮者自立促進支援事業,生活困窮者自立促進支援事業,保政＊生活福祉課,320471,96083,224388,03,92,01,2026_general_expenditure_03_01_01_03_92,official_csv,ippansaisyutu.csv,9560,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_93_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,地区高齢者見守りネットワーク事業,地区高齢者見守りネットワーク事業,高福＊高齢福祉課,7924,5540,2384,03,93,01,2026_general_expenditure_03_01_01_03_93,official_csv,ippansaisyutu.csv,9620,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_01_03_94_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,地域福祉資源開発事業,地域福祉資源開発事業,保政＊生活福祉課,298236,256986,41250,03,94,01,2026_general_expenditure_03_01_01_03_94,official_csv,ippansaisyutu.csv,9561,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_03_96_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,障害者施設整備促進等事業,障害者施設整備促進等事業,障福＊障害地域生活課,71729,71729,0,03,96,01,2026_general_expenditure_03_01_01_03_96,official_csv,ippansaisyutu.csv,9740,false,raw_source_only,障害福祉部 障害地域生活課,matched
2026_general_expenditure_03_01_01_03_98_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,高齢福祉部庶務事務,高齢福祉部庶務事務,高福＊高齢福祉課,2225,2225,0,03,98,01,2026_general_expenditure_03_01_01_03_98,official_csv,ippansaisyutu.csv,9621,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_01_03_99_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費,高齢福祉部運営事業,高齢福祉部運営事業,高福＊高齢福祉課,39734,9906,29828,03,99,01,2026_general_expenditure_03_01_01_03_99,official_csv,ippansaisyutu.csv,9622,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_01_04_01_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,特別会計繰出金,介護保険事業会計繰出金,介護保険事業会計繰出金,高福＊介護保険課,11595213,11195537,399676,04,01,01,2026_general_expenditure_03_01_01_04_01,official_csv,ippansaisyutu.csv,9649,false,raw_source_only,高齢福祉部 介護保険課,matched
2026_general_expenditure_03_01_01_04_02_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,特別会計繰出金,国民健康保険事業会計繰出金,国民健康保険事業会計繰出金,保政＊国保・年金課,8333112,5080312,3252800,04,02,01,2026_general_expenditure_03_01_01_04_02,official_csv,ippansaisyutu.csv,9572,false,raw_source_only,保健福祉政策部 国保・年金課,matched
2026_general_expenditure_03_01_01_04_03_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,特別会計繰出金,後期高齢者医療会計繰出金,後期高齢者医療会計繰出金,保政＊国保・年金課,10678717,9386638,1292079,04,03,01,2026_general_expenditure_03_01_01_04_03,official_csv,ippansaisyutu.csv,9573,false,raw_source_only,保健福祉政策部 国保・年金課,matched
2026_general_expenditure_03_01_01_05_13_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,臨時福祉給付金等事業費,住民税非課税世帯等への価格高騰重点支援給付金支給,住民税非課税世帯等への価格高騰重点支援給付金支給,保政＊保健福祉政策課,0,0,0,05,13,01,2026_general_expenditure_03_01_01_05_13,official_csv,ippansaisyutu.csv,9533,true,raw_source_only,保健福祉政策部 保健福祉政策課,matched
2026_general_expenditure_03_01_01_06_02_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,避難行動要支援者支援の推進,避難行動要支援者支援の推進,保政＊保福推進課,45642,39642,6000,06,02,01,2026_general_expenditure_03_01_01_06_02,official_csv,ippansaisyutu.csv,9540,false,raw_source_only,保健福祉政策部 保福推進課,matched
2026_general_expenditure_03_01_01_06_03_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,介護人材確保・定着支援事業,介護人材確保・定着支援事業,高福＊高齢福祉課,318221,185664,132557,06,03,01,2026_general_expenditure_03_01_01_06_03,official_csv,ippansaisyutu.csv,9623,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_01_06_04_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,災害時ボランティア受入体制整備事業,災害時ボランティア受入体制整備事業,保政＊生活福祉課,43366,43366,0,06,04,01,2026_general_expenditure_03_01_01_06_04,official_csv,ippansaisyutu.csv,9562,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_06_05_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,障害者差別解消推進,障害者差別解消推進,障福＊障害施策課,15504,2735,12769,06,05,01,2026_general_expenditure_03_01_01_06_05,official_csv,ippansaisyutu.csv,9704,false,raw_source_only,障害福祉部 障害施策課,matched
2026_general_expenditure_03_01_01_06_07_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,医療的ケア児（者）支援の充実,医療的ケア児（者）支援の充実,障福＊障害保健福祉課,41748,6192,35556,06,07,01,2026_general_expenditure_03_01_01_06_07,official_csv,ippansaisyutu.csv,9756,false,raw_source_only,障害福祉部 障害保健福祉課,matched
2026_general_expenditure_03_01_01_06_08_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,保健医療福祉総合プラザ維持運営,保健医療福祉総合プラザ維持運営,保政＊保福推進課,351247,327448,23799,06,08,01,2026_general_expenditure_03_01_01_06_08,official_csv,ippansaisyutu.csv,9541,false,raw_source_only,保健福祉政策部 保福推進課,matched
2026_general_expenditure_03_01_01_06_11_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,障害福祉部庶務事務,障害福祉部庶務事務,障福＊障害施策課,2326,2326,0,06,11,01,2026_general_expenditure_03_01_01_06_11,official_csv,ippansaisyutu.csv,9705,false,raw_source_only,障害福祉部 障害施策課,matched
2026_general_expenditure_03_01_01_06_12_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,福祉人材育成・研修センター運営事業,福祉人材育成・研修センター運営事業,保政＊保福推進課,107060,62331,44729,06,12,01,2026_general_expenditure_03_01_01_06_12,official_csv,ippansaisyutu.csv,9542,false,raw_source_only,保健福祉政策部 保福推進課,matched
2026_general_expenditure_03_01_01_06_13_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,保健福祉政策部運営事業,保健福祉政策部運営事業,保政＊保健福祉政策課,41500,30807,10693,06,13,01,2026_general_expenditure_03_01_01_06_13,official_csv,ippansaisyutu.csv,9534,false,raw_source_only,保健福祉政策部 保健福祉政策課,matched
2026_general_expenditure_03_01_01_06_14_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,保健福祉政策部庶務事務,保健福祉政策部庶務事務,保政＊保健福祉政策課,11435,11435,0,06,14,01,2026_general_expenditure_03_01_01_06_14,official_csv,ippansaisyutu.csv,9535,false,raw_source_only,保健福祉政策部 保健福祉政策課,matched
2026_general_expenditure_03_01_01_06_18_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,特別養護老人ホーム等運営支援,特別養護老人ホーム等運営支援,高福＊高齢福祉課,315439,315041,398,06,18,01,2026_general_expenditure_03_01_01_06_18,official_csv,ippansaisyutu.csv,9624,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_01_06_20_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,医療的ケア児の笑顔を支える基金積立金,医療的ケア児の笑顔を支える基金積立金,障福＊障害保健福祉課,18746,0,18746,06,20,01,2026_general_expenditure_03_01_01_06_20,official_csv,ippansaisyutu.csv,9757,false,raw_source_only,障害福祉部 障害保健福祉課,matched
2026_general_expenditure_03_01_01_06_21_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,ひきこもり対策,ひきこもり対策,保政＊生活福祉課,184581,114227,70354,06,21,01,2026_general_expenditure_03_01_01_06_21,official_csv,ippansaisyutu.csv,9563,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_06_23_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,専門的人材の確保・養成事業,専門的人材の確保・養成事業,障福＊障害施策課,15463,5486,9977,06,23,01,2026_general_expenditure_03_01_01_06_23,official_csv,ippansaisyutu.csv,9706,false,raw_source_only,障害福祉部 障害施策課,matched
2026_general_expenditure_03_01_01_06_24_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,ボランティア施設改修,ボランティア施設改修,保政＊生活福祉課,0,0,0,06,24,01,2026_general_expenditure_03_01_01_06_24,official_csv,ippansaisyutu.csv,9564,true,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_06_25_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,特別区区民葬儀助成事業,特別区区民葬儀助成事業,保政＊生活福祉課,23949,23949,0,06,25,01,2026_general_expenditure_03_01_01_06_25,official_csv,ippansaisyutu.csv,9565,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_01_06_27_01,2026_general_expenditure_03_01_01,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,01,社会福祉総務費,その他の社会福祉事業費（２）,終活支援センター運営事業,終活支援センター運営事業,保政＊生活福祉課,68357,58357,10000,06,27,01,2026_general_expenditure_03_01_01_06_27,official_csv,ippansaisyutu.csv,9566,false,raw_source_only,保健福祉政策部 生活福祉課,matched
2026_general_expenditure_03_01_02_01_01_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,老人福祉法に基づく養護老人ホーム措置費,養護老人ホーム入所措置,養護老人ホーム入所措置,高福＊高齢福祉課,192756,142521,50235,01,01,01,2026_general_expenditure_03_01_02_01_01,official_csv,ippansaisyutu.csv,9625,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_03_01_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,交流・社会参加促進のための事業費,高齢者コミュニケーションサービス,高齢者コミュニケーションサービス,高福＊高齢福祉課,150826,150826,0,03,01,01,2026_general_expenditure_03_01_02_03_01,official_csv,ippansaisyutu.csv,9626,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_03_02_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,交流・社会参加促進のための事業費,高齢者会食サービス,高齢者会食サービス,高福＊高齢福祉課,6628,3315,3313,03,02,01,2026_general_expenditure_03_01_02_03_02,official_csv,ippansaisyutu.csv,9627,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_03_04_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,交流・社会参加促進のための事業費,支えあいミニデイ支援の推進,支えあいミニデイ支援の推進,高福＊高齢福祉課,4559,2280,2279,03,04,01,2026_general_expenditure_03_01_02_03_04,official_csv,ippansaisyutu.csv,9628,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_03_12_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,交流・社会参加促進のための事業費,高齢者補聴器購入費助成,高齢者補聴器購入費助成,高福＊高齢福祉課,44956,30252,14704,03,12,01,2026_general_expenditure_03_01_02_03_12,official_csv,ippansaisyutu.csv,9629,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_03_13_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,交流・社会参加促進のための事業費,高齢者スマートフォン購入費助成,高齢者スマートフォン購入費助成,高福＊高齢福祉課,0,0,0,03,13,01,2026_general_expenditure_03_01_02_03_13,official_csv,ippansaisyutu.csv,9630,true,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_04_05_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,高齢者生活支援事業費,ひとりぐらし高齢者の安全確保,ひとりぐらし高齢者の安全確保,高福＊高齢福祉課,24374,18317,6057,04,05,01,2026_general_expenditure_03_01_02_04_05,official_csv,ippansaisyutu.csv,9631,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_04_07_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,高齢者生活支援事業費,福祉緊急対応,福祉緊急対応,高福＊高齢福祉課,15263,8773,6490,04,07,01,2026_general_expenditure_03_01_02_04_07,official_csv,ippansaisyutu.csv,9632,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_04_08_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,高齢者生活支援事業費,高齢者おむつ支給,高齢者おむつ支給,高福＊高齢福祉課,193309,193309,0,04,08,01,2026_general_expenditure_03_01_02_04_08,official_csv,ippansaisyutu.csv,9633,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_04_10_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,高齢者生活支援事業費,高齢者寝具乾燥・訪問理美容サービス,高齢者寝具乾燥・訪問理美容サービス,高福＊高齢福祉課,50009,50009,0,04,10,01,2026_general_expenditure_03_01_02_04_10,official_csv,ippansaisyutu.csv,9634,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_04_11_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,高齢者生活支援事業費,高齢者はり・灸・マッサージサービス,高齢者はり・灸・マッサージサービス,高福＊高齢福祉課,26877,13439,13438,04,11,01,2026_general_expenditure_03_01_02_04_11,official_csv,ippansaisyutu.csv,9635,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_04_16_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,高齢者生活支援事業費,高齢者住宅改修助成,高齢者住宅改修助成,高福＊高齢福祉課,6264,3132,3132,04,16,01,2026_general_expenditure_03_01_02_04_16,official_csv,ippansaisyutu.csv,9636,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_05_01_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,ひとりぐらし高齢者等状況把握,ひとりぐらし高齢者等状況把握,高福＊高齢福祉課,2022,780,1242,05,01,01,2026_general_expenditure_03_01_02_05_01,official_csv,ippansaisyutu.csv,9637,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_05_03_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,高齢者在宅サービスセンター維持管理,高齢者在宅サービスセンター維持管理,高福＊高齢福祉課,170978,139993,30985,05,03,01,2026_general_expenditure_03_01_02_05_03,official_csv,ippansaisyutu.csv,9638,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_05_10_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,慶祝事業,慶祝事業,高福＊高齢福祉課,46389,46389,0,05,10,01,2026_general_expenditure_03_01_02_05_10,official_csv,ippansaisyutu.csv,9639,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_05_11_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,地域包括支援センター事務委託,地域包括支援センター事務委託,高福＊介護予防・支援課,99028,99028,0,05,11,01,2026_general_expenditure_03_01_02_05_11,official_csv,ippansaisyutu.csv,9685,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
2026_general_expenditure_03_01_02_05_15_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,民生委員ふれあい訪問,民生委員ふれあい訪問,高福＊高齢福祉課,7525,3763,3762,05,15,01,2026_general_expenditure_03_01_02_05_15,official_csv,ippansaisyutu.csv,9640,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_05_16_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,地域包括支援センター障害者・子育て家庭等相談事業,地域包括支援センター障害者・子育て家庭等相談事業,高福＊介護予防・支援課,272887,272887,0,05,16,01,2026_general_expenditure_03_01_02_05_16,official_csv,ippansaisyutu.csv,9686,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
2026_general_expenditure_03_01_02_05_17_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,認知症施策運営事業,認知症施策運営事業,高福＊介護予防・支援課,13153,10812,2341,05,17,01,2026_general_expenditure_03_01_02_05_17,official_csv,ippansaisyutu.csv,9687,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
2026_general_expenditure_03_01_02_05_18_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,介護予防施策推進事業,介護予防施策推進事業,高福＊介護予防・支援課,49591,49471,120,05,18,01,2026_general_expenditure_03_01_02_05_18,official_csv,ippansaisyutu.csv,9688,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
2026_general_expenditure_03_01_02_05_20_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,一時生活援助施設運営,一時生活援助施設運営,高福＊高齢福祉課,40905,17567,23338,05,20,01,2026_general_expenditure_03_01_02_05_20,official_csv,ippansaisyutu.csv,9641,false,raw_source_only,高齢福祉部 高齢福祉課,matched
2026_general_expenditure_03_01_02_05_21_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,認知症在宅生活サポートセンター認知症社会参加推進事業,認知症在宅生活サポートセンター認知症社会参加推進事業,高福＊介護予防・支援課,2675,0,2675,05,21,01,2026_general_expenditure_03_01_02_05_21,official_csv,ippansaisyutu.csv,9689,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
2026_general_expenditure_03_01_02_05_22_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,その他の高齢者福祉事業費,地域包括支援センター認知症社会参加推進事業,地域包括支援センター認知症社会参加推進事業,高福＊介護予防・支援課,4277,0,4277,05,22,01,2026_general_expenditure_03_01_02_05_22,official_csv,ippansaisyutu.csv,9690,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
2026_general_expenditure_03_01_02_07_01_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,生計困難者利用者負担軽減事業,生計困難者負担軽減事業,生計困難者負担軽減事業,高福＊介護保険課,45125,36471,8654,07,01,01,2026_general_expenditure_03_01_02_07_01,official_csv,ippansaisyutu.csv,9650,false,raw_source_only,高齢福祉部 介護保険課,matched
2026_general_expenditure_03_01_02_08_01_01,2026_general_expenditure_03_01_02,2026,general,一般会計,expenditure,03,民生費,01,社会福祉費,02,高齢者福祉費,重層的支援体制整備事業費,地域包括支援センター運営委託,地域包括支援センター運営委託,高福＊介護予防・支援課,717231,138067,579164,08,01,01,2026_general_expenditure_03_01_02_08_01,official_csv,ippansaisyutu.csv,9691,false,raw_source_only,高齢福祉部 介護予防・支援課,matched
